source_name,url,used_for,source_page_updated_or_info_as_of,source_last_checked,notes
ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,"Published medical school average GPA, MCAT, minimum MCAT, and row-level source links where provided.",,2026-06-05,Generated by scripts/extract_admissions_sources.py; review before appending to data/sources.csv.
Shemmassian,https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,"Published medical school average GPA, average MCAT, minimum MCAT, state, and degree type.",,2026-06-05,Generated by scripts/extract_admissions_sources.py; review before appending to data/sources.csv.
The Match Guy,https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/,Published medical school average GPA and average MCAT.,,2026-06-05,Generated by scripts/extract_admissions_sources.py; review before appending to data/sources.csv.
CycleTrack Letters of Recommendation,https://cycletrack.org/lors,"MD, MD-PhD, DO, and Canadian MD letter-of-recommendation requirement links by school.",,2026-06-05,Generated by scripts/extract_admissions_sources.py; review before appending to data/sources.csv.
CycleTrack School Explorer,https://cycletrack.org/explorer,"Crowdsourced school index and per-school median cGPA, sGPA, and MCAT for interviews and acceptances.",,2026-06-05,Generated by scripts/extract_admissions_sources.py; review before appending to data/sources.csv.
