school_id,school_name,degree_type,campus_name,state_abbrev,school_website,aacom_profile_url,aacom_profile_title,aacom_city,aacom_state_abbrev,aacom_slug,match_status,match_score,match_reason,discovery_method,source_last_checked,fetch_status,review_status,notes
do_ocom_orlando_college_of_osteopathic_medicine_celebration_florida,Orlando College of Osteopathic Medicine,DO,OCOM,FL,https://ocom.org/,https://www.aacom.org/detail-pages/com/orlando-college-of-osteopathic-medicine,Orlando College of Osteopathic Medicine,Winter Garden,FL,orlando-college-of-osteopathic-medicine,safe_match,1.04,High-confidence AACOM profile match.,aacom_seed_fetch,2026-06-08,fetched,accepted_for_fetch,second_match_score=0.42
do_pnwu_com_pacific_northwest_university_of_health_sciences_college_of_osteopathic_,Pacific Northwest University of Health Sciences College of Osteopathic Medicine,DO,PNWU-COM,WA,http://www.pnwu.edu/,https://www.aacom.org/detail-pages/com/pacific-northwest-university-of-health-sciences-college-of-osteopathic-medicine,Pacific Northwest University of Health Sciences College of Osteopathic Medicine,Yakima,WA,pacific-northwest-university-of-health-sciences-college-of-osteopathic-medicine,safe_match,1.42,High-confidence AACOM profile match. Location matched.,aacom_seed_fetch,2026-06-08,fetched,accepted_for_fetch,second_match_score=0.00
do_pcom_philadelphia_college_of_osteopathic_medicine_philadelphia_pennsylvania,Philadelphia College of Osteopathic Medicine,DO,PCOM,PA,https://www.pcom.edu/,https://www.aacom.org/detail-pages/com/philadelphia-college-of-osteopathic-medicine,Philadelphia College of Osteopathic Medicine,Philadelphia,PA,philadelphia-college-of-osteopathic-medicine,safe_match,1.42,High-confidence AACOM profile match. Location matched.,aacom_seed_fetch,2026-06-08,fetched,accepted_for_fetch,second_match_score=0.42
do_pcom_georgia_philadelphia_college_of_osteopathic_medicine_georgia_suwanee_georgi,Philadelphia College of Osteopathic Medicine Georgia,DO,PCOM Georgia,GA,https://www.pcom.edu/campuses/georgia-campus/,https://www.aacom.org/detail-pages/com/pcom-georgia,PCOM Georgia,Suwanee,GA,pcom-georgia,safe_match,1.54,High-confidence AACOM profile match. Location matched.,aacom_seed_fetch,2026-06-08,fetched,accepted_for_fetch,second_match_score=1.04
do_pcom_south_georgia_philadelphia_college_of_osteopathic_medicine_south_georgia_mo,Philadelphia College of Osteopathic Medicine South Georgia,DO,PCOM South Georgia,GA,https://www.pcom.edu/south-georgia/,https://www.aacom.org/detail-pages/com/pcom-south-georgia,PCOM South Georgia,Moultrie,GA,pcom-south-georgia,safe_match,1.58,High-confidence AACOM profile match. Location matched.,aacom_seed_fetch,2026-06-08,fetched,accepted_for_fetch,second_match_score=1.16
do_rvucom_rocky_vista_university_college_of_osteopathic_medicine_parker_colorado,Rocky Vista University College of Osteopathic Medicine,DO,RVUCOM,CO,http://www.rvu.edu/,https://www.aacom.org/detail-pages/com/rocky-vista-university-college-of-osteopathic-medicine,Rocky Vista University College of Osteopathic Medicine,Englewood,CO,rocky-vista-university-college-of-osteopathic-medicine,safe_match,1.04,High-confidence AACOM profile match.,aacom_seed_fetch,2026-06-08,fetched,accepted_for_fetch,second_match_score=0.33
do_rvucom_su_campus_rocky_vista_university_college_of_osteopathic_medicine_ivins_ut,Rocky Vista University College of Osteopathic Medicine,DO,RVUCOM-SU Campus,UT,http://www.rvu.edu/,https://www.aacom.org/detail-pages/com/rocky-vista-university-college-of-osteopathic-medicine-utah-campus,Rocky Vista University College of Osteopathic Medicine-Utah Campus,Ivins,UT,rocky-vista-university-college-of-osteopathic-medicine-utah-campus,safe_match,1.42,High-confidence AACOM profile match. Location matched.,aacom_seed_fetch,2026-06-08,fetched,accepted_for_fetch,second_match_score=0.22
do_rvu_mcom_rocky_vista_university_montana_college_of_osteopathic_medicine_billings,Rocky Vista University – Montana College of Osteopathic Medicine,DO,RVU-MCOM,MT,https://www.rvu.edu/mcom/,https://www.aacom.org/detail-pages/com/montana-college-of-osteopathic-medicine,Rocky Vista University - Montana College of Osteopathic Medicine,Billings,MT,montana-college-of-osteopathic-medicine,safe_match,1.42,High-confidence AACOM profile match. Location matched.,aacom_seed_fetch,2026-06-08,fetched,accepted_for_fetch,second_match_score=0.29
do_rowan_virtuasom_rowan_virtua_school_of_osteopathic_medicine_stratford_new_jersey,Rowan-Virtua School of Osteopathic Medicine,DO,Rowan-VirtuaSOM,NJ,https://www.rowan.edu/som/,https://www.aacom.org/detail-pages/com/rowan-virtua-school-of-osteopathic-medicine,Rowan-Virtua School of Osteopathic Medicine,Stratford,NJ,rowan-virtua-school-of-osteopathic-medicine,safe_match,1.42,High-confidence AACOM profile match. Location matched.,aacom_seed_fetch,2026-06-08,fetched,accepted_for_fetch,second_match_score=1.04
do_rowan_virtuasom_sewell_rowan_virtua_school_of_osteopathic_medicine_sewell_new_je,Rowan-Virtua School of Osteopathic Medicine,DO,Rowan-VirtuaSOM-Sewell,NJ,https://som.rowan.edu/oursom/campus/sewell/,https://www.aacom.org/detail-pages/com/rowan-virtua-som-sewell-campus,Rowan-Virtua School of Osteopathic Medicine Sewell Campus,Sewell,NJ,rowan-virtua-som-sewell-campus,safe_match,1.42,High-confidence AACOM profile match. Location matched.,aacom_seed_fetch,2026-06-08,fetched,accepted_for_fetch,second_match_score=1.04
do_shsu_com_sam_houston_state_university_college_of_osteopathic_medicine_huntsville,Sam Houston State University College of Osteopathic Medicine,DO,SHSU-COM,TX,,https://www.aacom.org/detail-pages/com/sam-houston-state-university-college-of-osteopathic-medicine,Sam Houston State University College of Osteopathic Medicine,Conroe,TX,sam-houston-state-university-college-of-osteopathic-medicine,safe_match,1.04,High-confidence AACOM profile match.,aacom_seed_fetch,2026-06-08,fetched,accepted_for_fetch,second_match_score=0.36
do_tvcom_the_valley_college_of_osteopathic_medicine_phoenix_arizona,The Valley College of Osteopathic Medicine,DO,TVCOM,AZ,https://thevalleycom.org/,https://www.aacom.org/detail-pages/com/the-valley-college-of-osteopathic-medicine,The Valley College of Osteopathic Medicine,Phoenix,AZ,the-valley-college-of-osteopathic-medicine,safe_match,1.42,High-confidence AACOM profile match. Location matched.,aacom_seed_fetch,2026-06-08,fetched,accepted_for_fetch,second_match_score=0.27
do_tourocom_harlem_touro_college_of_osteopathic_medicine_new_york_new_york,Touro College of Osteopathic Medicine,DO,TouroCOM-Harlem,NY,http://tourocom.touro.edu/,https://www.aacom.org/detail-pages/com/touro-college-of-osteopathic-medicine,Touro College of Osteopathic Medicine,New York,NY,touro-college-of-osteopathic-medicine,safe_match,1.42,High-confidence AACOM profile match. Location matched.,aacom_seed_fetch,2026-06-08,fetched,accepted_for_fetch,second_match_score=1.04
do_tourocom_middletown_touro_college_of_osteopathic_medicine_middletown_new_york,Touro College of Osteopathic Medicine,DO,TouroCOM-Middletown,NY,http://tourocom.touro.edu/about-us/our-facilities/middletown-campus/,https://www.aacom.org/detail-pages/com/tourocom-middletown,Touro College of Osteopathic Medicine Middletown,Middletown,NY,tourocom-middletown,safe_match,1.54,High-confidence AACOM profile match. Location matched.,aacom_seed_fetch,2026-06-08,fetched,accepted_for_fetch,second_match_score=1.04
do_tourocom_great_falls_touro_college_of_osteopathic_medicine_great_falls_great_fal,Touro College of Osteopathic Medicine – Great Falls,DO,TouroCOM-Great Falls,MT,https://tourocom.touro.edu/,https://www.aacom.org/detail-pages/com/tourocom-montana,Touro College of Osteopathic Medicine Montana,Great Falls,MT,tourocom-montana,safe_match,1.42,High-confidence AACOM profile match. Location matched.,aacom_seed_fetch,2026-06-08,fetched,accepted_for_fetch,second_match_score=0.58
do_tucom_touro_university_college_of_osteopathic_medicine_california_vallejo_califo,Touro University College of Osteopathic Medicine-California,DO,TUCOM,CA,http://www.tu.edu/,https://www.aacom.org/detail-pages/com/touro-university-california-college-of-osteopathic-medicine,Touro University California College of Osteopathic Medicine,Vallejo,CA,touro-university-california-college-of-osteopathic-medicine,safe_match,1.42,High-confidence AACOM profile match. Location matched.,aacom_seed_fetch,2026-06-08,fetched,accepted_for_fetch,second_match_score=1.04
do_tuncom_touro_university_nevada_college_of_osteopathic_medicine_henderson_nevada,Touro University Nevada College of Osteopathic Medicine,DO,TUNCOM,NV,https://tun.touro.edu/,https://www.aacom.org/detail-pages/com/touro-university-nevada-college-of-osteopathic-medicine,Touro University Nevada-College of Osteopathic Medicine,Henderson,NV,touro-university-nevada-college-of-osteopathic-medicine,safe_match,1.42,High-confidence AACOM profile match. Location matched.,aacom_seed_fetch,2026-06-08,fetched,accepted_for_fetch,second_match_score=0.00
do_unecom_university_of_new_england_college_of_osteopathic_medicine_biddeford_maine,University of New England College of Osteopathic Medicine,DO,UNECOM,ME,http://www.une.edu/com,https://www.aacom.org/detail-pages/com/university-of-new-england-college-of-osteopathic-medicine,University of New England College of Osteopathic Medicine,Portland,ME,university-of-new-england-college-of-osteopathic-medicine,safe_match,1.04,High-confidence AACOM profile match.,aacom_seed_fetch,2026-06-08,fetched,accepted_for_fetch,second_match_score=0.00
do_unthsc_tcom_university_of_north_texas_health_science_center_texas_college_of_ost,University of North Texas Health Science Center Texas College of Osteopathic Medicine,DO,UNTHSC/TCOM,TX,https://www.unthsc.edu/texas-college-of-osteopathic-medicine/,https://www.aacom.org/detail-pages/com/university-of-north-texas-health-science-center-texas-college-of-osteopathic-medicine,UNT Health-Texas College of Osteopathic Medicine,Fort Worth,TX,university-of-north-texas-health-science-center-texas-college-of-osteopathic-medicine,safe_match,1.42,High-confidence AACOM profile match. Location matched.,aacom_seed_fetch,2026-06-08,fetched,accepted_for_fetch,second_match_score=0.36
do_unc_com_university_of_northern_colorado_college_of_osteopathic_medicine_greely_c,University of Northern Colorado College of Osteopathic Medicine,DO,UNC-COM,CO,https://www.unco.edu/osteopathic-medicine/,https://www.aacom.org/detail-pages/com/university-of-northern-colorado-college-of-osteopathic-medicine,University of Northern Colorado College of Osteopathic Medicine,Greeley,CO,university-of-northern-colorado-college-of-osteopathic-medicine,safe_match,1.04,High-confidence AACOM profile match.,aacom_seed_fetch,2026-06-08,fetched,accepted_for_fetch,second_match_score=0.21
do_up_kycom_university_of_pikeville_kentucky_college_of_osteopathic_medicine_pikevi,University of Pikeville Kentucky College of Osteopathic Medicine,DO,UP-KYCOM,KY,http://www.upike.edu/KYCOM,https://www.aacom.org/detail-pages/com/kentucky-college-of-osteopathic-medicine,Kentucky College of Osteopathic Medicine,Pikeville,KY,kentucky-college-of-osteopathic-medicine,safe_match,1.42,High-confidence AACOM profile match. Location matched.,aacom_seed_fetch,2026-06-08,fetched,accepted_for_fetch,second_match_score=0.00
do_uiwsom_university_of_the_incarnate_word_school_of_osteopathic_medicine_san_anton,University of the Incarnate Word School of Osteopathic Medicine,DO,UIWSOM,TX,http://www.uiw.edu/som/,https://www.aacom.org/detail-pages/com/university-of-the-incarnate-word-school-of-osteopathic-medicine,University of the Incarnate Word School of Osteopathic Medicine,San Antonio,TX,university-of-the-incarnate-word-school-of-osteopathic-medicine,safe_match,1.42,High-confidence AACOM profile match. Location matched.,aacom_seed_fetch,2026-06-08,fetched,accepted_for_fetch,second_match_score=0.36
do_wvsom_west_virginia_school_of_osteopathic_medicine_lewisburg_west_virginia,West Virginia School of Osteopathic Medicine,DO,WVSOM,WV,https://www.wvsom.edu/home,https://www.aacom.org/detail-pages/com/west-virginia-school-of-osteopathic-medicine,West Virginia School of Osteopathic Medicine,Lewisburg,WV,west-virginia-school-of-osteopathic-medicine,safe_match,1.42,High-confidence AACOM profile match. Location matched.,aacom_seed_fetch,2026-06-08,fetched,accepted_for_fetch,second_match_score=0.00
do_westernu_comp_western_university_of_health_sciences_college_of_osteopathic_medic,Western University of Health Sciences College of Osteopathic Medicine of the Pacific,DO,WesternU/COMP,CA,http://www.westernu.edu/osteopathic/,https://www.aacom.org/detail-pages/com/western-university-of-health-sciences-college-of-osteopathic-medicine-of-the-pacific,"Western University of Health Sciences, College of Osteopathic Medicine of the Pacific",Pomona,CA,western-university-of-health-sciences-college-of-osteopathic-medicine-of-the-pacific,safe_match,1.42,High-confidence AACOM profile match. Location matched.,aacom_seed_fetch,2026-06-08,fetched,accepted_for_fetch,second_match_score=0.44
do_westernu_comp_northwest_western_university_of_health_sciences_college_of_osteopa,Western University of Health Sciences College of Osteopathic Medicine of the Pacific-Northwest,DO,WesternU/COMP-Northwest,OR,http://www.westernu.edu/northwest/,https://www.aacom.org/detail-pages/com/western-u-comp-northwest,"Western University of Health Sciences, College of Osteopathic Medicine of the Pacific-Northwest",Lebanon,OR,western-u-comp-northwest,safe_match,1.42,High-confidence AACOM profile match. Location matched.,aacom_seed_fetch,2026-06-08,fetched,accepted_for_fetch,second_match_score=0.00
do_wcucom_william_carey_university_college_of_osteopathic_medicine_hattiesburg_miss,William Carey University College of Osteopathic Medicine,DO,WCUCOM,MS,https://www.wmcarey.edu/College/Osteopathic-Medicine,https://www.aacom.org/detail-pages/com/william-carey-university-college-of-osteopathic-medicine,William Carey University College of Osteopathic Medicine,Hattiesburg,MS,william-carey-university-college-of-osteopathic-medicine,safe_match,1.42,High-confidence AACOM profile match. Location matched.,aacom_seed_fetch,2026-06-08,fetched,accepted_for_fetch,second_match_score=0.00
