source_key,source_name,source_url,pdf_file,source_row_number,stream_index,row_y,state,school_name_raw,school_name_clean,secondary_application_fee,secondary_application_sent_to,secondary_application_deadline,notes
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,161,654,424.831,WI,University of Wisconsin School of Medicine and Public Health,University of Wisconsin School of Medicine and Public Health,$75,Selected applicants who meet our minimum requirements of a 3.00 gpa and an MCAT score of 500.,"November 1, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,162,654,377.206,WV,Marshall University Joan C. Edwards School of Medicine,Marshall University Joan C. Edwards School of Medicine,$75,After review all applicants that meet minimum requirements will be sent a secondary application,December 15 2026,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,163,654,297.614,WV,West Virginia University School of Medicine,West Virginia University School of Medicine,$100,all applicants who have been verified by AMCAS. An email invitation will be sent and contain instructions about how to complete the secondary application.,12/1/2026,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,164,684,650.360,BC,University of British Columbia Faculty of Medicine,University of British Columbia Faculty of Medicine,,Applicants invited for interview,,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,165,684,627.359,MB,"Max Rady College of Medicine, Rady Faculty of Health Sciences, University of Manitoba","Max Rady College of Medicine, Rady Faculty of Health Sciences, University of Manitoba",,,,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,166,684,604.359,NL,Memorial University of Newfoundland Faculty of Medicine,Memorial University of Newfoundland Faculty of Medicine,,,,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,167,684,578.047,NS,Dalhousie University Faculty of Medicine,Dalhousie University Faculty of Medicine,,All applicants who submit Step 1,"Sept 3, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,168,684,530.422,ON,McMaster University Michael G. DeGroote School of Medicine,McMaster University Michael G. DeGroote School of Medicine,$50,All applicants,Final Casper date posted on acuityinsights.app/ annually,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,169,684,511.702,ON,Northern Ontario School of Medicine,Northern Ontario School of Medicine,,n/a,,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,170,684,492.982,ON,Queen's University Faculty of Health Sciences,Queen's University Faculty of Health Sciences,,,,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,171,684,469.982,ON,The University of Western Ontario - Schulich School of Medicine & Dentistry,The University of Western Ontario - Schulich School of Medicine & Dentistry,$0,n/a,,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,172,684,446.982,ON,Toronto Metropolitan University School of Medicine,Toronto Metropolitan University School of Medicine,,,,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,173,684,428.262,ON,University of Ottawa Faculty of Medicine,University of Ottawa Faculty of Medicine,$0,n/a,,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,174,684,405.261,ON,University of Toronto Temerty Faculty of Medicine,University of Toronto Temerty Faculty of Medicine,,,,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,175,684,386.541,QC,Universite de Montreal Faculty of Medicine,Universite de Montreal Faculty of Medicine,$0,,,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,176,684,367.821,SK,University of Saskatchewan College of Medicine,University of Saskatchewan College of Medicine,,,,
