source_key,source_name,source_url,pdf_file,source_row_number,stream_index,row_y,state,school_name_raw,school_name_clean,secondary_application_fee,secondary_application_sent_to,secondary_application_deadline,notes
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,93,362,226.086,NV,Roseman University College of Medicine,Roseman University College of Medicine,$100,Selected applicants,"Applicants will have no more than two weeks to complete the secondary for best consideration, though an extension may be granted on a case‑by‑case basis. The final deadline is March 15, 2027.",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,94,362,125.182,NV,"University of Nevada, Reno School of Medicine","University of Nevada, Reno School of Medicine",$75,All applicants receive a link to the secondary application but are advised to carefully confirm they meet all application requirements before submitting since the secondary fee is non- refundable.,7 days after the secondary application link is received,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,95,362,77.557,NY,Albany Medical College,Albany Medical College,$130,All U.S. citizens and U.S. permanent residents with a submitted and verified AMCAS application.,"December 1st, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,96,400,639.704,NY,Albert Einstein College of Medicine,Albert Einstein College of Medicine,$125,Applicants via WebAdmit the platform used by Einstein,December 1,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,97,400,616.703,NY,Columbia University Vagelos College of Physicians and Surgeons,Columbia University Vagelos College of Physicians and Surgeons,$110,All applicants,"October 22, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,98,400,526.455,NY,CUNY School of Medicine,CUNY School of Medicine,,All applicants must also submit an application online to the CUNY School of Medicine Office of Admissions at the same as the primary application for CUNY. The deadline for CUNY is February 1st.,,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,99,400,503.455,NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,$125,,December 1,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,100,400,391.894,NY,Icahn School of Medicine at Mount Sinai,Icahn School of Medicine at Mount Sinai,$110,All verified applicants,We offer interviews on a rolling basis from August-February and recommend all materials submitted as soon as possible. The final deadline to submit your supplemental application is November 1.,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,101,400,368.894,NY,Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo,Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo,$100,All eligible applicants,"December 1, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,102,400,267.990,NY,New York Medical College,New York Medical College,$135,All applicants receive a supplemental application. The NYMC supplemental Gateway includes pre- registration and completion of CASPer - an online situational judgment test. (https://takealtus.com/),"January 31, 2027",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,103,400,188.398,NY,NYU Grossman Long Island School of Medicine,NYU Grossman Long Island School of Medicine,$110,All applicants are sent the NYU GLISOM secondary application. Candidates are strongly encouraged to submit a completed application as early as possible.,November 16th @,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,104,400,130.117,NY,NYU Grossman School of Medicine,NYU Grossman School of Medicine,$110,All applicants who have a bachelor's degree from an accredited college or university in the United States or Canada.,"November 10, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,105,400,107.117,NY,Renaissance School of Medicine at Stony Brook University,Renaissance School of Medicine at Stony Brook University,$100,All applicants,"December 11, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,106,400,75.117,NY,State University of New York Upstate Medical University Alan and Marlene Norton College of Medicine,State University of New York Upstate Medical University Alan and Marlene Norton College of Medicine,$110,All verified AMCAS applicants,December 1st,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,107,446,607.736,NY,SUNY Downstate Health Sciences University College of Medicine,SUNY Downstate Health Sciences University College of Medicine,$100,All applicants with a verified AMCAS application and MCAT scores no older than 3 years prior to the planned date of enrollment.,01/04/2027,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,108,446,570.767,NY,University of Rochester School of Medicine and Dentistry,University of Rochester School of Medicine and Dentistry,$100,All applicants when the verified AMCAS application is received.,"November 15, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,109,446,552.047,NY,Weill Cornell Medicine,Weill Cornell Medicine,$100,All applicants,"November 16, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,110,446,504.423,OH,Case Western Reserve University School of Medicine,Case Western Reserve University School of Medicine,$100,applicants with a verified AMCAS application with a minimum MCAT score of at least 502.,11/15/2026,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,111,446,424.831,OH,Northeast Ohio Medical University,Northeast Ohio Medical University,$95,Secondary applications are available by invitation only. Secondary application communication occurs exclusively through e-mail and through the AMCAS applicant gateway.,"December 1, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,112,446,377.206,OH,Ohio State University College of Medicine,Ohio State University College of Medicine,$80,Applicants who are AMCAS verified and who broadly meet holistic admissions criteria.,"December 1, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,113,446,308.270,OH,The University of Toledo College of Medicine and Life Sciences,The University of Toledo College of Medicine and Life Sciences,$95,Secondary application invitations are emailed to selected applicants. The information in this email will contain details for submission.,"December 15, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,114,446,260.646,OH,University of Cincinnati College of Medicine,University of Cincinnati College of Medicine,$100,Applicants who are AMCAS verified and who broadly meet holistic admissions criteria.,"December 01, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,115,446,170.398,OH,Wright State University Boonshoft School of Medicine,Wright State University Boonshoft School of Medicine,$80,"Applicants who meet the minimum requirements for BCPM GPA and MCAT. For further information about the requirements, please navigate https://medicine.wright.ed u/admissions","December 1, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,116,446,151.678,OK,University of Oklahoma College of Medicine,University of Oklahoma College of Medicine,$85,competitive applicants,"December 1, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,117,446,104.053,OR,Oregon Health & Science University School of Medicine,Oregon Health & Science University School of Medicine,$120,All verified applicants. We ask applicants to self- assess if they think they fit a mission based group,Rolling. Final due date December 15.,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,118,492,597.080,PA,Drexel University College of Medicine,Drexel University College of Medicine,$120,All applicants who are U.S. citizens or permanent residents. Permanent residents are required to provide the Admissions Office with a copy of their valid green card.,01/01/2027,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,119,492,549.455,PA,Geisinger Commonwealth School of Medicine,Geisinger Commonwealth School of Medicine,$100,Secondary application will be sent to all applicants upon receipt of verified AMCAS application.,,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,120,492,459.207,PA,Lewis Katz School of Medicine at Temple University,Lewis Katz School of Medicine at Temple University,$100,"After receipt of a verified AMCAS® application, an email is sent to US citizens or those with permanent resident or refugee/asylee status with a link to the online supplemental application.","January 15, 2027",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,121,492,368.959,PA,Pennsylvania State University College of Medicine,Pennsylvania State University College of Medicine,$90,"applicants who are US citizens, US permanent residents, and applicants with DACA status. Applicants must have a bachelor's degree from an accredited US or Canadian college or university.","December 15, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,122,492,342.646,PA,Perelman School of Medicine at the University of Pennsylvania,Perelman School of Medicine at the University of Pennsylvania,$100,All AMCAS verified applicants,"November 15, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,123,492,319.646,PA,Sidney Kimmel Medical College at Thomas Jefferson University,Sidney Kimmel Medical College at Thomas Jefferson University,$80,All applicants,1/1/2027,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,124,492,282.678,PA,University of Pittsburgh School of Medicine,University of Pittsburgh School of Medicine,$125,All applicants once we receive their verified AMCAS application.,"November 15, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,125,492,259.677,PR,Ponce Health Sciences University School of Medicine,Ponce Health Sciences University School of Medicine,$93,,1/31/2027,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,126,492,222.709,PR,San Juan Bautista School of Medicine,San Juan Bautista School of Medicine,$100,Applicants that complies with admission prerequisites,"December 15, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,127,492,199.709,PR,Universidad Central del Caribe School of Medicine,Universidad Central del Caribe School of Medicine,$200,All applicants,"December 30, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,128,492,173.397,PR,University of Puerto Rico School of Medicine,University of Puerto Rico School of Medicine,$30,online RCM Central Admissions Office,,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,129,492,147.084,RI,The Warren Alpert Medical School of Brown University,The Warren Alpert Medical School of Brown University,$120,All verified AMCAS applicants.,"November 1, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,130,492,56.836,SC,Medical University of South Carolina College of Medicine,Medical University of South Carolina College of Medicine,$95,Invitations for secondary applications are sent based on specific requirements included on our website: https://medicine.musc.edu/ education/medical- students/admissions/criteri a,"December 15, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,131,546,653.671,SC,University of South Carolina School of Medicine Columbia,University of South Carolina School of Medicine Columbia,$100,All applicants,"December 15, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,132,546,630.671,SC,University of South Carolina School of Medicine Greenville,University of South Carolina School of Medicine Greenville,$100,All applicants,"December 15, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,133,546,551.079,SD,"University of South Dakota, Sanford School of Medicine","University of South Dakota, Sanford School of Medicine",$36,Most SD residents and selected non-residents with strong ties to SD who have a cumulative GPA of at least 3.1 and a composite MCAT of at least 496.,Due two weeks after receiving email request for secondary application.,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,134,546,439.519,TN,East Tennessee State University James H. Quillen College of Medicine,East Tennessee State University James H. Quillen College of Medicine,$50,"Following an initial review, selected applicants may be requested to submit a secondary application. Notification will be sent by email.","Application/fee must be submitted within seven days. Recommendations and Casper scores to be submitted asap. All evaluations and scores must be in by January 15, 2027 latest to be considered.",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,135,546,402.550,TN,Meharry Medical College,Meharry Medical College,$65,Eligible applicants are invited to complete the secondary application.,,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,136,546,322.958,TN,"Thomas F. Frist, Jr. College of Medicine at Belmont University","Thomas F. Frist, Jr. College of Medicine at Belmont University",$75,"Selected applicants are invited to fill out the supplemental application, typically, we look for a 3.0 GPA and 500 MCAT score for supplemental application invitation.","December 16, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,137,546,264.678,TN,University of Tennessee Health Science Center College of Medicine,University of Tennessee Health Science Center College of Medicine,$100,Screened applicants,The deadline to submit the secondary application is seven (7) days after the invitation has been extended.,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,138,546,163.773,TN,Vanderbilt University School of Medicine,Vanderbilt University School of Medicine,$95,"Selected applicants are invited to fill out the secondary application, after review of the verified AMCAS. Approximately 5700, out of over 7400 applicants, received secondaries for the 2026 cycle.",MD Deadline=November 15; MD/PhD=December 1,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,139,546,126.805,TX,Anne Burnett Marion School of Medicine at TCU,Anne Burnett Marion School of Medicine at TCU,$100,Secondary applications are sent directly to TCU for review.,"December 15, 2026 at 11:59 PM CST",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,140,546,57.869,TX,Baylor College of Medicine,Baylor College of Medicine,$100,Applicants will receive an email invitation to complete the secondary application after submission of their TMDSAS application.,,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,141,588,639.703,TX,McGovern Medical School at the University of Texas Health Science Center at Houston,McGovern Medical School at the University of Texas Health Science Center at Houston,$90,Applicants who have submitted a TMDSAS application,"October 15, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,142,588,592.079,TX,Texas A&M University School of Medicine,Texas A&M University School of Medicine,$75,Secondary application sent to all applicants who recieve application verification from TMDSAS.,"November 1, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,143,588,544.454,TX,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,$100,All applicants are sent link to secondary once the primary application has been received.,,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,144,588,507.486,TX,Texas Tech University Health Sciences Center School of Medicine,Texas Tech University Health Sciences Center School of Medicine,$75,All eligible applicants applying to TTUHSC School of Medicine,11/15/2026,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,145,588,484.486,TX,The University of Texas at Tyler School of Medicine,The University of Texas at Tyler School of Medicine,,Submit via TMDSAS,"November 13, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,146,588,452.485,TX,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,,,,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,147,588,404.861,TX,University of Houston Tilman J. Fertitta Family College of Medicine,University of Houston Tilman J. Fertitta Family College of Medicine,$60,Qualified TMDSAS applicants will be emailed a link to the application portal.,Two weeks after receiving email invitation with submission link,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,148,588,293.301,TX,University of Texas at Austin Dell Medical School,University of Texas at Austin Dell Medical School,$50,Candidates invited to complete a secondary based on primary application review will be charged a fee. JAMP Scholars and SES A or B applicants receive a full fee waiver.,Nov 15: Priority secondary deadline. Applicants are not considered for interview until the secondary is submitted and are strongly encouraged to submit within one week of receipt.,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,149,588,270.301,TX,University of Texas Medical Branch John Sealy School of Medicine,University of Texas Medical Branch John Sealy School of Medicine,$70,,"November 6, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,150,588,247.300,TX,University of Texas Rio Grande Valley School of Medicine,University of Texas Rio Grande Valley School of Medicine,$75,By invitation,"November 15, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,151,588,199.676,TX,University of Texas Southwestern Medical School,University of Texas Southwestern Medical School,,You may submit your secondary application after we receive your primary application from TMDSAS.,"November 1, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,152,588,162.708,UT,Spencer Fox Eccles School of Medicine at the University of Utah,Spencer Fox Eccles School of Medicine at the University of Utah,$110,"Applicants who meet the GPA, MCAT, and residency requirements.",Due 14 days from time of receipt,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,153,588,143.988,VA,Eastern Virginia Medical School,Eastern Virginia Medical School,$100,Screened applicants,"December 31, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,154,588,107.019,VA,University of Virginia School of Medicine,University of Virginia School of Medicine,$80,All applicants after primary application are verified through AMCAS.,"December 15, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,155,588,80.707,VA,Virginia Commonwealth University School of Medicine,Virginia Commonwealth University School of Medicine,$100,Secondary application is sent to screened applicants,30 days after secondary application is granted.,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,156,588,61.987,VA,Virginia Tech Carilion School of Medicine,Virginia Tech Carilion School of Medicine,$70,Screened applicants,"December 15, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,157,654,650.360,VT,"Robert Larner, M.D., College of Medicine at the University of Vermont","Robert Larner, M.D., College of Medicine at the University of Vermont",$130,All AMCAS verified applicants,"December 21, 2026",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,158,654,631.640,WA,University of Washington School of Medicine,University of Washington School of Medicine,$35,Invited applicants,11/15/2026,
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,159,654,530.735,WA,Washington State University Elson S. Floyd College of Medicine,Washington State University Elson S. Floyd College of Medicine,$50,Applicants who 1) Have met a GPA/MCAT threshold combination; 2) meet a WA resident student definition or 3 of 4 ties to WA; US Citizen/Permanent Resident; all req'd letters rec'd from AMCAS,"December 1, 2026, 5:00 pm PT",
aamc_msar_secondary_application,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/07_msar006-msar-secondary-application.pdf,160,654,472.455,WI,Medical College of Wisconsin,Medical College of Wisconsin,$100,Secondary applications will be sent to all eligible applicants upon MCW ’ s receipt of their verified AMCAS application.,"December 7, 2026 at 11:59pm CST",
