school_id,school_name,degree_type,application_unit_type,parent_school_name,campus_name,city,state,state_abbrev,country_or_territory,website,source_name,source_url,source_page_updated,source_last_checked,source_acronym,accreditation_status,next_survey_date,initial_accreditation_year,campus_type_note,application_unit_assumption,active_in_universe,manual_exclusion_flag,exclusion_reason,research_stage,data_confidence,last_verified_date,notes,accepts_oos,accepts_international,accepts_canadian,accepts_daca,median_mcat,median_gpa,mcat_10th_percentile,mcat_90th_percentile,gpa_10th_percentile,gpa_90th_percentile,class_size,in_state_tuition_fees_insurance,out_state_tuition_fees_insurance,estimated_coa_in_state,estimated_coa_out_state,expected_scholarship,average_grad_indebtedness,home_residency_programs_notes,match_list_source_url,curriculum_source_url,tuition_source_url,admissions_source_url,admissions_mcat_fit_score,admissions_gpa_fit_score,admissions_oos_friendliness_score,admissions_mission_fit_score,admissions_research_fit_score,admissions_clinical_fit_score,admissions_probability_override,attendance_prestige_score,attendance_cost_score,attendance_location_score,attendance_match_outcomes_score,attendance_research_score,attendance_culture_score,attendance_curriculum_score,four_year_happiness_score,regret_index_score,national_mobility_score,debt_burden_score,hidden_curriculum_score,residency_goal_alignment_score,specialty_optionality_score,weather_score,social_life_score,dating_score,outdoor_activities_score,airport_access_score,cost_of_living_score,political_cultural_fit_score,family_access_score,Could I realistically see myself living here for 4 years? (1-10),ortho_strength_score,derm_strength_score,ent_strength_score,plastics_strength_score,neurosurgery_strength_score,ophtho_strength_score,academic_im_strength_score,academic_surgery_strength_score,true_pf_preclinical,internal_ranking,aoa_present,mandatory_attendance,recorded_lectures,avg_weekly_required_hours,wellness_reputation_score
do_lecom_seton_hill_lake_erie_college_of_osteopathic_medicine_seton_hill_greensburg,Lake Erie College of Osteopathic Medicine – Seton Hill,DO,DO school/site,Lake Erie College of Osteopathic Medicine,LECOM-Seton Hill,Greensburg,Pennsylvania,PA,USA,https://lecom.edu/academics/the-college-of-medicine/,AOA Osteopathic Medical Schools Directory,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,2026-05-29,2026-06-05,LECOM-Seton Hill,COCA-accredited directory listing,,,AOA/COCA directory site row; parent program shown separately.,Verify exact AACOMAS campus/application behavior before applying; keep separate because location may change fit and cost.,TRUE,FALSE,,unresearched,School/site identity and location source-verified from AOA directory map; scoring fields intentionally blank.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do_iupcom_indiana_university_of_pennsylvania_college_of_osteopathic_medicine_indian,Indiana University of Pennsylvania College of Osteopathic Medicine,DO,DO school/site,Indiana University of Pennsylvania College of Osteopathic Medicine,IUPCOM,Indiana,Pennsylvania,PA,USA,https://www.iup.edu/academics/find-your-degree/programs/com/doctor-of-osteopathic-medicine.html,AOA Osteopathic Medical Schools Directory,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,2026-05-29,2026-06-05,IUPCOM,COCA-accredited directory listing,,,AOA/COCA directory school/site row,Verify exact AACOMAS campus/application behavior before applying; keep separate because location may change fit and cost.,TRUE,FALSE,,unresearched,School/site identity and location source-verified from AOA directory map; scoring fields intentionally blank.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do_pcom_philadelphia_college_of_osteopathic_medicine_philadelphia_pennsylvania,Philadelphia College of Osteopathic Medicine,DO,DO school/site,Philadelphia College of Osteopathic Medicine,PCOM,Philadelphia,Pennsylvania,PA,USA,https://www.pcom.edu/,AOA Osteopathic Medical Schools Directory,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,2026-05-29,2026-06-05,PCOM,COCA-accredited directory listing,,,AOA/COCA directory school/site row,Verify exact AACOMAS campus/application behavior before applying; keep separate because location may change fit and cost.,TRUE,FALSE,,unresearched,School/site identity and location source-verified from AOA directory map; scoring fields intentionally blank.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do_duqcom_duquesne_university_nasuti_college_of_osteopathic_medicine_pittsburgh_pen,Duquesne University Nasuti College of Osteopathic Medicine,DO,DO school/site,Duquesne University Nasuti College of Osteopathic Medicine,DUQCOM,Pittsburgh,Pennsylvania,PA,USA,https://www.dmu.edu/com/,AOA Osteopathic Medical Schools Directory,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,2026-05-29,2026-06-05,DUQCOM,COCA-accredited directory listing,,,AOA/COCA directory school/site row,Verify exact AACOMAS campus/application behavior before applying; keep separate because location may change fit and cost.,TRUE,FALSE,,unresearched,School/site identity and location source-verified from AOA directory map; scoring fields intentionally blank.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do_vcom_carolinas_edward_via_college_of_osteopathic_medicine_spartanburg_south_caro,Edward Via College of Osteopathic Medicine,DO,DO school/site,Edward Via College of Osteopathic Medicine,VCOM-Carolinas,Spartanburg,South Carolina,SC,USA,http://www.vcom.edu/,AOA Osteopathic Medical Schools Directory,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,2026-05-29,2026-06-05,VCOM-Carolinas,COCA-accredited directory listing,,,AOA/COCA directory site row; parent program shown separately.,Verify exact AACOMAS campus/application behavior before applying; keep separate because location may change fit and cost.,TRUE,FALSE,,unresearched,School/site identity and location source-verified from AOA directory map; scoring fields intentionally blank.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do_lmu_dcom_lincoln_memorial_university_debusk_college_of_osteopathic_medicine_harr,Lincoln Memorial University-DeBusk College of Osteopathic Medicine,DO,DO school/site,Lincoln Memorial University-DeBusk College of Osteopathic Medicine,LMU-DCOM,Harrogate,Tennessee,TN,USA,https://www.lmunet.edu/academics/schools/debusk-college-of-osteopathic-medicine,AOA Osteopathic Medical Schools Directory,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,2026-05-29,2026-06-05,LMU-DCOM,COCA-accredited directory listing,,,AOA/COCA directory school/site row,Verify exact AACOMAS campus/application behavior before applying; keep separate because location may change fit and cost.,TRUE,FALSE,,unresearched,School/site identity and location source-verified from AOA directory map; scoring fields intentionally blank.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do_lmu_dcom_knoxville_lincoln_memorial_university_debusk_college_of_osteopathic_med,Lincoln Memorial University-DeBusk College of Osteopathic Medicine – Knoxville,DO,DO school/site,Lincoln Memorial University-DeBusk College of Osteopathic Medicine,LMU-DCOM Knoxville,Knoxville,Tennessee,TN,USA,https://www.lmunet.edu/academics/schools/debusk-college-of-osteopathic-medicine,AOA Osteopathic Medical Schools Directory,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,2026-05-29,2026-06-05,LMU-DCOM Knoxville,COCA-accredited directory listing,,,AOA/COCA directory site row; parent program shown separately.,Verify exact AACOMAS campus/application behavior before applying; keep separate because location may change fit and cost.,TRUE,FALSE,,unresearched,School/site identity and location source-verified from AOA directory map; scoring fields intentionally blank.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do_bucom_baptist_health_sciences_university_college_of_osteopathic_medicine_memphis,Baptist Health Sciences University College of Osteopathic Medicine,DO,DO school/site,Baptist Health Sciences University College of Osteopathic Medicine,BUCOM,Memphis,Tennessee,TN,USA,https://www.baptistu.edu/,AOA Osteopathic Medical Schools Directory,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,2026-05-29,2026-06-05,BUCOM,COCA-accredited directory listing,,,AOA/COCA directory school/site row,Verify exact AACOMAS campus/application behavior before applying; keep separate because location may change fit and cost.,TRUE,FALSE,,unresearched,School/site identity and location source-verified from AOA directory map; scoring fields intentionally blank.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do_unthsc_tcom_university_of_north_texas_health_science_center_texas_college_of_ost,University of North Texas Health Science Center Texas College of Osteopathic Medicine,DO,DO school/site,University of North Texas Health Science Center Texas College of Osteopathic Medicine,UNTHSC/TCOM,Fort Worth,Texas,TX,USA,https://www.unthsc.edu/texas-college-of-osteopathic-medicine/,AOA Osteopathic Medical Schools Directory,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,2026-05-29,2026-06-05,UNTHSC/TCOM,COCA-accredited directory listing,,,AOA/COCA directory school/site row,Verify exact AACOMAS campus/application behavior before applying; keep separate because location may change fit and cost.,TRUE,FALSE,,unresearched,School/site identity and location source-verified from AOA directory map; scoring fields intentionally blank.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do_shsu_com_sam_houston_state_university_college_of_osteopathic_medicine_huntsville,Sam Houston State University College of Osteopathic Medicine,DO,DO school/site,Sam Houston State University College of Osteopathic Medicine,SHSU-COM,Huntsville,Texas,TX,USA,,AOA Osteopathic Medical Schools Directory,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,2026-05-29,2026-06-05,SHSU-COM,COCA-accredited directory listing,,,AOA/COCA directory school/site row,Verify exact AACOMAS campus/application behavior before applying; keep separate because location may change fit and cost.,TRUE,FALSE,,unresearched,School/site identity and location source-verified from AOA directory map; scoring fields intentionally blank.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do_uiwsom_university_of_the_incarnate_word_school_of_osteopathic_medicine_san_anton,University of the Incarnate Word School of Osteopathic Medicine,DO,DO school/site,University of the Incarnate Word School of Osteopathic Medicine,UIWSOM,San Antonio,Texas,TX,USA,http://www.uiw.edu/som/,AOA Osteopathic Medical Schools Directory,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,2026-05-29,2026-06-05,UIWSOM,COCA-accredited directory listing,,,AOA/COCA directory school/site row,Verify exact AACOMAS campus/application behavior before applying; keep separate because location may change fit and cost.,TRUE,FALSE,,unresearched,School/site identity and location source-verified from AOA directory map; scoring fields intentionally blank.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do_rvucom_su_campus_rocky_vista_university_college_of_osteopathic_medicine_ivins_ut,Rocky Vista University College of Osteopathic Medicine,DO,DO school/site,Rocky Vista University College of Osteopathic Medicine,RVUCOM-SU Campus,Ivins,Utah,UT,USA,http://www.rvu.edu/,AOA Osteopathic Medical Schools Directory,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,2026-05-29,2026-06-05,RVUCOM-SU Campus,COCA-accredited directory listing,,,AOA/COCA directory site row; parent program shown separately.,Verify exact AACOMAS campus/application behavior before applying; keep separate because location may change fit and cost.,TRUE,FALSE,,unresearched,School/site identity and location source-verified from AOA directory map; scoring fields intentionally blank.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do_noordacom_noorda_college_of_osteopathic_medicine_provo_utah,Noorda College of Osteopathic Medicine,DO,DO school/site,Noorda College of Osteopathic Medicine,NoordaCOM,Provo,Utah,UT,USA,https://noordacom.org/,AOA Osteopathic Medical Schools Directory,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,2026-05-29,2026-06-05,NoordaCOM,COCA-accredited directory listing,,,AOA/COCA directory school/site row,Verify exact AACOMAS campus/application behavior before applying; keep separate because location may change fit and cost.,TRUE,FALSE,,unresearched,School/site identity and location source-verified from AOA directory map; scoring fields intentionally blank.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do_vcom_virginia_edward_via_college_of_osteopathic_medicine_blacksburg_virginia,Edward Via College of Osteopathic Medicine,DO,DO school/site,Edward Via College of Osteopathic Medicine,VCOM-Virginia,Blacksburg,Virginia,VA,USA,http://www.vcom.edu/,AOA Osteopathic Medical Schools Directory,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,2026-05-29,2026-06-05,VCOM-Virginia,COCA-accredited directory listing,,,AOA/COCA directory school/site row,Verify exact AACOMAS campus/application behavior before applying; keep separate because location may change fit and cost.,TRUE,FALSE,,unresearched,School/site identity and location source-verified from AOA directory map; scoring fields intentionally blank.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do_lucom_liberty_university_college_of_osteopathic_medicine_lynchburg_virginia,Liberty University College of Osteopathic Medicine,DO,DO school/site,Liberty University College of Osteopathic Medicine,LUCOM,Lynchburg,Virginia,VA,USA,http://www.liberty.edu/lucom/,AOA Osteopathic Medical Schools Directory,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,2026-05-29,2026-06-05,LUCOM,COCA-accredited directory listing,,,AOA/COCA directory school/site row,Verify exact AACOMAS campus/application behavior before applying; keep separate because location may change fit and cost.,TRUE,FALSE,,unresearched,School/site identity and location source-verified from AOA directory map; scoring fields intentionally blank.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do_pnwu_com_pacific_northwest_university_of_health_sciences_college_of_osteopathic_,Pacific Northwest University of Health Sciences College of Osteopathic Medicine,DO,DO school/site,Pacific Northwest University of Health Sciences College of Osteopathic Medicine,PNWU-COM,Yakima,Washington,WA,USA,http://www.pnwu.edu/,AOA Osteopathic Medical Schools Directory,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,2026-05-29,2026-06-05,PNWU-COM,COCA-accredited directory listing,,,AOA/COCA directory school/site row,Verify exact AACOMAS campus/application behavior before applying; keep separate because location may change fit and cost.,TRUE,FALSE,,unresearched,School/site identity and location source-verified from AOA directory map; scoring fields intentionally blank.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do_wvsom_west_virginia_school_of_osteopathic_medicine_lewisburg_west_virginia,West Virginia School of Osteopathic Medicine,DO,DO school/site,West Virginia School of Osteopathic Medicine,WVSOM,Lewisburg,West Virginia,WV,USA,https://www.wvsom.edu/home,AOA Osteopathic Medical Schools Directory,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,2026-05-29,2026-06-05,WVSOM,COCA-accredited directory listing,,,AOA/COCA directory school/site row,Verify exact AACOMAS campus/application behavior before applying; keep separate because location may change fit and cost.,TRUE,FALSE,,unresearched,School/site identity and location source-verified from AOA directory map; scoring fields intentionally blank.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
md_university_of_alabama_at_birmingham_marnix_e_heersink_school_of_medicine_birming,University of Alabama at Birmingham Marnix E. Heersink School of Medicine,MD,MD program,University of Alabama at Birmingham Marnix E. Heersink School of Medicine,Main campus,Birmingham,Alabama,AL,USA,,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,2026-05-29,2026-06-05,,Full,2029-30,1946,LCME MD accredited program row,Treat as one application unit unless AMCAS or school-specific materials indicate otherwise.,TRUE,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
md_frederick_p_whiddon_college_of_medicine_at_the_university_of_south_alabama_mobil,Frederick P. Whiddon College of Medicine at the University of South Alabama,MD,MD program,Frederick P. Whiddon College of Medicine at the University of South Alabama,Main campus,Mobile,Alabama,AL,USA,,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,2026-05-29,2026-06-05,,Full,2026-27,1972,LCME MD accredited program row,Treat as one application unit unless AMCAS or school-specific materials indicate otherwise.,TRUE,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
md_arizona_state_university_john_shufeldt_school_of_medicine_and_medical_engineerin,Arizona State University John Shufeldt School of Medicine and Medical Engineering,MD,MD program,Arizona State University John Shufeldt School of Medicine and Medical Engineering,Main campus,Phoenix,Arizona,AZ,USA,,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,2026-05-29,2026-06-05,,Preliminary,2027-28,2025,LCME MD accredited program row,Treat as one application unit unless AMCAS or school-specific materials indicate otherwise.,TRUE,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
md_university_of_arizona_college_of_medicine_phoenix_phoenix_arizona,University of Arizona College of Medicine - Phoenix,MD,MD program,University of Arizona College of Medicine - Phoenix,Main campus,Phoenix,Arizona,AZ,USA,,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,2026-05-29,2026-06-05,,Full,2029-30,2012,LCME MD accredited program row,Treat as one application unit unless AMCAS or school-specific materials indicate otherwise.,TRUE,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
md_university_of_arizona_college_of_medicine_tucson_tucson_arizona,University of Arizona College of Medicine - Tucson,MD,MD program,University of Arizona College of Medicine - Tucson,Main campus,Tucson,Arizona,AZ,USA,,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,2026-05-29,2026-06-05,,Full,2029-30,1965,LCME MD accredited program row,Treat as one application unit unless AMCAS or school-specific materials indicate otherwise.,TRUE,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
md_alice_l_walton_school_of_medicine_bentonville_arkansas,Alice L. Walton School of Medicine,MD,MD program,Alice L. Walton School of Medicine,Main campus,Bentonville,Arkansas,AR,USA,,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,2026-05-29,2026-06-05,,Preliminary,2026-27,2024,LCME MD accredited program row,Treat as one application unit unless AMCAS or school-specific materials indicate otherwise.,TRUE,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
md_university_of_arkansas_for_medical_sciences_college_of_medicine_little_rock_arka,University of Arkansas for Medical Sciences College of Medicine,MD,MD program,University of Arkansas for Medical Sciences College of Medicine,Main campus,Little Rock,Arkansas,AR,USA,,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,2026-05-29,2026-06-05,,Full,2030-31,1944,LCME MD accredited program row,Treat as one application unit unless AMCAS or school-specific materials indicate otherwise.,TRUE,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
md_california_university_of_science_and_medicine_school_of_medicine_colton_californ,California University of Science and Medicine - School of Medicine,MD,MD program,California University of Science and Medicine - School of Medicine,Main campus,Colton,California,CA,USA,,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,2026-05-29,2026-06-05,,Full,2030-31,2018,LCME MD accredited program row,Treat as one application unit unless AMCAS or school-specific materials indicate otherwise.,TRUE,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
md_university_of_california_davis_school_of_medicine_davis_california,"University of California, Davis School of Medicine",MD,MD program,"University of California, Davis School of Medicine",Main campus,Davis,California,CA,USA,,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,2026-05-29,2026-06-05,,Full,2029-30,1967,LCME MD accredited program row,Treat as one application unit unless AMCAS or school-specific materials indicate otherwise.,TRUE,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
md_california_northstate_university_college_of_medicine_elk_grove_california,California Northstate University College of Medicine,MD,MD program,California Northstate University College of Medicine,Main campus,Elk Grove,California,CA,USA,,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,2026-05-29,2026-06-05,,Full,2029-30,2015,LCME MD accredited program row,Treat as one application unit unless AMCAS or school-specific materials indicate otherwise.,TRUE,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
md_university_of_california_irvine_school_of_medicine_irvine_california,"University of California, Irvine School of Medicine",MD,MD program,"University of California, Irvine School of Medicine",Main campus,Irvine,California,CA,USA,,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,2026-05-29,2026-06-05,,Full,2032-33,1961,LCME MD accredited program row,Treat as one application unit unless AMCAS or school-specific materials indicate otherwise.,TRUE,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
md_loma_linda_university_school_of_medicine_loma_linda_california,Loma Linda University School of Medicine,MD,MD program,Loma Linda University School of Medicine,Main campus,Loma Linda,California,CA,USA,,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,2026-05-29,2026-06-05,,Full,2031-32,On or prior to 1942*,LCME MD accredited program row,Treat as one application unit unless AMCAS or school-specific materials indicate otherwise.,TRUE,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
md_charles_r_drew_university_of_medicine_and_science_college_of_medicine_los_angele,Charles R. Drew University of Medicine and Science College of Medicine,MD,MD program,Charles R. Drew University of Medicine and Science College of Medicine,Main campus,Los Angeles,California,CA,USA,,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,2026-05-29,2026-06-05,,Provisional,2026-27,2022,LCME MD accredited program row,Treat as one application unit unless AMCAS or school-specific materials indicate otherwise.,TRUE,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
md_david_geffen_school_of_medicine_at_ucla_los_angeles_california,David Geffen School of Medicine at UCLA,MD,MD program,David Geffen School of Medicine at UCLA,Main campus,Los Angeles,California,CA,USA,,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,2026-05-29,2026-06-05,,Full,2028-29,1951,LCME MD accredited program row,Treat as one application unit unless AMCAS or school-specific materials indicate otherwise.,TRUE,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
md_keck_school_of_medicine_of_the_university_of_southern_california_los_angeles_cal,Keck School of Medicine of the University of Southern California,MD,MD program,Keck School of Medicine of the University of Southern California,Main campus,Los Angeles,California,CA,USA,,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,2026-05-29,2026-06-05,,Full,2033-34,1949,LCME MD accredited program row,Treat as one application unit unless AMCAS or school-specific materials indicate otherwise.,TRUE,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
md_stanford_university_school_of_medicine_palo_alto_california,Stanford University School of Medicine,MD,MD program,Stanford University School of Medicine,Main campus,Palo Alto,California,CA,USA,,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,2026-05-29,2026-06-05,,Full,2029-30,On or prior to 1942*,LCME MD accredited program row,Treat as one application unit unless AMCAS or school-specific materials indicate otherwise.,TRUE,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
md_kaiser_permanente_bernard_j_tyson_school_of_medicine_pasadena_california,Kaiser Permanente Bernard J. Tyson School of Medicine,MD,MD program,Kaiser Permanente Bernard J. Tyson School of Medicine,Main campus,Pasadena,California,CA,USA,,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,2026-05-29,2026-06-05,,Full,2028-29,2019,LCME MD accredited program row,Treat as one application unit unless AMCAS or school-specific materials indicate otherwise.,TRUE,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
md_university_of_california_riverside_school_of_medicine_riverside_california,"University of California, Riverside School of Medicine",MD,MD program,"University of California, Riverside School of Medicine",Main campus,Riverside,California,CA,USA,,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,2026-05-29,2026-06-05,,Full,2029-30,2012,LCME MD accredited program row,Treat as one application unit unless AMCAS or school-specific materials indicate otherwise.,TRUE,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
md_university_of_california_san_diego_school_of_medicine_san_diego_california,"University of California, San Diego School of Medicine",MD,MD program,"University of California, San Diego School of Medicine",Main campus,San Diego,California,CA,USA,,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,2026-05-29,2026-06-05,,Full,2025-26,1968,LCME MD accredited program row,Treat as one application unit unless AMCAS or school-specific materials indicate otherwise.,TRUE,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
md_university_of_california_san_francisco_school_of_medicine_san_francisco_californ,"University of California, San Francisco School of Medicine",MD,MD program,"University of California, San Francisco School of Medicine",Main campus,San Francisco,California,CA,USA,,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,2026-05-29,2026-06-05,,Full,2026-27,On or prior to 1942*,LCME MD accredited program row,Treat as one application unit unless AMCAS or school-specific materials indicate otherwise.,TRUE,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
