school_id,school_name,degree_type,stats_cohort_year,metric_population,metric_type,mcat_median_accepted,mcat_median_matriculated,mcat_mean_enrolled,mcat_10th_percentile,mcat_25th_percentile,mcat_75th_percentile,mcat_90th_percentile,overall_gpa_median_accepted,overall_gpa_median_matriculated,overall_gpa_mean_enrolled,science_gpa_mean_enrolled,published_source_count,published_mcat_average,published_gpa_average,published_mcat_spread,published_gpa_spread,published_mcat_band,published_gpa_band,aamc_acceptance_rate,aamc_acceptance_rate_band,data_quality_rank,data_quality_band,source_name,source_url,source_snapshot_path,source_publication_date,source_last_checked,data_confidence,notes
md_the_warren_alpert_medical_school_of_brown_university_providence_rhode_island,The Warren Alpert Medical School of Brown University,MD,,published school average,third_party_published_source_average,,,515.7,,,,,,,3.79,,3,515.7,3.79,1,0.07,514-517,3.60-3.79,65.4,55-69.9%,1,high,ProspectiveDoctor; Shemmassian; The Match Guy,https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.brown.edu/academics/medical/admission/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_high_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
do_tucom_touro_university_college_of_osteopathic_medicine_california_vallejo_califo,Touro University College of Osteopathic Medicine-California,DO,,published school average,third_party_published_source_average,,,505.7,,,,,,,3.52,,1,505.7,3.52,0,0,506-509,3.40-3.59,33.7,25-39.9%,3,low,Shemmassian,https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_low_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_usf_health_morsani_college_of_medicine_tampa_florida,USF Health Morsani College of Medicine,MD,,published school average,third_party_published_source_average,,,520,,,,,,,3.96,,1,520,3.96,0,0,Greater than 517,Greater than 3.79,82.9,70%+,3,low,The Match Guy,https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/,,,2026-06-05,third_party_published_average_low_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_uniformed_services_university_of_the_health_sciences_f_edward_h_bert_school_of_m,"Uniformed Services University of the Health Sciences, F. Edward Hébert School of Medicine",MD,,published school average,third_party_published_source_average,,,510,,,,,,,3.72,,3,510,3.72,0,0.06,510-513,3.60-3.79,56.7,55-69.9%,1,high,ProspectiveDoctor; Shemmassian; The Match Guy,https://medschool.usuhs.edu/admissions/application-requirements; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_high_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_university_of_arizona_college_of_medicine_tucson_tucson_arizona,University of Arizona College of Medicine - Tucson,MD,,published school average,third_party_published_source_average,,,512.2,,,,,,,3.78,,3,512.2,3.78,8,0.06,510-513,3.60-3.79,56.7,55-69.9%,3,low,ProspectiveDoctor; Shemmassian; The Match Guy,http://medicine.arizona.edu/admissions; http://phoenixmed.arizona.edu/admissions; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_low_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_university_of_arkansas_for_medical_sciences_college_of_medicine_little_rock_arka,University of Arkansas for Medical Sciences College of Medicine,MD,,published school average,third_party_published_source_average,,,508,,,,,,,3.84,,3,508,3.84,2,0.02,506-509,Greater than 3.79,52.4,40-54.9%,1,high,ProspectiveDoctor; Shemmassian; The Match Guy,http://medicine.uams.edu/for-medical-school-applicants/; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_high_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_university_of_california_davis_school_of_medicine_davis_california,"University of California, Davis School of Medicine",MD,,published school average,third_party_published_source_average,,,513.2,,,,,,,3.77,,3,513.2,3.77,0.7,0.01,510-513,3.60-3.79,56.7,55-69.9%,1,high,ProspectiveDoctor; Shemmassian; The Match Guy,http://www.meded.uci.edu/admissions/index.asp; http://medschool.ucr.edu/admissions/; http://meded.ucsd.edu/asa/admissions/; http://meded.ucsf.edu/admissions; http://keck.usc.edu/education/md-program/admissions/; http://louisville.edu/medicine/admissions; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_high_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_university_of_central_florida_college_of_medicine_orlando_florida,University of Central Florida College of Medicine,MD,,published school average,third_party_published_source_average,,,509.7,,,,,,,3.88,,3,509.7,3.88,14.5,0.01,510-513,Greater than 3.79,66.7,55-69.9%,3,low,ProspectiveDoctor; Shemmassian; The Match Guy,https://med.ucf.edu/admissions/; http://admissions.med.ufl.edu/; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_low_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_university_of_connecticut_school_of_medicine_farmington_connecticut,University of Connecticut School of Medicine,MD,,published school average,third_party_published_source_average,,,508.1,,,,,,,3.78,,3,508.1,3.78,2.5,0.04,506-509,3.60-3.79,40.4,40-54.9%,2,medium,ProspectiveDoctor; Shemmassian; The Match Guy,http://medicine.uconn.edu/admissions/applying-to-the-md-or-md-mba-programs/; http://som.unm.edu/education/md/ume/; https://md.rcm.upr.edu/admissions/; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_medium_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_university_of_houston_tilman_j_fertitta_family_college_of_medicine_houston_texas,University of Houston Tilman J. Fertitta Family College of Medicine,MD,,published school average,third_party_published_source_average,,,512,,,,,,,3.84,,1,512,3.84,0,0,510-513,Greater than 3.79,66.7,55-69.9%,3,low,Shemmassian,https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_low_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_university_of_illinois_college_of_medicine_chicago_illinois,University of Illinois College of Medicine,MD,,published school average,third_party_published_source_average,,,513.2,,,,,,,3.82,,3,513.2,3.82,3,0.04,510-513,Greater than 3.79,66.7,55-69.9%,2,medium,ProspectiveDoctor; Shemmassian; The Match Guy,http://www.medicine.uic.edu/education/m_d_admissions; https://med.uc.edu/admissions/medical-student-admissions/home; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_medium_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_university_of_iowa_roy_j_and_lucille_a_carver_college_of_medicine_iowa_city_iowa,University of Iowa Roy J. and Lucille A. Carver College of Medicine,MD,,published school average,third_party_published_source_average,,,514,,,,,,,3,,1,514,3,0,0,514-517,3.00-3.19,42.4,40-54.9%,3,low,The Match Guy,https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/,,,2026-06-05,third_party_published_average_low_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_university_of_kentucky_college_of_medicine_lexington_kentucky,University of Kentucky College of Medicine,MD,,published school average,third_party_published_source_average,,,507.3,,,,,,,3.83,,3,507.3,3.83,2,0.03,506-509,Greater than 3.79,52.4,40-54.9%,1,high,ProspectiveDoctor; Shemmassian; The Match Guy,http://meded.med.uky.edu/medical-school-admissions; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_high_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_university_of_michigan_medical_school_ann_arbor_michigan,University of Michigan Medical School,MD,,published school average,third_party_published_source_average,,,517,,,,,,,3.86,,3,517,3.86,2,0.02,514-517,Greater than 3.79,75.3,70%+,1,high,ProspectiveDoctor; Shemmassian; The Match Guy,https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.cmich.edu/academics/colleges/college-of-medicine; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_high_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_university_of_missouri_columbia_school_of_medicine_columbia_missouri,University of Missouri-Columbia School of Medicine,MD,,published school average,third_party_published_source_average,,,509.2,,,,,,,3.82,,2,509.2,3.82,3.5,0.04,506-509,Greater than 3.79,52.4,40-54.9%,2,medium,Shemmassian; The Match Guy,https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_medium_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_university_of_nebraska_college_of_medicine_omaha_nebraska,University of Nebraska College of Medicine,MD,,published school average,third_party_published_source_average,,,510,,,,,,,3.9,,2,510,3.9,6,0,510-513,Greater than 3.79,66.7,55-69.9%,3,low,ProspectiveDoctor; The Match Guy,http://www.unmc.edu/com/prospective/admissions/index.html; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/,,,2026-06-05,third_party_published_average_low_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
do_unecom_university_of_new_england_college_of_osteopathic_medicine_biddeford_maine,University of New England College of Osteopathic Medicine,DO,,published school average,third_party_published_source_average,,,502,,,,,,,3.62,,1,502,3.62,0,0,502-505,3.60-3.79,32,25-39.9%,3,low,Shemmassian,https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_low_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_university_of_north_dakota_school_of_medicine_and_health_sciences_grand_forks_no,University of North Dakota School of Medicine and Health Sciences,MD,,published school average,third_party_published_source_average,,,507,,,,,,,3.8,,2,507,3.8,0,0,506-509,Greater than 3.79,52.4,40-54.9%,1,high,ProspectiveDoctor; Shemmassian,http://www.med.und.edu/student-affairs-admissions/application-process.cfm; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_high_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
do_unthsc_tcom_university_of_north_texas_health_science_center_texas_college_of_ost,University of North Texas Health Science Center Texas College of Osteopathic Medicine,DO,,published school average,third_party_published_source_average,,,507.2,,,,,,,3.82,,1,507.2,3.82,0,0,506-509,Greater than 3.79,52.4,40-54.9%,3,low,Shemmassian,https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_low_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
do_up_kycom_university_of_pikeville_kentucky_college_of_osteopathic_medicine_pikevi,University of Pikeville Kentucky College of Osteopathic Medicine,DO,,published school average,third_party_published_source_average,,,502,,,,,,,3.5,,1,502,3.5,0,0,502-505,3.40-3.59,27.9,25-39.9%,3,low,Shemmassian,https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_low_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_university_of_rochester_school_of_medicine_and_dentistry_rochester_new_york,University of Rochester School of Medicine and Dentistry,MD,,published school average,third_party_published_source_average,,,517.3,,,,,,,3.62,,3,517.3,3.62,1,0.41,514-517,3.60-3.79,65.4,55-69.9%,3,low,ProspectiveDoctor; Shemmassian; The Match Guy,https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school; https://www.urmc.rochester.edu/education/md/admissions.aspx,,,2026-06-05,third_party_published_average_low_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_university_of_south_dakota_sanford_school_of_medicine_vermillion_south_dakota,University of South Dakota Sanford School of Medicine,MD,,published school average,third_party_published_source_average,,,508.6,,,,,,,3.83,,2,508.6,3.83,0.7,0.08,506-509,Greater than 3.79,52.4,40-54.9%,1,high,ProspectiveDoctor; Shemmassian,http://www.usd.edu/medicine/medical-student-affairs/eligibility; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_high_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_university_of_tennessee_health_science_center_college_of_medicine_memphis_tennes,University of Tennessee Health Science Center College of Medicine,MD,,published school average,third_party_published_source_average,,,513,,,,,,,3.83,,3,513,3.83,0,0.01,510-513,Greater than 3.79,66.7,55-69.9%,1,high,ProspectiveDoctor; Shemmassian; The Match Guy,https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school; https://www.uthsc.edu/Medicine/Admissions/index.php,,,2026-06-05,third_party_published_average_high_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_university_of_texas_rio_grande_valley_school_of_medicine_edinburg_texas,University of Texas Rio Grande Valley School of Medicine,MD,,published school average,third_party_published_source_average,,,509.5,,,,,,,3.79,,2,509.5,3.79,1,0.13,510-513,3.60-3.79,56.7,55-69.9%,2,medium,ProspectiveDoctor; Shemmassian,http://www.utrgv.edu/school-of-medicine/admissions-and-aid/index.htm; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_medium_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_university_of_texas_southwestern_medical_school_dallas_texas,University of Texas Southwestern Medical School,MD,,published school average,third_party_published_source_average,,,517,,,,,,,3.92,,3,517,3.92,2,0.07,514-517,Greater than 3.79,75.3,70%+,1,high,ProspectiveDoctor; Shemmassian; The Match Guy,http://www.utsouthwestern.edu/education/medical-school/admissions/; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_high_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_university_of_toledo_college_of_medicine_and_life_sciences_toledo_ohio,University of Toledo College of Medicine and Life Sciences,MD,,published school average,third_party_published_source_average,,,510,,,,,,,3.77,,3,510,3.77,0,0.02,510-513,3.60-3.79,56.7,55-69.9%,1,high,ProspectiveDoctor; Shemmassian; The Match Guy,https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school; https://www.utoledo.edu/med/md/,,,2026-06-05,third_party_published_average_high_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_university_of_wisconsin_school_of_medicine_and_public_health_madison_wisconsin,University of Wisconsin School of Medicine and Public Health,MD,,published school average,third_party_published_source_average,,,511.7,,,,,,,3.79,,3,511.7,3.79,2,0.02,510-513,3.60-3.79,56.7,55-69.9%,1,high,ProspectiveDoctor; Shemmassian; The Match Guy,http://www.med.wisc.edu/education/md/admissions/main/102; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_high_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
do_uiwsom_university_of_the_incarnate_word_school_of_osteopathic_medicine_san_anton,University of the Incarnate Word School of Osteopathic Medicine,DO,,published school average,third_party_published_source_average,,,504,,,,,,,3.6,,1,504,3.6,0,0,502-505,3.60-3.79,32,25-39.9%,3,low,Shemmassian,https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_low_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_virginia_commonwealth_university_school_of_medicine_richmond_virginia,Virginia Commonwealth University School of Medicine,MD,,published school average,third_party_published_source_average,,,515.5,,,,,,,3.82,,3,515.5,3.82,1.5,0.1,514-517,Greater than 3.79,75.3,70%+,1,high,ProspectiveDoctor; Shemmassian; The Match Guy,http://www.medschool.vcu.edu/admissions/md/; https://med.virginia.edu/admissions/; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_high_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_virginia_tech_carilion_school_of_medicine_roanoke_virginia,Virginia Tech Carilion School of Medicine,MD,,published school average,third_party_published_source_average,,,512,,,,,,,3.67,,1,512,3.67,0,0,510-513,3.60-3.79,56.7,55-69.9%,3,low,The Match Guy,https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/,,,2026-06-05,third_party_published_average_low_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_washington_state_university_elson_s_floyd_college_of_medicine_spokane_washington,Washington State University Elson S. Floyd College of Medicine,MD,,published school average,third_party_published_source_average,,,507.9,,,,,,,3.64,,2,507.9,3.64,0,0,506-509,3.60-3.79,40.4,40-54.9%,1,high,Shemmassian; The Match Guy,https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_high_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_washington_university_in_st_louis_school_of_medicine_st_louis_missouri,Washington University in St. Louis School of Medicine,MD,,published school average,third_party_published_source_average,,,519.2,,,,,,,3.92,,1,519.2,3.92,0,0,Greater than 517,Greater than 3.79,82.9,70%+,3,low,The Match Guy,https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/,,,2026-06-05,third_party_published_average_low_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
do_wvsom_west_virginia_school_of_osteopathic_medicine_lewisburg_west_virginia,West Virginia School of Osteopathic Medicine,DO,,published school average,third_party_published_source_average,,,502,,,,,,,3.53,,1,502,3.53,0,0,502-505,3.40-3.59,27.9,25-39.9%,3,low,Shemmassian,https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_low_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_western_michigan_university_homer_stryker_m_d_school_of_medicine_kalamazoo_michi,Western Michigan University Homer Stryker M.D. School of Medicine,MD,,published school average,third_party_published_source_average,,,512,,,,,,,3.81,,1,512,3.81,0,0,510-513,Greater than 3.79,66.7,55-69.9%,3,low,The Match Guy,https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/,,,2026-06-05,third_party_published_average_low_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
do_westernu_comp_western_university_of_health_sciences_college_of_osteopathic_medic,Western University of Health Sciences College of Osteopathic Medicine of the Pacific,DO,,published school average,third_party_published_source_average,,,508,,,,,,,3.7,,1,508,3.7,0,0,506-509,3.60-3.79,40.4,40-54.9%,3,low,Shemmassian,https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_low_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_yale_school_of_medicine_new_haven_connecticut,Yale School of Medicine,MD,,published school average,third_party_published_source_average,,,521,,,,,,,3.94,,3,521,3.94,0,0.01,Greater than 517,Greater than 3.79,82.9,70%+,1,high,ProspectiveDoctor; Shemmassian; The Match Guy,http://medicine.yale.edu/education/admissions/; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_high_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
