applicant_profile_id,profile_name,profile_source,overall_rank,decision_rank,decision_rank_label,rank_band,rank_confidence,school_id,school_name,degree_type,city,state,state_abbrev,applicant_state_abbrev,admissions_fit_tier,application_bucket,dynamic_tier,suggested_funnel_bucket,overall_school_value,admissions_score,attendance_score,admissions_mcat_fit_score,admissions_gpa_fit_score,admissions_oos_friendliness_score,attendance_cost_score,four_year_happiness_score,regret_index_score,data_completeness_score,admissions_data_coverage,attendance_data_coverage,overall_data_coverage,profile_aamc_mcat_band,profile_aamc_gpa_band,profile_aamc_acceptance_rate,profile_aamc_acceptance_rate_band,school_mcat_for_fit,school_gpa_for_fit,published_mcat_average,published_gpa_average,published_mcat_band,published_gpa_band,stats_data_quality_rank,stats_data_quality_band,stats_data_confidence,stats_source_name,stats_source_url,cost_basis,cost_basis_adjusted,cost_data_confidence,debt_burden_score,excluded_from_rank,hard_no_flag,hard_no_reason,missing_score_inputs,score_warnings,top_positive_drivers,top_negative_drivers,top_positive_contributors,top_negative_contributors,missing_or_low_confidence_drivers,rank_summary,balanced_rank,balanced_score,balanced_coverage,prestige_maximizer_rank,prestige_maximizer_score,prestige_maximizer_coverage,lifestyle_maximizer_rank,lifestyle_maximizer_score,lifestyle_maximizer_coverage,financial_maximizer_rank,financial_maximizer_score,financial_maximizer_coverage,specialty_optionality_rank,specialty_optionality_score,specialty_optionality_coverage,admissions_realist_rank,admissions_realist_score,admissions_realist_coverage,application_unit_type,parent_school_name,campus_name,accreditation_status,manual_exclusion_flag,exclusion_reason,research_stage,data_confidence,source_name,source_url,last_verified_date,notes,academic_im_strength_score,academic_surgery_strength_score,admissions_clinical_fit_score,admissions_mission_fit_score,admissions_research_fit_score,airport_access_score,attendance_culture_score,attendance_curriculum_score,attendance_location_score,attendance_match_outcomes_score,attendance_prestige_score,attendance_research_score,cost_of_living_score,dating_score,derm_strength_score,ent_strength_score,family_access_score,hidden_curriculum_score,national_mobility_score,neurosurgery_strength_score,ophtho_strength_score,ortho_strength_score,outdoor_activities_score,plastics_strength_score,political_cultural_fit_score,residency_goal_alignment_score,social_life_score,weather_score,wellness_reputation_score
template_profile,Template Profile,public_template,114,114,Decision Rank 114,Watchlist,partial,md_university_of_massachusetts_t_h_chan_school_of_medicine_worcester_massachusetts,University of Massachusetts T.H. Chan School of Medicine,MD,Worcester,Massachusetts,MA,,Unscored,Unscored,Unscored,full universe,3.20,,3.20,,,,3.2,,,0.95,0,15,45,,,,,513,3.82,513,3.82,510-513,Greater than 3.79,2,medium,assumed_match_review_third_party_candidate_major_conflict,ProspectiveDoctor; Shemmassian; The Match Guy,http://www.umassmed.edu/som/admissions/degree-programs/md-program/; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,113221,113221,aamc_public_report_safe_match,3.2,,,,admissions_mcat_fit_score; admissions_gpa_fit_score; admissions_oos_friendliness_score; admissions_mission_fit_score; admissions_research_fit_score; admissions_clinical_fit_score; attendance_prestige_score; attendance_location_score; four_year_happiness_score; attendance_match_outcomes_score; attendance_research_score; attendance_culture_score; attendance_curriculum_score,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit,,Cost 3.2,,Cost 3.2,missing: admissions_mcat_fit_score; admissions_gpa_fit_score; admissions_oos_friendliness_score; admissions_mission_fit_score; admissions_research_fit_score; admissions_clinical_fit_score; attendance_prestige_score; attendance_location_score; four_year_happiness_score; attendance_match_outcomes_score; attendance_research_score; attendance_culture_score; attendance_curriculum_score; warnings: missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit,Cost is a weaker driver. Rank confidence is partial because scored input coverage is limited.,114,2.79,55,,,0,,,0,114,3.20,60,,,0,114,3.20,25,MD program,University of Massachusetts T.H. Chan School of Medicine,Main campus,Full,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
template_profile,Template Profile,public_template,120,120,Decision Rank 120,Watchlist,partial,md_california_university_of_science_and_medicine_school_of_medicine_colton_californ,California University of Science and Medicine - School of Medicine,MD,Colton,California,CA,,Unscored,Unscored,Unscored,full universe,3.10,,3.10,,,,3.1,,,0.95,0,15,45,,,,,510.5,3.61,510.5,3.61,510-513,3.60-3.79,1,high,assumed_match_review_third_party_candidate_major_conflict,Shemmassian; The Match Guy,https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,115072,115072,aamc_public_report_safe_match,3.1,,,,admissions_mcat_fit_score; admissions_gpa_fit_score; admissions_oos_friendliness_score; admissions_mission_fit_score; admissions_research_fit_score; admissions_clinical_fit_score; attendance_prestige_score; attendance_location_score; four_year_happiness_score; attendance_match_outcomes_score; attendance_research_score; attendance_culture_score; attendance_curriculum_score,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit,,Cost 3.1,,Cost 3.1,missing: admissions_mcat_fit_score; admissions_gpa_fit_score; admissions_oos_friendliness_score; admissions_mission_fit_score; admissions_research_fit_score; admissions_clinical_fit_score; attendance_prestige_score; attendance_location_score; four_year_happiness_score; attendance_match_outcomes_score; attendance_research_score; attendance_culture_score; attendance_curriculum_score; warnings: missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit,Cost is a weaker driver. Rank confidence is partial because scored input coverage is limited.,120,2.71,55,,,0,,,0,120,3.10,60,,,0,120,3.10,25,MD program,California University of Science and Medicine - School of Medicine,Main campus,Full,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
template_profile,Template Profile,public_template,120,120,Decision Rank 120,Watchlist,partial,md_columbia_university_vagelos_college_of_physicians_and_surgeons_new_york_new_york,Columbia University Vagelos College of Physicians and Surgeons,MD,New York,New York,NY,,Unscored,Unscored,Unscored,full universe,3.10,,3.10,,,,3.1,,,0.95,0,15,45,,,,,521.5,3.88,521.5,3.88,Greater than 517,Greater than 3.79,1,high,third_party_published_average_high_quality,ProspectiveDoctor; Shemmassian,http://ps.columbia.edu/education/admissions; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,114621,114621,aamc_public_report_safe_match,3.1,,,,admissions_mcat_fit_score; admissions_gpa_fit_score; admissions_oos_friendliness_score; admissions_mission_fit_score; admissions_research_fit_score; admissions_clinical_fit_score; attendance_prestige_score; attendance_location_score; four_year_happiness_score; attendance_match_outcomes_score; attendance_research_score; attendance_culture_score; attendance_curriculum_score,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit,,Cost 3.1,,Cost 3.1,missing: admissions_mcat_fit_score; admissions_gpa_fit_score; admissions_oos_friendliness_score; admissions_mission_fit_score; admissions_research_fit_score; admissions_clinical_fit_score; attendance_prestige_score; attendance_location_score; four_year_happiness_score; attendance_match_outcomes_score; attendance_research_score; attendance_culture_score; attendance_curriculum_score; warnings: missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit,Cost is a weaker driver. Rank confidence is partial because scored input coverage is limited.,120,2.71,55,,,0,,,0,120,3.10,60,,,0,120,3.10,25,MD program,Columbia University Vagelos College of Physicians and Surgeons,Main campus,Full,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
template_profile,Template Profile,public_template,120,120,Decision Rank 120,Watchlist,partial,md_georgetown_university_school_of_medicine_washington_district_of_columbia,Georgetown University School of Medicine,MD,Washington,District of Columbia,DC,,Unscored,Unscored,Unscored,full universe,3.10,,3.10,,,,3.1,,,0.95,0,15,45,,,,,513,3.76,513,3.76,510-513,3.60-3.79,1,high,md_official_public_source,Official MD school source,https://som.georgetown.edu/prospectivestudents/degrees/md,114380,114380,aamc_public_report_safe_match,3.1,,,,admissions_mcat_fit_score; admissions_gpa_fit_score; admissions_oos_friendliness_score; admissions_mission_fit_score; admissions_research_fit_score; admissions_clinical_fit_score; attendance_prestige_score; attendance_location_score; four_year_happiness_score; attendance_match_outcomes_score; attendance_research_score; attendance_culture_score; attendance_curriculum_score,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit,,Cost 3.1,,Cost 3.1,missing: admissions_mcat_fit_score; admissions_gpa_fit_score; admissions_oos_friendliness_score; admissions_mission_fit_score; admissions_research_fit_score; admissions_clinical_fit_score; attendance_prestige_score; attendance_location_score; four_year_happiness_score; attendance_match_outcomes_score; attendance_research_score; attendance_culture_score; attendance_curriculum_score; warnings: missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit,Cost is a weaker driver. Rank confidence is partial because scored input coverage is limited.,120,2.71,55,,,0,,,0,120,3.10,60,,,0,120,3.10,25,MD program,Georgetown University School of Medicine,Main campus,Full,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
template_profile,Template Profile,public_template,120,120,Decision Rank 120,Watchlist,partial,md_harvard_medical_school_boston_massachusetts,Harvard Medical School,MD,Boston,Massachusetts,MA,,Unscored,Unscored,Unscored,full universe,3.10,,3.10,,,,3.1,,,0.95,0,15,45,,,,,520.3,3.91,520.3,3.91,Greater than 517,Greater than 3.79,1,high,third_party_published_average_high_quality,ProspectiveDoctor; Shemmassian; The Match Guy,https://hms.harvard.edu/departments/admissions; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,115569,115569,aamc_public_report_safe_match,3.1,,,,admissions_mcat_fit_score; admissions_gpa_fit_score; admissions_oos_friendliness_score; admissions_mission_fit_score; admissions_research_fit_score; admissions_clinical_fit_score; attendance_prestige_score; attendance_location_score; four_year_happiness_score; attendance_match_outcomes_score; attendance_research_score; attendance_culture_score; attendance_curriculum_score,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit,,Cost 3.1,,Cost 3.1,missing: admissions_mcat_fit_score; admissions_gpa_fit_score; admissions_oos_friendliness_score; admissions_mission_fit_score; admissions_research_fit_score; admissions_clinical_fit_score; attendance_prestige_score; attendance_location_score; four_year_happiness_score; attendance_match_outcomes_score; attendance_research_score; attendance_culture_score; attendance_curriculum_score; warnings: missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit,Cost is a weaker driver. Rank confidence is partial because scored input coverage is limited.,120,2.71,55,,,0,,,0,120,3.10,60,,,0,120,3.10,25,MD program,Harvard Medical School,Main campus,Full,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
template_profile,Template Profile,public_template,120,120,Decision Rank 120,Watchlist,partial,md_john_a_burns_school_of_medicine_university_of_hawaii_at_manoa_honolulu_hawaii,John A. Burns School of Medicine University of Hawaii at Manoa,MD,Honolulu,Hawaii,HI,,Unscored,Unscored,Unscored,full universe,3.10,,3.10,,,,3.1,,,0.95,0,15,45,,,,,512.3,3.81,512.3,3.81,510-513,Greater than 3.79,1,high,third_party_published_average_high_quality,ProspectiveDoctor; Shemmassian; The Match Guy,http://jabsom.hawaii.edu/ed-programs/md-program/admissions-program/; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,114339,114339,aamc_public_report_safe_match,3.1,,,,admissions_mcat_fit_score; admissions_gpa_fit_score; admissions_oos_friendliness_score; admissions_mission_fit_score; admissions_research_fit_score; admissions_clinical_fit_score; attendance_prestige_score; attendance_location_score; four_year_happiness_score; attendance_match_outcomes_score; attendance_research_score; attendance_culture_score; attendance_curriculum_score,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit,,Cost 3.1,,Cost 3.1,missing: admissions_mcat_fit_score; admissions_gpa_fit_score; admissions_oos_friendliness_score; admissions_mission_fit_score; admissions_research_fit_score; admissions_clinical_fit_score; attendance_prestige_score; attendance_location_score; four_year_happiness_score; attendance_match_outcomes_score; attendance_research_score; attendance_culture_score; attendance_curriculum_score; warnings: missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit,Cost is a weaker driver. Rank confidence is partial because scored input coverage is limited.,120,2.71,55,,,0,,,0,120,3.10,60,,,0,120,3.10,25,MD program,John A. Burns School of Medicine University of Hawaii at Manoa,Main campus,Full,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
template_profile,Template Profile,public_template,120,120,Decision Rank 120,Watchlist,partial,md_keck_school_of_medicine_of_the_university_of_southern_california_los_angeles_cal,Keck School of Medicine of the University of Southern California,MD,Los Angeles,California,CA,,Unscored,Unscored,Unscored,full universe,3.10,,3.10,,,,3.1,,,0.95,0,15,45,,,,,517,3.85,517,3.85,514-517,Greater than 3.79,3,low,third_party_published_average_low_quality,The Match Guy,https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/,114717,114717,aamc_public_report_safe_match,3.1,,,,admissions_mcat_fit_score; admissions_gpa_fit_score; admissions_oos_friendliness_score; admissions_mission_fit_score; admissions_research_fit_score; admissions_clinical_fit_score; attendance_prestige_score; attendance_location_score; four_year_happiness_score; attendance_match_outcomes_score; attendance_research_score; attendance_culture_score; attendance_curriculum_score,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit; low stats data quality,,Cost 3.1,,Cost 3.1,missing: admissions_mcat_fit_score; admissions_gpa_fit_score; admissions_oos_friendliness_score; admissions_mission_fit_score; admissions_research_fit_score; admissions_clinical_fit_score; attendance_prestige_score; attendance_location_score; four_year_happiness_score; attendance_match_outcomes_score; attendance_research_score; attendance_culture_score; attendance_curriculum_score; warnings: missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit; low stats data quality; low admissions stats data quality,Cost is a weaker driver. Rank confidence is partial because scored input coverage is limited.,120,2.71,55,,,0,,,0,120,3.10,60,,,0,120,3.10,25,MD program,Keck School of Medicine of the University of Southern California,Main campus,Full,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
template_profile,Template Profile,public_template,120,120,Decision Rank 120,Watchlist,partial,md_state_university_of_new_york_upstate_medical_university_alan_and_marlene_norton_,State University of New York Upstate Medical University Alan and Marlene Norton College of Medicine,MD,Syracuse,New York,NY,,Unscored,Unscored,Unscored,full universe,3.10,,3.10,,,,3.1,,,0.95,0,15,45,,,,,512,3.74,512,3.74,510-513,3.60-3.79,3,low,assumed_match_no_match_third_party_candidate_major_conflict,The Match Guy,https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/,114341,114341,aamc_public_report_safe_match,3.1,,,,admissions_mcat_fit_score; admissions_gpa_fit_score; admissions_oos_friendliness_score; admissions_mission_fit_score; admissions_research_fit_score; admissions_clinical_fit_score; attendance_prestige_score; attendance_location_score; four_year_happiness_score; attendance_match_outcomes_score; attendance_research_score; attendance_culture_score; attendance_curriculum_score,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit; low stats data quality,,Cost 3.1,,Cost 3.1,missing: admissions_mcat_fit_score; admissions_gpa_fit_score; admissions_oos_friendliness_score; admissions_mission_fit_score; admissions_research_fit_score; admissions_clinical_fit_score; attendance_prestige_score; attendance_location_score; four_year_happiness_score; attendance_match_outcomes_score; attendance_research_score; attendance_culture_score; attendance_curriculum_score; warnings: missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit; low stats data quality; low admissions stats data quality,Cost is a weaker driver. Rank confidence is partial because scored input coverage is limited.,120,2.71,55,,,0,,,0,120,3.10,60,,,0,120,3.10,25,MD program,State University of New York Upstate Medical University Alan and Marlene Norton College of Medicine,Main campus,Full,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
template_profile,Template Profile,public_template,120,120,Decision Rank 120,Watchlist,partial,md_tulane_university_school_of_medicine_new_orleans_louisiana,Tulane University School of Medicine,MD,New Orleans,Louisiana,LA,,Unscored,Unscored,Unscored,full universe,3.10,,3.10,,,,3.1,,,0.95,0,15,45,,,,,513.7,3.83,513.7,3.83,514-517,Greater than 3.79,1,high,approved_third_party_candidate_major_conflict,ProspectiveDoctor; Shemmassian; The Match Guy,http://medicine.llu.edu/admissions; http://med.stanford.edu/md-admissions.html; https://medicine.iu.edu/education/md/admissions/; http://www2.tulane.edu/som/admissions/index.cfm; http://www.hopkinsmedicine.org/som/admissions/md/; http://admissions.med.wayne.edu/; http://www.slu.edu/medicine/admissions; https://medschool.duke.edu/education/student-services/office-admissions; https://medschool.vanderbilt.edu/md-admissions/; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,114804,114804,aamc_public_report_safe_match,3.1,,,,admissions_mcat_fit_score; admissions_gpa_fit_score; admissions_oos_friendliness_score; admissions_mission_fit_score; admissions_research_fit_score; admissions_clinical_fit_score; attendance_prestige_score; attendance_location_score; four_year_happiness_score; attendance_match_outcomes_score; attendance_research_score; attendance_culture_score; attendance_curriculum_score,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit,,Cost 3.1,,Cost 3.1,missing: admissions_mcat_fit_score; admissions_gpa_fit_score; admissions_oos_friendliness_score; admissions_mission_fit_score; admissions_research_fit_score; admissions_clinical_fit_score; attendance_prestige_score; attendance_location_score; four_year_happiness_score; attendance_match_outcomes_score; attendance_research_score; attendance_culture_score; attendance_curriculum_score; warnings: missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit,Cost is a weaker driver. Rank confidence is partial because scored input coverage is limited.,120,2.71,55,,,0,,,0,120,3.10,60,,,0,120,3.10,25,MD program,Tulane University School of Medicine,Main campus,Full,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
template_profile,Template Profile,public_template,128,128,Decision Rank 128,Low priority,partial,md_morehouse_school_of_medicine_atlanta_georgia,Morehouse School of Medicine,MD,Atlanta,Georgia,GA,,Unscored,Unscored,Unscored,full universe,3.00,,3.00,,,,3.0,,,0.95,0,15,45,,,,,504.6,3.64,504.6,3.64,502-505,3.60-3.79,1,high,third_party_published_average_high_quality,ProspectiveDoctor; Shemmassian; The Match Guy,http://www.msm.edu/Admissions/doctorofmedicine.php; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,115875,115875,aamc_public_report_safe_match,3.0,,,,admissions_mcat_fit_score; admissions_gpa_fit_score; admissions_oos_friendliness_score; admissions_mission_fit_score; admissions_research_fit_score; admissions_clinical_fit_score; attendance_prestige_score; attendance_location_score; four_year_happiness_score; attendance_match_outcomes_score; attendance_research_score; attendance_culture_score; attendance_curriculum_score,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit,,Cost 3,,Cost 3,missing: admissions_mcat_fit_score; admissions_gpa_fit_score; admissions_oos_friendliness_score; admissions_mission_fit_score; admissions_research_fit_score; admissions_clinical_fit_score; attendance_prestige_score; attendance_location_score; four_year_happiness_score; attendance_match_outcomes_score; attendance_research_score; attendance_culture_score; attendance_curriculum_score; warnings: missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit,Cost is a weaker driver. Rank confidence is partial because scored input coverage is limited.,128,2.63,55,,,0,,,0,128,3.00,60,,,0,128,3.00,25,MD program,Morehouse School of Medicine,Main campus,Full,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
template_profile,Template Profile,public_template,128,128,Decision Rank 128,Low priority,partial,md_northwestern_university_feinberg_school_of_medicine_chicago_illinois,Northwestern University Feinberg School of Medicine,MD,Chicago,Illinois,IL,,Unscored,Unscored,Unscored,full universe,3.00,,3.00,,,,3.0,,,0.95,0,15,45,,,,,520.7,3.92,520.7,3.92,Greater than 517,Greater than 3.79,1,high,third_party_published_average_high_quality,ProspectiveDoctor; Shemmassian; The Match Guy,http://www.feinberg.northwestern.edu/admissions/index.html; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,115930,115930,aamc_public_report_safe_match,3.0,,,,admissions_mcat_fit_score; admissions_gpa_fit_score; admissions_oos_friendliness_score; admissions_mission_fit_score; admissions_research_fit_score; admissions_clinical_fit_score; attendance_prestige_score; attendance_location_score; four_year_happiness_score; attendance_match_outcomes_score; attendance_research_score; attendance_culture_score; attendance_curriculum_score,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit,,Cost 3,,Cost 3,missing: admissions_mcat_fit_score; admissions_gpa_fit_score; admissions_oos_friendliness_score; admissions_mission_fit_score; admissions_research_fit_score; admissions_clinical_fit_score; attendance_prestige_score; attendance_location_score; four_year_happiness_score; attendance_match_outcomes_score; attendance_research_score; attendance_culture_score; attendance_curriculum_score; warnings: missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit,Cost is a weaker driver. Rank confidence is partial because scored input coverage is limited.,128,2.63,55,,,0,,,0,128,3.00,60,,,0,128,3.00,25,MD program,Northwestern University Feinberg School of Medicine,Main campus,Full,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
template_profile,Template Profile,public_template,128,128,Decision Rank 128,Low priority,partial,md_virginia_commonwealth_university_school_of_medicine_richmond_virginia,Virginia Commonwealth University School of Medicine,MD,Richmond,Virginia,VA,,Unscored,Unscored,Unscored,full universe,3.00,,3.00,,,,3.0,,,0.95,0,15,45,,,,,515.5,3.82,515.5,3.82,514-517,Greater than 3.79,1,high,third_party_published_average_high_quality,ProspectiveDoctor; Shemmassian; The Match Guy,http://www.medschool.vcu.edu/admissions/md/; https://med.virginia.edu/admissions/; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,116112,116112,aamc_public_report_safe_match,3.0,,,,admissions_mcat_fit_score; admissions_gpa_fit_score; admissions_oos_friendliness_score; admissions_mission_fit_score; admissions_research_fit_score; admissions_clinical_fit_score; attendance_prestige_score; attendance_location_score; four_year_happiness_score; attendance_match_outcomes_score; attendance_research_score; attendance_culture_score; attendance_curriculum_score,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit,,Cost 3,,Cost 3,missing: admissions_mcat_fit_score; admissions_gpa_fit_score; admissions_oos_friendliness_score; admissions_mission_fit_score; admissions_research_fit_score; admissions_clinical_fit_score; attendance_prestige_score; attendance_location_score; four_year_happiness_score; attendance_match_outcomes_score; attendance_research_score; attendance_culture_score; attendance_curriculum_score; warnings: missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit,Cost is a weaker driver. Rank confidence is partial because scored input coverage is limited.,128,2.63,55,,,0,,,0,128,3.00,60,,,0,128,3.00,25,MD program,Virginia Commonwealth University School of Medicine,Main campus,Full,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
template_profile,Template Profile,public_template,128,128,Decision Rank 128,Low priority,partial,md_yale_school_of_medicine_new_haven_connecticut,Yale School of Medicine,MD,New Haven,Connecticut,CT,,Unscored,Unscored,Unscored,full universe,3.00,,3.00,,,,3.0,,,0.95,0,15,45,,,,,521,3.94,521,3.94,Greater than 517,Greater than 3.79,1,high,md_official_public_source,Official MD school source,https://medicine.yale.edu/about/history-facts-and-figures/,115691,115691,aamc_public_report_safe_match,3.0,,,,admissions_mcat_fit_score; admissions_gpa_fit_score; admissions_oos_friendliness_score; admissions_mission_fit_score; admissions_research_fit_score; admissions_clinical_fit_score; attendance_prestige_score; attendance_location_score; four_year_happiness_score; attendance_match_outcomes_score; attendance_research_score; attendance_culture_score; attendance_curriculum_score,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit,,Cost 3,,Cost 3,missing: admissions_mcat_fit_score; admissions_gpa_fit_score; admissions_oos_friendliness_score; admissions_mission_fit_score; admissions_research_fit_score; admissions_clinical_fit_score; attendance_prestige_score; attendance_location_score; four_year_happiness_score; attendance_match_outcomes_score; attendance_research_score; attendance_culture_score; attendance_curriculum_score; warnings: missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit,Cost is a weaker driver. Rank confidence is partial because scored input coverage is limited.,128,2.63,55,,,0,,,0,128,3.00,60,,,0,128,3.00,25,MD program,Yale School of Medicine,Main campus,Full,FALSE,,unresearched,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
