applicant_profile_id,profile_name,profile_source,school_id,school_name,score_model,score_group,component_column,component_label,raw_applicant_value,raw_school_value,applicant_value_band,school_value_band,delta_value,delta_band,raw_context,normalized_score,component_weight,weight_basis,weighted_contribution,component_coverage_status,source_type,source_name,source_url,data_confidence,formula_note,missing_reason,warning
template_profile,Template Profile,public_template,do_lmu_dcom_orange_park_lincoln_memorial_university_debusk_college_of_osteopathic_m,Lincoln Memorial University-DeBusk College of Osteopathic Medicine – Orange Park,Scenario: Admissions Realist,Admissions Realist,admissions_score,Score,,,,,,,Derived score from configured present components,,60,present_components_only,,missing,missing,user_preferences.csv,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,derived,weighted average of present admissions components,no present admissions components,
template_profile,Template Profile,public_template,do_lmu_dcom_orange_park_lincoln_memorial_university_debusk_college_of_osteopathic_m,Lincoln Memorial University-DeBusk College of Osteopathic Medicine – Orange Park,Scenario: Admissions Realist,Admissions Realist,attendance_score,Score,,,,,,,Derived score from configured present components,,25,present_components_only,,missing,missing,user_preferences.csv,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,derived,weighted average of present attendance components,no present attendance components,
template_profile,Template Profile,public_template,do_lmu_dcom_orange_park_lincoln_memorial_university_debusk_college_of_osteopathic_m,Lincoln Memorial University-DeBusk College of Osteopathic Medicine – Orange Park,Scenario: Admissions Realist,Admissions Realist,regret_index_score,Regret Index,,,,,,,Manual partner input projected through a 1-10 rubric,,15,present_components_only,,missing,missing,manual/partner_inputs.csv,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,manual,1-10 manual rubric; higher means stronger fit or higher regret if skipped,component input missing,
template_profile,Template Profile,public_template,do_mu_wcom_marian_university_tom_and_julie_wood_college_of_osteopathic_medicine_ind,Marian University Tom and Julie Wood College of Osteopathic Medicine,Scenario: Admissions Realist,Admissions Realist,admissions_score,Score,,,,,,,Derived score from configured present components,,60,present_components_only,,missing,missing,user_preferences.csv,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,derived,weighted average of present admissions components,no present admissions components,
template_profile,Template Profile,public_template,do_mu_wcom_marian_university_tom_and_julie_wood_college_of_osteopathic_medicine_ind,Marian University Tom and Julie Wood College of Osteopathic Medicine,Scenario: Admissions Realist,Admissions Realist,attendance_score,Score,,,,,,,Derived score from configured present components,,25,present_components_only,,missing,missing,user_preferences.csv,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,derived,weighted average of present attendance components,no present attendance components,
template_profile,Template Profile,public_template,do_mu_wcom_marian_university_tom_and_julie_wood_college_of_osteopathic_medicine_ind,Marian University Tom and Julie Wood College of Osteopathic Medicine,Scenario: Admissions Realist,Admissions Realist,regret_index_score,Regret Index,,,,,,,Manual partner input projected through a 1-10 rubric,,15,present_components_only,,missing,missing,manual/partner_inputs.csv,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,manual,1-10 manual rubric; higher means stronger fit or higher regret if skipped,component input missing,
template_profile,Template Profile,public_template,do_msom_meritus_school_of_osteopathic_medicine_hagerstown_maryland,Meritus School of Osteopathic Medicine,Scenario: Admissions Realist,Admissions Realist,admissions_score,Score,,,,,,,Derived score from configured present components,,60,present_components_only,,missing,missing,user_preferences.csv,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,derived,weighted average of present admissions components,no present admissions components,
template_profile,Template Profile,public_template,do_msom_meritus_school_of_osteopathic_medicine_hagerstown_maryland,Meritus School of Osteopathic Medicine,Scenario: Admissions Realist,Admissions Realist,attendance_score,Score,,,,,,,Derived score from configured present components,,25,present_components_only,,missing,missing,user_preferences.csv,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,derived,weighted average of present attendance components,no present attendance components,
template_profile,Template Profile,public_template,do_msom_meritus_school_of_osteopathic_medicine_hagerstown_maryland,Meritus School of Osteopathic Medicine,Scenario: Admissions Realist,Admissions Realist,regret_index_score,Regret Index,,,,,,,Manual partner input projected through a 1-10 rubric,,15,present_components_only,,missing,missing,manual/partner_inputs.csv,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,manual,1-10 manual rubric; higher means stronger fit or higher regret if skipped,component input missing,
template_profile,Template Profile,public_template,md_methodist_university_cape_fear_valley_health_school_of_medicine_fayetteville_nor,Methodist University Cape Fear Valley Health School of Medicine,Scenario: Admissions Realist,Admissions Realist,admissions_score,Score,,,,,,,Derived score from configured present components,,60,present_components_only,,missing,missing,user_preferences.csv,https://lcme.org/directory/accredited-programs/,derived,weighted average of present admissions components,no present admissions components,
template_profile,Template Profile,public_template,md_methodist_university_cape_fear_valley_health_school_of_medicine_fayetteville_nor,Methodist University Cape Fear Valley Health School of Medicine,Scenario: Admissions Realist,Admissions Realist,attendance_score,Score,,,,,,,Derived score from configured present components,,25,present_components_only,,missing,missing,user_preferences.csv,https://lcme.org/directory/accredited-programs/,derived,weighted average of present attendance components,no present attendance components,
template_profile,Template Profile,public_template,md_methodist_university_cape_fear_valley_health_school_of_medicine_fayetteville_nor,Methodist University Cape Fear Valley Health School of Medicine,Scenario: Admissions Realist,Admissions Realist,regret_index_score,Regret Index,,,,,,,Manual partner input projected through a 1-10 rubric,,15,present_components_only,,missing,missing,manual/partner_inputs.csv,https://lcme.org/directory/accredited-programs/,manual,1-10 manual rubric; higher means stronger fit or higher regret if skipped,component input missing,
template_profile,Template Profile,public_template,do_msucom_dmc_michigan_state_university_college_of_osteopathic_medicine_detroit_mic,Michigan State University College of Osteopathic Medicine,Scenario: Admissions Realist,Admissions Realist,admissions_score,Score,,,,,,,Derived score from configured present components,,60,present_components_only,,missing,missing,user_preferences.csv,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,derived,weighted average of present admissions components,no present admissions components,
template_profile,Template Profile,public_template,do_msucom_dmc_michigan_state_university_college_of_osteopathic_medicine_detroit_mic,Michigan State University College of Osteopathic Medicine,Scenario: Admissions Realist,Admissions Realist,attendance_score,Score,,,,,,,Derived score from configured present components,,25,present_components_only,,missing,missing,user_preferences.csv,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,derived,weighted average of present attendance components,no present attendance components,
template_profile,Template Profile,public_template,do_msucom_dmc_michigan_state_university_college_of_osteopathic_medicine_detroit_mic,Michigan State University College of Osteopathic Medicine,Scenario: Admissions Realist,Admissions Realist,regret_index_score,Regret Index,,,,,,,Manual partner input projected through a 1-10 rubric,,15,present_components_only,,missing,missing,manual/partner_inputs.csv,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,manual,1-10 manual rubric; higher means stronger fit or higher regret if skipped,component input missing,
template_profile,Template Profile,public_template,do_msucom_michigan_state_university_college_of_osteopathic_medicine_east_lansing_mi,Michigan State University College of Osteopathic Medicine,Scenario: Admissions Realist,Admissions Realist,admissions_score,Score,,,,,,,Derived score from configured present components,,60,present_components_only,,missing,missing,user_preferences.csv,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,derived,weighted average of present admissions components,no present admissions components,
template_profile,Template Profile,public_template,do_msucom_michigan_state_university_college_of_osteopathic_medicine_east_lansing_mi,Michigan State University College of Osteopathic Medicine,Scenario: Admissions Realist,Admissions Realist,attendance_score,Score,,,,,,,Derived score from configured present components,,25,present_components_only,,missing,missing,user_preferences.csv,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,derived,weighted average of present attendance components,no present attendance components,
template_profile,Template Profile,public_template,do_msucom_michigan_state_university_college_of_osteopathic_medicine_east_lansing_mi,Michigan State University College of Osteopathic Medicine,Scenario: Admissions Realist,Admissions Realist,regret_index_score,Regret Index,,,,,,,Manual partner input projected through a 1-10 rubric,,15,present_components_only,,missing,missing,manual/partner_inputs.csv,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,manual,1-10 manual rubric; higher means stronger fit or higher regret if skipped,component input missing,
template_profile,Template Profile,public_template,do_msucom_muc_michigan_state_university_college_of_osteopathic_medicine_macomb_mich,Michigan State University College of Osteopathic Medicine,Scenario: Admissions Realist,Admissions Realist,admissions_score,Score,,,,,,,Derived score from configured present components,,60,present_components_only,,missing,missing,user_preferences.csv,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,derived,weighted average of present admissions components,no present admissions components,
template_profile,Template Profile,public_template,do_msucom_muc_michigan_state_university_college_of_osteopathic_medicine_macomb_mich,Michigan State University College of Osteopathic Medicine,Scenario: Admissions Realist,Admissions Realist,attendance_score,Score,,,,,,,Derived score from configured present components,,25,present_components_only,,missing,missing,user_preferences.csv,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,derived,weighted average of present attendance components,no present attendance components,
template_profile,Template Profile,public_template,do_msucom_muc_michigan_state_university_college_of_osteopathic_medicine_macomb_mich,Michigan State University College of Osteopathic Medicine,Scenario: Admissions Realist,Admissions Realist,regret_index_score,Regret Index,,,,,,,Manual partner input projected through a 1-10 rubric,,15,present_components_only,,missing,missing,manual/partner_inputs.csv,https://osteopathic.org/about/affiliated-organizations/osteopathic-medical-schools/,manual,1-10 manual rubric; higher means stronger fit or higher regret if skipped,component input missing,
