applicant_profile_id,profile_name,profile_source,school_id,school_name,score_model,score_group,component_column,component_label,raw_applicant_value,raw_school_value,applicant_value_band,school_value_band,delta_value,delta_band,raw_context,normalized_score,component_weight,weight_basis,weighted_contribution,component_coverage_status,source_type,source_name,source_url,data_confidence,formula_note,missing_reason,warning
template_profile,Template Profile,public_template,md_nyu_grossman_long_island_school_of_medicine_mineola_new_york,NYU Grossman Long Island School of Medicine,Decision Rank,Admissions Score,admissions_mcat_fit_score,Mcat Fit,,,,,,,Applicant MCAT band missing vs school MCAT average missing,,25,present_components_only,,missing,missing,,,,"clamp(1, 10, 7 + (applicant_mcat - school_mcat) / 2)",missing applicant MCAT or school MCAT,missing applicant MCAT; missing applicant GPA; missing school MCAT; missing school GPA; missing applicant state for OOS fit
template_profile,Template Profile,public_template,md_nyu_grossman_long_island_school_of_medicine_mineola_new_york,NYU Grossman Long Island School of Medicine,Decision Rank,Admissions Score,admissions_gpa_fit_score,Gpa Fit,,,,,,,Applicant GPA band missing vs school GPA average missing,,20,present_components_only,,missing,missing,,,,"clamp(1, 10, 7 + (applicant_gpa - school_gpa) / 0.08)",missing applicant GPA or school GPA,missing applicant MCAT; missing applicant GPA; missing school MCAT; missing school GPA; missing applicant state for OOS fit
template_profile,Template Profile,public_template,md_nyu_grossman_long_island_school_of_medicine_mineola_new_york,NYU Grossman Long Island School of Medicine,Decision Rank,Admissions Score,admissions_oos_friendliness_score,Oos Friendliness,,,,NY,,missing_applicant_state,Applicant state missing; school state NY,,15,present_components_only,,missing,missing,admissions_policies.csv,https://lcme.org/directory/accredited-programs/,derived from residency and available policy,same state = 10; OOS accepted = 6; OOS not accepted = 1; missing policy = 4,missing applicant state,missing applicant MCAT; missing applicant GPA; missing school MCAT; missing school GPA; missing applicant state for OOS fit
template_profile,Template Profile,public_template,md_nyu_grossman_long_island_school_of_medicine_mineola_new_york,NYU Grossman Long Island School of Medicine,Decision Rank,Admissions Score,admissions_mission_fit_score,Mission Fit,,,,,,,,,20,present_components_only,,missing,missing,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",1-10 score where higher means stronger fit,component input missing,
template_profile,Template Profile,public_template,md_nyu_grossman_long_island_school_of_medicine_mineola_new_york,NYU Grossman Long Island School of Medicine,Decision Rank,Admissions Score,admissions_research_fit_score,Research Fit,,,,,,,,,10,present_components_only,,missing,missing,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",1-10 score where higher means stronger fit,component input missing,
template_profile,Template Profile,public_template,md_nyu_grossman_long_island_school_of_medicine_mineola_new_york,NYU Grossman Long Island School of Medicine,Decision Rank,Admissions Score,admissions_clinical_fit_score,Clinical Fit,,,,,,,,,10,present_components_only,,missing,missing,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",1-10 score where higher means stronger fit,component input missing,
template_profile,Template Profile,public_template,md_nyu_grossman_school_of_medicine_new_york_new_york,NYU Grossman School of Medicine,Decision Rank,Admissions Score,admissions_mcat_fit_score,Mcat Fit,,523,,Greater than 517,,,Applicant MCAT band missing vs school MCAT average 523,,25,present_components_only,,missing,missing,Official MD school source,https://med.nyu.edu/education/md-degree/md-admissions/by-the-numbers,md_official_public_source,"clamp(1, 10, 7 + (applicant_mcat - school_mcat) / 2)",missing applicant MCAT or school MCAT,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit
template_profile,Template Profile,public_template,md_nyu_grossman_school_of_medicine_new_york_new_york,NYU Grossman School of Medicine,Decision Rank,Admissions Score,admissions_gpa_fit_score,Gpa Fit,,3.98,,Greater than 3.79,,,Applicant GPA band missing vs school GPA average 3.98,,20,present_components_only,,missing,missing,Official MD school source,https://med.nyu.edu/education/md-degree/md-admissions/by-the-numbers,md_official_public_source,"clamp(1, 10, 7 + (applicant_gpa - school_gpa) / 0.08)",missing applicant GPA or school GPA,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit
template_profile,Template Profile,public_template,md_nyu_grossman_school_of_medicine_new_york_new_york,NYU Grossman School of Medicine,Decision Rank,Admissions Score,admissions_oos_friendliness_score,Oos Friendliness,,,,NY,,missing_applicant_state,Applicant state missing; school state NY,,15,present_components_only,,missing,missing,admissions_policies.csv,https://lcme.org/directory/accredited-programs/,derived from residency and available policy,same state = 10; OOS accepted = 6; OOS not accepted = 1; missing policy = 4,missing applicant state,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit
template_profile,Template Profile,public_template,md_nyu_grossman_school_of_medicine_new_york_new_york,NYU Grossman School of Medicine,Decision Rank,Admissions Score,admissions_mission_fit_score,Mission Fit,,,,,,,,,20,present_components_only,,missing,missing,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",1-10 score where higher means stronger fit,component input missing,
template_profile,Template Profile,public_template,md_nyu_grossman_school_of_medicine_new_york_new_york,NYU Grossman School of Medicine,Decision Rank,Admissions Score,admissions_research_fit_score,Research Fit,,,,,,,,,10,present_components_only,,missing,missing,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",1-10 score where higher means stronger fit,component input missing,
template_profile,Template Profile,public_template,md_nyu_grossman_school_of_medicine_new_york_new_york,NYU Grossman School of Medicine,Decision Rank,Admissions Score,admissions_clinical_fit_score,Clinical Fit,,,,,,,,,10,present_components_only,,missing,missing,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",1-10 score where higher means stronger fit,component input missing,
template_profile,Template Profile,public_template,md_alice_l_walton_school_of_medicine_bentonville_arkansas,Alice L. Walton School of Medicine,Decision Rank,Admissions Score,admissions_mcat_fit_score,Mcat Fit,,513,,510-513,,,Applicant MCAT band missing vs school MCAT average 513,,25,present_components_only,,missing,missing,Official MD school source,https://www.alwmedschool.org/admissions/class-profiles,md_official_public_source,"clamp(1, 10, 7 + (applicant_mcat - school_mcat) / 2)",missing applicant MCAT or school MCAT,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit
template_profile,Template Profile,public_template,md_alice_l_walton_school_of_medicine_bentonville_arkansas,Alice L. Walton School of Medicine,Decision Rank,Admissions Score,admissions_gpa_fit_score,Gpa Fit,,3.89,,Greater than 3.79,,,Applicant GPA band missing vs school GPA average 3.89,,20,present_components_only,,missing,missing,Official MD school source,https://www.alwmedschool.org/admissions/class-profiles,md_official_public_source,"clamp(1, 10, 7 + (applicant_gpa - school_gpa) / 0.08)",missing applicant GPA or school GPA,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit
template_profile,Template Profile,public_template,md_alice_l_walton_school_of_medicine_bentonville_arkansas,Alice L. Walton School of Medicine,Decision Rank,Admissions Score,admissions_oos_friendliness_score,Oos Friendliness,,,,AR,,missing_applicant_state,Applicant state missing; school state AR,,15,present_components_only,,missing,missing,admissions_policies.csv,https://lcme.org/directory/accredited-programs/,derived from residency and available policy,same state = 10; OOS accepted = 6; OOS not accepted = 1; missing policy = 4,missing applicant state,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit
template_profile,Template Profile,public_template,md_alice_l_walton_school_of_medicine_bentonville_arkansas,Alice L. Walton School of Medicine,Decision Rank,Admissions Score,admissions_mission_fit_score,Mission Fit,,,,,,,,,20,present_components_only,,missing,missing,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",1-10 score where higher means stronger fit,component input missing,
template_profile,Template Profile,public_template,md_alice_l_walton_school_of_medicine_bentonville_arkansas,Alice L. Walton School of Medicine,Decision Rank,Admissions Score,admissions_research_fit_score,Research Fit,,,,,,,,,10,present_components_only,,missing,missing,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",1-10 score where higher means stronger fit,component input missing,
template_profile,Template Profile,public_template,md_alice_l_walton_school_of_medicine_bentonville_arkansas,Alice L. Walton School of Medicine,Decision Rank,Admissions Score,admissions_clinical_fit_score,Clinical Fit,,,,,,,,,10,present_components_only,,missing,missing,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",1-10 score where higher means stronger fit,component input missing,
template_profile,Template Profile,public_template,md_kaiser_permanente_bernard_j_tyson_school_of_medicine_pasadena_california,Kaiser Permanente Bernard J. Tyson School of Medicine,Decision Rank,Admissions Score,admissions_mcat_fit_score,Mcat Fit,,515,,514-517,,,Applicant MCAT band missing vs school MCAT average 515,,25,present_components_only,,missing,missing,Official MD school source,https://medschool.kp.org/admissions/our-students,md_official_public_source,"clamp(1, 10, 7 + (applicant_mcat - school_mcat) / 2)",missing applicant MCAT or school MCAT,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit
template_profile,Template Profile,public_template,md_kaiser_permanente_bernard_j_tyson_school_of_medicine_pasadena_california,Kaiser Permanente Bernard J. Tyson School of Medicine,Decision Rank,Admissions Score,admissions_gpa_fit_score,Gpa Fit,,3.84,,Greater than 3.79,,,Applicant GPA band missing vs school GPA average 3.84,,20,present_components_only,,missing,missing,Official MD school source,https://medschool.kp.org/admissions/our-students,md_official_public_source,"clamp(1, 10, 7 + (applicant_gpa - school_gpa) / 0.08)",missing applicant GPA or school GPA,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit
template_profile,Template Profile,public_template,md_kaiser_permanente_bernard_j_tyson_school_of_medicine_pasadena_california,Kaiser Permanente Bernard J. Tyson School of Medicine,Decision Rank,Admissions Score,admissions_oos_friendliness_score,Oos Friendliness,,,,CA,,missing_applicant_state,Applicant state missing; school state CA,,15,present_components_only,,missing,missing,admissions_policies.csv,https://lcme.org/directory/accredited-programs/,derived from residency and available policy,same state = 10; OOS accepted = 6; OOS not accepted = 1; missing policy = 4,missing applicant state,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit
template_profile,Template Profile,public_template,md_kaiser_permanente_bernard_j_tyson_school_of_medicine_pasadena_california,Kaiser Permanente Bernard J. Tyson School of Medicine,Decision Rank,Admissions Score,admissions_mission_fit_score,Mission Fit,,,,,,,,,20,present_components_only,,missing,missing,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",1-10 score where higher means stronger fit,component input missing,
template_profile,Template Profile,public_template,md_kaiser_permanente_bernard_j_tyson_school_of_medicine_pasadena_california,Kaiser Permanente Bernard J. Tyson School of Medicine,Decision Rank,Admissions Score,admissions_research_fit_score,Research Fit,,,,,,,,,10,present_components_only,,missing,missing,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",1-10 score where higher means stronger fit,component input missing,
template_profile,Template Profile,public_template,md_kaiser_permanente_bernard_j_tyson_school_of_medicine_pasadena_california,Kaiser Permanente Bernard J. Tyson School of Medicine,Decision Rank,Admissions Score,admissions_clinical_fit_score,Clinical Fit,,,,,,,,,10,present_components_only,,missing,missing,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",1-10 score where higher means stronger fit,component input missing,
template_profile,Template Profile,public_template,md_southern_illinois_university_school_of_medicine_springfield_illinois,Southern Illinois University School of Medicine,Decision Rank,Admissions Score,admissions_mcat_fit_score,Mcat Fit,,510.5,,510-513,,,Applicant MCAT band missing vs school MCAT average 510.5,,25,present_components_only,,missing,missing,ProspectiveDoctor; Shemmassian; The Match Guy,http://www.siumed.edu/studentaffairs/admissions/home.html; http://med.wmich.edu/admissions; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,third_party_published_average_low_quality,"clamp(1, 10, 7 + (applicant_mcat - school_mcat) / 2)",missing applicant MCAT or school MCAT,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit; low stats data quality
template_profile,Template Profile,public_template,md_southern_illinois_university_school_of_medicine_springfield_illinois,Southern Illinois University School of Medicine,Decision Rank,Admissions Score,admissions_gpa_fit_score,Gpa Fit,,3.45,,3.40-3.59,,,Applicant GPA band missing vs school GPA average 3.45,,20,present_components_only,,missing,missing,ProspectiveDoctor; Shemmassian; The Match Guy,http://www.siumed.edu/studentaffairs/admissions/home.html; http://med.wmich.edu/admissions; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,third_party_published_average_low_quality,"clamp(1, 10, 7 + (applicant_gpa - school_gpa) / 0.08)",missing applicant GPA or school GPA,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit; low stats data quality
template_profile,Template Profile,public_template,md_southern_illinois_university_school_of_medicine_springfield_illinois,Southern Illinois University School of Medicine,Decision Rank,Admissions Score,admissions_oos_friendliness_score,Oos Friendliness,,,,IL,,missing_applicant_state,Applicant state missing; school state IL,,15,present_components_only,,missing,missing,admissions_policies.csv,https://lcme.org/directory/accredited-programs/,derived from residency and available policy,same state = 10; OOS accepted = 6; OOS not accepted = 1; missing policy = 4,missing applicant state,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit; low stats data quality
template_profile,Template Profile,public_template,md_southern_illinois_university_school_of_medicine_springfield_illinois,Southern Illinois University School of Medicine,Decision Rank,Admissions Score,admissions_mission_fit_score,Mission Fit,,,,,,,,,20,present_components_only,,missing,missing,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",1-10 score where higher means stronger fit,component input missing,
template_profile,Template Profile,public_template,md_southern_illinois_university_school_of_medicine_springfield_illinois,Southern Illinois University School of Medicine,Decision Rank,Admissions Score,admissions_research_fit_score,Research Fit,,,,,,,,,10,present_components_only,,missing,missing,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",1-10 score where higher means stronger fit,component input missing,
template_profile,Template Profile,public_template,md_southern_illinois_university_school_of_medicine_springfield_illinois,Southern Illinois University School of Medicine,Decision Rank,Admissions Score,admissions_clinical_fit_score,Clinical Fit,,,,,,,,,10,present_components_only,,missing,missing,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",1-10 score where higher means stronger fit,component input missing,
template_profile,Template Profile,public_template,md_texas_a_and_m_university_naresh_k_vashisht_college_of_medicine_college_station_t,Texas A&M University Naresh K. Vashisht College of Medicine,Decision Rank,Admissions Score,admissions_mcat_fit_score,Mcat Fit,,,,,,,Applicant MCAT band missing vs school MCAT average missing,,25,present_components_only,,missing,missing,,,,"clamp(1, 10, 7 + (applicant_mcat - school_mcat) / 2)",missing applicant MCAT or school MCAT,missing applicant MCAT; missing applicant GPA; missing school MCAT; missing school GPA; missing applicant state for OOS fit
template_profile,Template Profile,public_template,md_texas_a_and_m_university_naresh_k_vashisht_college_of_medicine_college_station_t,Texas A&M University Naresh K. Vashisht College of Medicine,Decision Rank,Admissions Score,admissions_gpa_fit_score,Gpa Fit,,,,,,,Applicant GPA band missing vs school GPA average missing,,20,present_components_only,,missing,missing,,,,"clamp(1, 10, 7 + (applicant_gpa - school_gpa) / 0.08)",missing applicant GPA or school GPA,missing applicant MCAT; missing applicant GPA; missing school MCAT; missing school GPA; missing applicant state for OOS fit
template_profile,Template Profile,public_template,md_texas_a_and_m_university_naresh_k_vashisht_college_of_medicine_college_station_t,Texas A&M University Naresh K. Vashisht College of Medicine,Decision Rank,Admissions Score,admissions_oos_friendliness_score,Oos Friendliness,,,,TX,,missing_applicant_state,Applicant state missing; school state TX,,15,present_components_only,,missing,missing,admissions_policies.csv,https://lcme.org/directory/accredited-programs/,derived from residency and available policy,same state = 10; OOS accepted = 6; OOS not accepted = 1; missing policy = 4,missing applicant state,missing applicant MCAT; missing applicant GPA; missing school MCAT; missing school GPA; missing applicant state for OOS fit
template_profile,Template Profile,public_template,md_texas_a_and_m_university_naresh_k_vashisht_college_of_medicine_college_station_t,Texas A&M University Naresh K. Vashisht College of Medicine,Decision Rank,Admissions Score,admissions_mission_fit_score,Mission Fit,,,,,,,,,20,present_components_only,,missing,missing,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",1-10 score where higher means stronger fit,component input missing,
template_profile,Template Profile,public_template,md_texas_a_and_m_university_naresh_k_vashisht_college_of_medicine_college_station_t,Texas A&M University Naresh K. Vashisht College of Medicine,Decision Rank,Admissions Score,admissions_research_fit_score,Research Fit,,,,,,,,,10,present_components_only,,missing,missing,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",1-10 score where higher means stronger fit,component input missing,
template_profile,Template Profile,public_template,md_texas_a_and_m_university_naresh_k_vashisht_college_of_medicine_college_station_t,Texas A&M University Naresh K. Vashisht College of Medicine,Decision Rank,Admissions Score,admissions_clinical_fit_score,Clinical Fit,,,,,,,,,10,present_components_only,,missing,missing,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",1-10 score where higher means stronger fit,component input missing,
template_profile,Template Profile,public_template,md_mcgovern_medical_school_at_uthealth_houston_houston_texas,McGovern Medical School at UTHealth Houston,Decision Rank,Admissions Score,admissions_mcat_fit_score,Mcat Fit,,,,,,,Applicant MCAT band missing vs school MCAT average missing,,25,present_components_only,,missing,missing,,,,"clamp(1, 10, 7 + (applicant_mcat - school_mcat) / 2)",missing applicant MCAT or school MCAT,missing applicant MCAT; missing applicant GPA; missing school MCAT; missing school GPA; missing applicant state for OOS fit
template_profile,Template Profile,public_template,md_mcgovern_medical_school_at_uthealth_houston_houston_texas,McGovern Medical School at UTHealth Houston,Decision Rank,Admissions Score,admissions_gpa_fit_score,Gpa Fit,,,,,,,Applicant GPA band missing vs school GPA average missing,,20,present_components_only,,missing,missing,,,,"clamp(1, 10, 7 + (applicant_gpa - school_gpa) / 0.08)",missing applicant GPA or school GPA,missing applicant MCAT; missing applicant GPA; missing school MCAT; missing school GPA; missing applicant state for OOS fit
template_profile,Template Profile,public_template,md_mcgovern_medical_school_at_uthealth_houston_houston_texas,McGovern Medical School at UTHealth Houston,Decision Rank,Admissions Score,admissions_oos_friendliness_score,Oos Friendliness,,,,TX,,missing_applicant_state,Applicant state missing; school state TX,,15,present_components_only,,missing,missing,admissions_policies.csv,https://lcme.org/directory/accredited-programs/,derived from residency and available policy,same state = 10; OOS accepted = 6; OOS not accepted = 1; missing policy = 4,missing applicant state,missing applicant MCAT; missing applicant GPA; missing school MCAT; missing school GPA; missing applicant state for OOS fit
template_profile,Template Profile,public_template,md_mcgovern_medical_school_at_uthealth_houston_houston_texas,McGovern Medical School at UTHealth Houston,Decision Rank,Admissions Score,admissions_mission_fit_score,Mission Fit,,,,,,,,,20,present_components_only,,missing,missing,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",1-10 score where higher means stronger fit,component input missing,
template_profile,Template Profile,public_template,md_mcgovern_medical_school_at_uthealth_houston_houston_texas,McGovern Medical School at UTHealth Houston,Decision Rank,Admissions Score,admissions_research_fit_score,Research Fit,,,,,,,,,10,present_components_only,,missing,missing,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",1-10 score where higher means stronger fit,component input missing,
template_profile,Template Profile,public_template,md_mcgovern_medical_school_at_uthealth_houston_houston_texas,McGovern Medical School at UTHealth Houston,Decision Rank,Admissions Score,admissions_clinical_fit_score,Clinical Fit,,,,,,,,,10,present_components_only,,missing,missing,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",1-10 score where higher means stronger fit,component input missing,
template_profile,Template Profile,public_template,md_texas_tech_university_health_sciences_center_school_of_medicine_lubbock_texas,Texas Tech University Health Sciences Center School of Medicine,Decision Rank,Admissions Score,admissions_mcat_fit_score,Mcat Fit,,509.7,,510-513,,,Applicant MCAT band missing vs school MCAT average 509.7,,25,present_components_only,,missing,missing,ProspectiveDoctor; Shemmassian; The Match Guy,http://elpaso.ttuhsc.edu/som/admissions/; http://www.ttuhsc.edu/som/admissions/; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,approved_third_party_candidate_major_conflict,"clamp(1, 10, 7 + (applicant_mcat - school_mcat) / 2)",missing applicant MCAT or school MCAT,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit
template_profile,Template Profile,public_template,md_texas_tech_university_health_sciences_center_school_of_medicine_lubbock_texas,Texas Tech University Health Sciences Center School of Medicine,Decision Rank,Admissions Score,admissions_gpa_fit_score,Gpa Fit,,3.83,,Greater than 3.79,,,Applicant GPA band missing vs school GPA average 3.83,,20,present_components_only,,missing,missing,ProspectiveDoctor; Shemmassian; The Match Guy,http://elpaso.ttuhsc.edu/som/admissions/; http://www.ttuhsc.edu/som/admissions/; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,approved_third_party_candidate_major_conflict,"clamp(1, 10, 7 + (applicant_gpa - school_gpa) / 0.08)",missing applicant GPA or school GPA,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit
template_profile,Template Profile,public_template,md_texas_tech_university_health_sciences_center_school_of_medicine_lubbock_texas,Texas Tech University Health Sciences Center School of Medicine,Decision Rank,Admissions Score,admissions_oos_friendliness_score,Oos Friendliness,,,,TX,,missing_applicant_state,Applicant state missing; school state TX,,15,present_components_only,,missing,missing,admissions_policies.csv,https://lcme.org/directory/accredited-programs/,derived from residency and available policy,same state = 10; OOS accepted = 6; OOS not accepted = 1; missing policy = 4,missing applicant state,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit
template_profile,Template Profile,public_template,md_texas_tech_university_health_sciences_center_school_of_medicine_lubbock_texas,Texas Tech University Health Sciences Center School of Medicine,Decision Rank,Admissions Score,admissions_mission_fit_score,Mission Fit,,,,,,,,,20,present_components_only,,missing,missing,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",1-10 score where higher means stronger fit,component input missing,
template_profile,Template Profile,public_template,md_texas_tech_university_health_sciences_center_school_of_medicine_lubbock_texas,Texas Tech University Health Sciences Center School of Medicine,Decision Rank,Admissions Score,admissions_research_fit_score,Research Fit,,,,,,,,,10,present_components_only,,missing,missing,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",1-10 score where higher means stronger fit,component input missing,
template_profile,Template Profile,public_template,md_texas_tech_university_health_sciences_center_school_of_medicine_lubbock_texas,Texas Tech University Health Sciences Center School of Medicine,Decision Rank,Admissions Score,admissions_clinical_fit_score,Clinical Fit,,,,,,,,,10,present_components_only,,missing,missing,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",1-10 score where higher means stronger fit,component input missing,
template_profile,Template Profile,public_template,md_university_of_houston_tilman_j_fertitta_family_college_of_medicine_houston_texas,University of Houston Tilman J. Fertitta Family College of Medicine,Decision Rank,Admissions Score,admissions_mcat_fit_score,Mcat Fit,,512,,510-513,,,Applicant MCAT band missing vs school MCAT average 512,,25,present_components_only,,missing,missing,Shemmassian,https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,third_party_published_average_low_quality,"clamp(1, 10, 7 + (applicant_mcat - school_mcat) / 2)",missing applicant MCAT or school MCAT,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit; low stats data quality
template_profile,Template Profile,public_template,md_university_of_houston_tilman_j_fertitta_family_college_of_medicine_houston_texas,University of Houston Tilman J. Fertitta Family College of Medicine,Decision Rank,Admissions Score,admissions_gpa_fit_score,Gpa Fit,,3.84,,Greater than 3.79,,,Applicant GPA band missing vs school GPA average 3.84,,20,present_components_only,,missing,missing,Shemmassian,https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,third_party_published_average_low_quality,"clamp(1, 10, 7 + (applicant_gpa - school_gpa) / 0.08)",missing applicant GPA or school GPA,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit; low stats data quality
template_profile,Template Profile,public_template,md_university_of_houston_tilman_j_fertitta_family_college_of_medicine_houston_texas,University of Houston Tilman J. Fertitta Family College of Medicine,Decision Rank,Admissions Score,admissions_oos_friendliness_score,Oos Friendliness,,,,TX,,missing_applicant_state,Applicant state missing; school state TX,,15,present_components_only,,missing,missing,admissions_policies.csv,https://lcme.org/directory/accredited-programs/,derived from residency and available policy,same state = 10; OOS accepted = 6; OOS not accepted = 1; missing policy = 4,missing applicant state,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit; low stats data quality
template_profile,Template Profile,public_template,md_university_of_houston_tilman_j_fertitta_family_college_of_medicine_houston_texas,University of Houston Tilman J. Fertitta Family College of Medicine,Decision Rank,Admissions Score,admissions_mission_fit_score,Mission Fit,,,,,,,,,20,present_components_only,,missing,missing,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",1-10 score where higher means stronger fit,component input missing,
template_profile,Template Profile,public_template,md_university_of_houston_tilman_j_fertitta_family_college_of_medicine_houston_texas,University of Houston Tilman J. Fertitta Family College of Medicine,Decision Rank,Admissions Score,admissions_research_fit_score,Research Fit,,,,,,,,,10,present_components_only,,missing,missing,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",1-10 score where higher means stronger fit,component input missing,
template_profile,Template Profile,public_template,md_university_of_houston_tilman_j_fertitta_family_college_of_medicine_houston_texas,University of Houston Tilman J. Fertitta Family College of Medicine,Decision Rank,Admissions Score,admissions_clinical_fit_score,Clinical Fit,,,,,,,,,10,present_components_only,,missing,missing,LCME Accredited Programs,https://lcme.org/directory/accredited-programs/,"School identity, city, state, and accreditation fields source-verified; scoring fields intentionally blank.",1-10 score where higher means stronger fit,component input missing,
template_profile,Template Profile,public_template,md_university_of_texas_rio_grande_valley_school_of_medicine_edinburg_texas,University of Texas Rio Grande Valley School of Medicine,Decision Rank,Admissions Score,admissions_mcat_fit_score,Mcat Fit,,509.5,,510-513,,,Applicant MCAT band missing vs school MCAT average 509.5,,25,present_components_only,,missing,missing,ProspectiveDoctor; Shemmassian,http://www.utrgv.edu/school-of-medicine/admissions-and-aid/index.htm; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,third_party_published_average_medium_quality,"clamp(1, 10, 7 + (applicant_mcat - school_mcat) / 2)",missing applicant MCAT or school MCAT,missing applicant MCAT; missing applicant GPA; missing applicant state for OOS fit
