severity,file,row_id,field,message,suggested_fix
warning,data/manual/admissions_source_queue.csv,md_university_of_mississippi_school_of_medicine_jackson_mississippi,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_university_of_missouri_columbia_school_of_medicine_columbia_missouri,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_university_of_missouri_kansas_city_school_of_medicine_kansas_city_missouri,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_saint_louis_university_school_of_medicine_st_louis_missouri,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_washington_university_in_st_louis_school_of_medicine_st_louis_missouri,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_creighton_university_school_of_medicine_omaha_nebraska,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_university_of_nebraska_college_of_medicine_omaha_nebraska,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_kirk_kerkorian_school_of_medicine_at_unlv_las_vegas_nevada,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_roseman_university_college_of_medicine_las_vegas_nevada,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_university_of_nevada_reno_school_of_medicine_reno_nevada,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_geisel_school_of_medicine_at_dartmouth_hanover_new_hampshire,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_cooper_medical_school_of_rowan_university_camden_new_jersey,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_rutgers_new_jersey_medical_school_newark_new_jersey,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_hackensack_meridian_school_of_medicine_nutley_new_jersey,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_rutgers_robert_wood_johnson_medical_school_piscataway_new_jersey,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_university_of_new_mexico_school_of_medicine_albuquerque_new_mexico,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_albany_medical_college_albany_new_york,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_suny_downstate_health_sciences_university_college_of_medicine_brooklyn_new_york,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_jacobs_school_of_medicine_and_biomedical_sciences_at_the_university_at_buffalo_b,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_donald_and_barbara_zucker_school_of_medicine_at_hofstra_northwell_hempstead_new_,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_nyu_grossman_long_island_school_of_medicine_mineola_new_york,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_albert_einstein_college_of_medicine_new_york_new_york,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_cuny_school_of_medicine_new_york_new_york,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_columbia_university_vagelos_college_of_physicians_and_surgeons_new_york_new_york,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_icahn_school_of_medicine_at_mount_sinai_new_york_new_york,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_nyu_grossman_school_of_medicine_new_york_new_york,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_weill_cornell_medicine_new_york_new_york,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_university_of_rochester_school_of_medicine_and_dentistry_rochester_new_york,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_renaissance_school_of_medicine_at_stony_brook_university_stony_brook_new_york,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_state_university_of_new_york_upstate_medical_university_alan_and_marlene_norton_,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_new_york_medical_college_valhalla_new_york,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_university_of_north_carolina_school_of_medicine_chapel_hill_north_carolina,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_duke_university_school_of_medicine_durham_north_carolina,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_methodist_university_cape_fear_valley_health_school_of_medicine_fayetteville_nor,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_brody_school_of_medicine_at_east_carolina_university_greenville_north_carolina,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_wake_forest_university_school_of_medicine_winston_salem_north_carolina,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_university_of_north_dakota_school_of_medicine_and_health_sciences_grand_forks_no,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_university_of_cincinnati_college_of_medicine_cincinnati_ohio,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_case_western_reserve_university_school_of_medicine_cleveland_ohio,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_the_ohio_state_university_college_of_medicine_columbus_ohio,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_boonshoft_school_of_medicine_wright_state_university_dayton_ohio,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_northeast_ohio_medical_university_college_of_medicine_rootstown_ohio,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_university_of_toledo_college_of_medicine_and_life_sciences_toledo_ohio,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_university_of_oklahoma_college_of_medicine_oklahoma_city_oklahoma,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_oregon_health_and_science_university_school_of_medicine_portland_oregon,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_penn_state_college_of_medicine_hershey_pennsylvania,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_drexel_university_college_of_medicine_philadelphia_pennsylvania,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_lewis_katz_school_of_medicine_at_temple_university_philadelphia_pennsylvania,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_raymond_and_ruth_perelman_school_of_medicine_at_the_university_of_pennsylvania_p,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_sidney_kimmel_medical_college_at_thomas_jefferson_university_philadelphia_pennsy,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_university_of_pittsburgh_school_of_medicine_pittsburgh_pennsylvania,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_geisinger_commonwealth_school_of_medicine_scranton_pennsylvania,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_the_warren_alpert_medical_school_of_brown_university_providence_rhode_island,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_medical_university_of_south_carolina_college_of_medicine_charleston_south_caroli,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_university_of_south_carolina_kay_and_c_edward_floyd_m_d_school_of_medicine_colum,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_university_of_south_carolina_school_of_medicine_greenville_greenville_south_caro,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_university_of_south_dakota_sanford_school_of_medicine_vermillion_south_dakota,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_east_tennessee_state_university_james_h_quillen_college_of_medicine_johnson_city,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_university_of_tennessee_health_science_center_college_of_medicine_memphis_tennes,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_meharry_medical_college_school_of_medicine_nashville_tennessee,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_thomas_f_frist_jr_college_of_medicine_at_belmont_university_nashville_tennessee,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_vanderbilt_university_school_of_medicine_nashville_tennessee,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_dell_medical_school_university_of_texas_at_austin_austin_texas,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_texas_a_and_m_university_naresh_k_vashisht_college_of_medicine_college_station_t,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_university_of_texas_southwestern_medical_school_dallas_texas,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_university_of_texas_rio_grande_valley_school_of_medicine_edinburg_texas,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_paul_l_foster_school_of_medicine_texas_tech_university_health_sciences_center_at,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_anne_burnett_marion_school_of_medicine_at_texas_christian_university_fort_worth_,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_university_of_texas_medical_branch_john_sealy_school_of_medicine_galveston_texas,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_baylor_college_of_medicine_school_of_medicine_houston_texas,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_mcgovern_medical_school_at_uthealth_houston_houston_texas,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_university_of_houston_tilman_j_fertitta_family_college_of_medicine_houston_texas,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_texas_tech_university_health_sciences_center_school_of_medicine_lubbock_texas,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_the_university_of_texas_at_san_antonio_joe_r_and_teresa_lozano_long_school_of_me,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_the_university_of_texas_at_tyler_school_of_medicine_tyler_texas,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_spencer_fox_eccles_school_of_medicine_at_the_university_of_utah_salt_lake_city_u,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_robert_larner_m_d_college_of_medicine_at_the_university_of_vermont_burlington_ve,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_university_of_virginia_school_of_medicine_charlottesville_virginia,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_eastern_virginia_medical_school_at_old_dominion_university_norfolk_virginia,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_virginia_commonwealth_university_school_of_medicine_richmond_virginia,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_virginia_tech_carilion_school_of_medicine_roanoke_virginia,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_university_of_washington_school_of_medicine_seattle_washington,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_washington_state_university_elson_s_floyd_college_of_medicine_spokane_washington,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_marshall_university_joan_c_edwards_school_of_medicine_huntington_west_virginia,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_west_virginia_university_school_of_medicine_morgantown_west_virginia,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_university_of_wisconsin_school_of_medicine_and_public_health_madison_wisconsin,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/manual/admissions_source_queue.csv,md_medical_college_of_wisconsin_milwaukee_wisconsin,candidate_source_url,Admissions source queue URL is blank.,Add a public admissions profile URL when reviewed.
warning,data/school_master.csv,do_vcom_auburn_campus_edward_via_college_of_osteopathic_medicine_auburn_alabama,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_acom_alabama_college_of_osteopathic_medicine_dothan_alabama,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_mwu_azcom_midwestern_university_arizona_college_of_osteopathic_medicine_glendale,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_atsu_soma_a_t_still_university_school_of_osteopathic_medicine_in_arizona_mesa_ar,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_tvcom_the_valley_college_of_osteopathic_medicine_phoenix_arizona,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_arcom_arkansas_college_of_osteopathic_medicine_fort_smith_arkansas,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_nyitcom_jonesboro_new_york_institute_of_technology_college_of_osteopathic_medici,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_chsu_com_california_health_sciences_university_college_of_osteopathic_medicine_c,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_westernu_comp_western_university_of_health_sciences_college_of_osteopathic_medic,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_tucom_touro_university_college_of_osteopathic_medicine_california_vallejo_califo,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_unc_com_university_of_northern_colorado_college_of_osteopathic_medicine_greely_c,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_rvucom_rocky_vista_university_college_of_osteopathic_medicine_parker_colorado,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_lecom_bradenton_lake_erie_college_of_osteopathic_medicine_bradenton_bradenton_fl,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_ocom_orlando_college_of_osteopathic_medicine_celebration_florida,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_nsu_kpcom_clearwater_nova_southeastern_university_dr_kiran_c_patel_college_of_os,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_nsu_kpcom_nova_southeastern_university_dr_kiran_c_patel_college_of_osteopathic_m,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_lecom_jacksonville_lake_erie_college_of_osteopathic_medicine_jacksonville_jackso,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_bcsom_fl_burrell_college_school_of_osteopathic_medicine_florida_melbourne_florid,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_lmu_dcom_orange_park_lincoln_memorial_university_debusk_college_of_osteopathic_m,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_pcom_south_georgia_philadelphia_college_of_osteopathic_medicine_south_georgia_mo,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_pcom_georgia_philadelphia_college_of_osteopathic_medicine_georgia_suwanee_georgi,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_icom_idaho_college_of_osteopathic_medicine_meridian_idaho,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_illinoiscom_illinois_college_of_osteopathic_medicine_chicago_illinois,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_mwu_ccom_midwestern_university_chicago_college_of_osteopathic_medicine_downers_g,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_mu_wcom_marian_university_tom_and_julie_wood_college_of_osteopathic_medicine_ind,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_dmu_com_des_moines_university_college_of_osteopathic_medicine_west_des_moines_io,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_kansascom_kansas_health_sciences_center_kansas_college_of_osteopathic_medicine_w,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_up_kycom_university_of_pikeville_kentucky_college_of_osteopathic_medicine_pikevi,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_vcom_louisiana_edward_via_college_of_osteopathic_medicine_louisiana_campus_monro,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_unecom_university_of_new_england_college_of_osteopathic_medicine_biddeford_maine,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_msom_meritus_school_of_osteopathic_medicine_hagerstown_maryland,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_msucom_dmc_michigan_state_university_college_of_osteopathic_medicine_detroit_mic,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_msucom_michigan_state_university_college_of_osteopathic_medicine_east_lansing_mi,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_msucom_muc_michigan_state_university_college_of_osteopathic_medicine_macomb_mich,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_wcucom_william_carey_university_college_of_osteopathic_medicine_hattiesburg_miss,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_kcu_com_joplin_kansas_city_university_of_medicine_and_biosciences_college_of_ost,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_kcu_com_kansas_city_university_of_medicine_and_biosciences_college_of_osteopathi,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_atsu_kcom_a_t_still_university_kirksville_college_of_osteopathic_medicine_kirksv,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_rvu_mcom_rocky_vista_university_montana_college_of_osteopathic_medicine_billings,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_tourocom_great_falls_touro_college_of_osteopathic_medicine_great_falls_great_fal,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_tuncom_touro_university_nevada_college_of_osteopathic_medicine_henderson_nevada,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_rowan_virtuasom_sewell_rowan_virtua_school_of_osteopathic_medicine_sewell_new_je,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_rowan_virtuasom_rowan_virtua_school_of_osteopathic_medicine_stratford_new_jersey,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_bcsom_burrell_college_school_of_osteopathic_medicine_las_cruces_new_mexico,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_dyu_com_d_youville_university_college_of_osteopathic_medicine_buffalo_new_york,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_lecom_elmira_lake_erie_college_of_osteopathic_medicine_elmira_elmira_new_york,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_tourocom_middletown_touro_college_of_osteopathic_medicine_middletown_new_york,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_tourocom_harlem_touro_college_of_osteopathic_medicine_new_york_new_york,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_nyitcom_new_york_institute_of_technology_college_of_osteopathic_medicine_old_wes,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_cusom_campbell_university_jerry_m_wallace_school_of_osteopathic_medicine_buies_c,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_ou_hcom_ohio_university_heritage_college_of_osteopathic_medicine_athens_ohio,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_ou_hcom_cleveland_ohio_university_heritage_college_of_osteopathic_medicine_cleve,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_ou_hcom_dublin_ohio_university_heritage_college_of_osteopathic_medicine_dublin_d,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_osu_com_tahlequah_oklahoma_state_university_center_for_health_sciences_college_o,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_osu_com_oklahoma_state_university_center_for_health_sciences_college_of_osteopat,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
warning,data/school_master.csv,do_westernu_comp_northwest_western_university_of_health_sciences_college_of_osteopa,ranking_coverage,Low ranking coverage for weighted score inputs.,"Research and enter 1-10 score inputs, or keep this warning until later data phases."
