source_table,source_row_number,source_school_name,source_state,source_degree_type,best_school_id,best_school_name,best_match_score,second_school_id,second_school_name,second_match_score,match_label,review_reason,recommended_action
aamc_msar_admission_policies.csv,111,Northeast Ohio Medical University,OH,MD,md_northeast_ohio_medical_university_college_of_medicine_rootstown_ohio,Northeast Ohio Medical University College of Medicine,0.795,md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,0.648,review,below_safe_threshold,review source match
aamc_msar_admission_policies.csv,121,Pennsylvania State University College of Medicine,PA,MD,md_drexel_university_college_of_medicine_philadelphia_pennsylvania,Drexel University College of Medicine,0.75,md_penn_state_college_of_medicine_hershey_pennsylvania,Penn State College of Medicine,0.74,review,ambiguous_match_gap,review source match
aamc_msar_admission_policies.csv,122,Perelman School of Medicine at the University of Pennsylvania,PA,MD,md_raymond_and_ruth_perelman_school_of_medicine_at_the_university_of_pennsylvania_p,Raymond and Ruth Perelman School of Medicine at the University of Pennsylvania,0.881,md_university_of_pittsburgh_school_of_medicine_pittsburgh_pennsylvania,University of Pittsburgh School of Medicine,0.706,review,below_safe_threshold,review source match
aamc_msar_admission_policies.csv,125,Ponce Health Sciences University School of Medicine,PR,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_admission_policies.csv,126,San Juan Bautista School of Medicine,PR,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_admission_policies.csv,127,Universidad Central del Caribe School of Medicine,PR,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_admission_policies.csv,131,University of South Carolina School of Medicine Columbia,SC,MD,md_university_of_south_carolina_school_of_medicine_greenville_greenville_south_caro,"University of South Carolina School of Medicine, Greenville",0.843,md_medical_university_of_south_carolina_college_of_medicine_charleston_south_caroli,Medical University of South Carolina College of Medicine,0.82,review,ambiguous_match_gap,review source match
aamc_msar_admission_policies.csv,135,Meharry Medical College,TN,MD,md_meharry_medical_college_school_of_medicine_nashville_tennessee,Meharry Medical College School of Medicine,0.742,md_thomas_f_frist_jr_college_of_medicine_at_belmont_university_nashville_tennessee,"Thomas F. Frist, Jr. College of Medicine at Belmont University",0.474,no_match,low_match_score,review source match
aamc_msar_admission_policies.csv,139,Anne Burnett Marion School of Medicine at TCU,TX,MD,md_anne_burnett_marion_school_of_medicine_at_texas_christian_university_fort_worth_,Anne Burnett Marion School of Medicine at Texas Christian University,0.772,md_baylor_college_of_medicine_school_of_medicine_houston_texas,Baylor College of Medicine School of Medicine,0.551,review,below_safe_threshold,review source match
aamc_msar_admission_policies.csv,140,Baylor College of Medicine,TX,MD,md_baylor_college_of_medicine_school_of_medicine_houston_texas,Baylor College of Medicine School of Medicine,0.868,md_the_university_of_texas_at_tyler_school_of_medicine_tyler_texas,The University of Texas at Tyler School of Medicine,0.557,review,below_safe_threshold,review source match
aamc_msar_admission_policies.csv,141,McGovern Medical School at the University of Texas Health Science Center at Houston,TX,MD,md_texas_tech_university_health_sciences_center_school_of_medicine_lubbock_texas,Texas Tech University Health Sciences Center School of Medicine,0.785,md_mcgovern_medical_school_at_uthealth_houston_houston_texas,McGovern Medical School at UTHealth Houston,0.727,review,below_safe_threshold,review source match
aamc_msar_admission_policies.csv,142,Texas A&M University School of Medicine,TX,MD,md_the_university_of_texas_at_tyler_school_of_medicine_tyler_texas,The University of Texas at Tyler School of Medicine,0.865,md_dell_medical_school_university_of_texas_at_austin_austin_texas,Dell Medical School – University of Texas at Austin,0.81,review,below_safe_threshold,review source match
aamc_msar_admission_policies.csv,146,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,TX,MD,md_the_university_of_texas_at_san_antonio_joe_r_and_teresa_lozano_long_school_of_me,The University of Texas at San Antonio Joe R. and Teresa Lozano Long School of Medicine,0.863,md_texas_tech_university_health_sciences_center_school_of_medicine_lubbock_texas,Texas Tech University Health Sciences Center School of Medicine,0.755,review,below_safe_threshold,review source match
aamc_msar_admission_policies.csv,153,Eastern Virginia Medical School,VA,MD,md_virginia_tech_carilion_school_of_medicine_roanoke_virginia,Virginia Tech Carilion School of Medicine,0.725,md_eastern_virginia_medical_school_at_old_dominion_university_norfolk_virginia,Eastern Virginia Medical School at Old Dominion University,0.721,no_match,low_match_score,review source match
aamc_msar_admission_policies.csv,164,University of British Columbia Faculty of Medicine,BC,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_admission_policies.csv,165,"Max Rady College of Medicine, Rady Faculty of Health Sciences, University of Manitoba",MB,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_admission_policies.csv,166,Memorial University of Newfoundland Faculty of Medicine,NL,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_admission_policies.csv,167,Dalhousie University Faculty of Medicine,NS,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_admission_policies.csv,168,McMaster University Michael G. DeGroote School of Medicine,ON,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_admission_policies.csv,169,Northern Ontario School of Medicine,ON,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_admission_policies.csv,17,"University of California, Los Angeles David Geffen School of Medicine",CA,MD,md_university_of_california_san_diego_school_of_medicine_san_diego_california,"University of California, San Diego School of Medicine",0.826,md_university_of_california_davis_school_of_medicine_davis_california,"University of California, Davis School of Medicine",0.819,review,ambiguous_match_gap,review source match
aamc_msar_admission_policies.csv,170,Queen's University Faculty of Health Sciences,ON,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_admission_policies.csv,171,The University of Western Ontario - Schulich School of Medicine & Dentistry,ON,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_admission_policies.csv,173,University of Ottawa Faculty of Medicine,ON,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_admission_policies.csv,174,University of Toronto Temerty Faculty of Medicine,ON,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_admission_policies.csv,175,Universite de Montreal Faculty of Medicine,QC,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_admission_policies.csv,176,University of Saskatchewan College of Medicine,SK,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_admission_policies.csv,5,Arizona State University School of Medicine and Advanced Medical Engineering (SOMME),AZ,MD,md_arizona_state_university_john_shufeldt_school_of_medicine_and_medical_engineerin,Arizona State University John Shufeldt School of Medicine and Medical Engineering,0.846,md_university_of_arizona_college_of_medicine_tucson_tucson_arizona,University of Arizona College of Medicine - Tucson,0.598,review,below_safe_threshold,review source match
aamc_msar_admission_policies.csv,55,Louisiana State University School of Medicine in New Orleans,LA,MD,md_louisiana_state_university_school_of_medicine_in_shreveport_shreveport_louisiana,Louisiana State University School of Medicine in Shreveport,0.867,md_tulane_university_school_of_medicine_new_orleans_louisiana,Tulane University School of Medicine,0.689,review,below_safe_threshold,review source match
aamc_msar_admission_policies.csv,6,University of Arizona College of Medicine,AZ,MD,md_university_of_arizona_college_of_medicine_tucson_tucson_arizona,University of Arizona College of Medicine - Tucson,0.909,md_university_of_arizona_college_of_medicine_phoenix_phoenix_arizona,University of Arizona College of Medicine - Phoenix,0.897,review,ambiguous_match_gap,review source match
aamc_msar_admission_policies.csv,65,Central Michigan University College of Medicine,MI,MD,md_covenant_healthcare_college_of_medicine_at_central_michigan_university_mount_ple,Covenant HealthCare College of Medicine at Central Michigan University,0.815,md_michigan_state_university_college_of_human_medicine_east_lansing_michigan,Michigan State University College of Human Medicine,0.783,review,below_safe_threshold,review source match
aamc_msar_admission_policies.csv,81,University of North Carolina at Chapel Hill School of Medicine,NC,MD,md_university_of_north_carolina_school_of_medicine_chapel_hill_north_carolina,University of North Carolina School of Medicine,0.872,md_brody_school_of_medicine_at_east_carolina_university_greenville_north_carolina,Brody School of Medicine at East Carolina University,0.747,review,below_safe_threshold,review source match
aamc_msar_applications_accepted.csv,111,Northeast Ohio Medical University,OH,MD,md_northeast_ohio_medical_university_college_of_medicine_rootstown_ohio,Northeast Ohio Medical University College of Medicine,0.795,md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,0.648,review,below_safe_threshold,review source match
aamc_msar_applications_accepted.csv,121,Pennsylvania State University College of Medicine,PA,MD,md_drexel_university_college_of_medicine_philadelphia_pennsylvania,Drexel University College of Medicine,0.75,md_penn_state_college_of_medicine_hershey_pennsylvania,Penn State College of Medicine,0.74,review,ambiguous_match_gap,review source match
aamc_msar_applications_accepted.csv,122,Perelman School of Medicine at the University of Pennsylvania,PA,MD,md_raymond_and_ruth_perelman_school_of_medicine_at_the_university_of_pennsylvania_p,Raymond and Ruth Perelman School of Medicine at the University of Pennsylvania,0.881,md_university_of_pittsburgh_school_of_medicine_pittsburgh_pennsylvania,University of Pittsburgh School of Medicine,0.706,review,below_safe_threshold,review source match
aamc_msar_applications_accepted.csv,125,Ponce Health Sciences University School of Medicine,PR,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_applications_accepted.csv,126,San Juan Bautista School of Medicine,PR,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_applications_accepted.csv,127,Universidad Central del Caribe School of Medicine,PR,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_applications_accepted.csv,128,University of Puerto Rico School of Medicine,PR,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_applications_accepted.csv,131,University of South Carolina School of Medicine Columbia,SC,MD,md_university_of_south_carolina_school_of_medicine_greenville_greenville_south_caro,"University of South Carolina School of Medicine, Greenville",0.843,md_medical_university_of_south_carolina_college_of_medicine_charleston_south_caroli,Medical University of South Carolina College of Medicine,0.82,review,ambiguous_match_gap,review source match
aamc_msar_applications_accepted.csv,135,Meharry Medical College,TN,MD,md_meharry_medical_college_school_of_medicine_nashville_tennessee,Meharry Medical College School of Medicine,0.742,md_thomas_f_frist_jr_college_of_medicine_at_belmont_university_nashville_tennessee,"Thomas F. Frist, Jr. College of Medicine at Belmont University",0.474,no_match,low_match_score,review source match
aamc_msar_applications_accepted.csv,139,Anne Burnett Marion School of Medicine at TCU,TX,MD,md_anne_burnett_marion_school_of_medicine_at_texas_christian_university_fort_worth_,Anne Burnett Marion School of Medicine at Texas Christian University,0.772,md_baylor_college_of_medicine_school_of_medicine_houston_texas,Baylor College of Medicine School of Medicine,0.551,review,below_safe_threshold,review source match
aamc_msar_applications_accepted.csv,140,Baylor College of Medicine,TX,MD,md_baylor_college_of_medicine_school_of_medicine_houston_texas,Baylor College of Medicine School of Medicine,0.868,md_the_university_of_texas_at_tyler_school_of_medicine_tyler_texas,The University of Texas at Tyler School of Medicine,0.557,review,below_safe_threshold,review source match
aamc_msar_applications_accepted.csv,141,McGovern Medical School at the University of Texas Health Science Center at Houston,TX,MD,md_texas_tech_university_health_sciences_center_school_of_medicine_lubbock_texas,Texas Tech University Health Sciences Center School of Medicine,0.785,md_mcgovern_medical_school_at_uthealth_houston_houston_texas,McGovern Medical School at UTHealth Houston,0.727,review,below_safe_threshold,review source match
aamc_msar_applications_accepted.csv,142,Texas A&M University School of Medicine,TX,MD,md_the_university_of_texas_at_tyler_school_of_medicine_tyler_texas,The University of Texas at Tyler School of Medicine,0.865,md_dell_medical_school_university_of_texas_at_austin_austin_texas,Dell Medical School – University of Texas at Austin,0.81,review,below_safe_threshold,review source match
aamc_msar_applications_accepted.csv,146,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,TX,MD,md_the_university_of_texas_at_san_antonio_joe_r_and_teresa_lozano_long_school_of_me,The University of Texas at San Antonio Joe R. and Teresa Lozano Long School of Medicine,0.863,md_texas_tech_university_health_sciences_center_school_of_medicine_lubbock_texas,Texas Tech University Health Sciences Center School of Medicine,0.755,review,below_safe_threshold,review source match
aamc_msar_applications_accepted.csv,153,Eastern Virginia Medical School,VA,MD,md_virginia_tech_carilion_school_of_medicine_roanoke_virginia,Virginia Tech Carilion School of Medicine,0.725,md_eastern_virginia_medical_school_at_old_dominion_university_norfolk_virginia,Eastern Virginia Medical School at Old Dominion University,0.721,no_match,low_match_score,review source match
aamc_msar_applications_accepted.csv,164,University of British Columbia Faculty of Medicine,BC,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_applications_accepted.csv,165,"Max Rady College of Medicine, Rady Faculty of Health Sciences, University of Manitoba",MB,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_applications_accepted.csv,166,Memorial University of Newfoundland Faculty of Medicine,NL,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_applications_accepted.csv,167,Dalhousie University Faculty of Medicine,NS,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_applications_accepted.csv,168,McMaster University Michael G. DeGroote School of Medicine,ON,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_applications_accepted.csv,169,Northern Ontario School of Medicine,ON,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_applications_accepted.csv,17,"University of California, Los Angeles David Geffen School of Medicine",CA,MD,md_university_of_california_san_diego_school_of_medicine_san_diego_california,"University of California, San Diego School of Medicine",0.826,md_university_of_california_davis_school_of_medicine_davis_california,"University of California, Davis School of Medicine",0.819,review,ambiguous_match_gap,review source match
aamc_msar_applications_accepted.csv,170,Queen's University Faculty of Health Sciences,ON,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_applications_accepted.csv,171,The University of Western Ontario - Schulich School of Medicine & Dentistry,ON,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_applications_accepted.csv,172,Toronto Metropolitan University School of Medicine,ON,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_applications_accepted.csv,173,University of Ottawa Faculty of Medicine,ON,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_applications_accepted.csv,174,University of Toronto Temerty Faculty of Medicine,ON,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_applications_accepted.csv,175,Universite de Montreal Faculty of Medicine,QC,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_applications_accepted.csv,176,University of Saskatchewan College of Medicine,SK,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_applications_accepted.csv,5,Arizona State University School of Medicine and Advanced Medical Engineering (SOMME),AZ,MD,md_arizona_state_university_john_shufeldt_school_of_medicine_and_medical_engineerin,Arizona State University John Shufeldt School of Medicine and Medical Engineering,0.846,md_university_of_arizona_college_of_medicine_tucson_tucson_arizona,University of Arizona College of Medicine - Tucson,0.598,review,below_safe_threshold,review source match
aamc_msar_applications_accepted.csv,55,Louisiana State University School of Medicine in New Orleans,LA,MD,md_louisiana_state_university_school_of_medicine_in_shreveport_shreveport_louisiana,Louisiana State University School of Medicine in Shreveport,0.867,md_tulane_university_school_of_medicine_new_orleans_louisiana,Tulane University School of Medicine,0.689,review,below_safe_threshold,review source match
aamc_msar_applications_accepted.csv,6,University of Arizona College of Medicine,AZ,MD,md_university_of_arizona_college_of_medicine_tucson_tucson_arizona,University of Arizona College of Medicine - Tucson,0.909,md_university_of_arizona_college_of_medicine_phoenix_phoenix_arizona,University of Arizona College of Medicine - Phoenix,0.897,review,ambiguous_match_gap,review source match
aamc_msar_applications_accepted.csv,65,Central Michigan University College of Medicine,MI,MD,md_covenant_healthcare_college_of_medicine_at_central_michigan_university_mount_ple,Covenant HealthCare College of Medicine at Central Michigan University,0.815,md_michigan_state_university_college_of_human_medicine_east_lansing_michigan,Michigan State University College of Human Medicine,0.783,review,below_safe_threshold,review source match
aamc_msar_applications_accepted.csv,81,University of North Carolina at Chapel Hill School of Medicine,NC,MD,md_university_of_north_carolina_school_of_medicine_chapel_hill_north_carolina,University of North Carolina School of Medicine,0.872,md_brody_school_of_medicine_at_east_carolina_university_greenville_north_carolina,Brody School of Medicine at East Carolina University,0.747,review,below_safe_threshold,review source match
aamc_msar_community_college_coursework.csv,111,Northeast Ohio Medical University,OH,MD,md_northeast_ohio_medical_university_college_of_medicine_rootstown_ohio,Northeast Ohio Medical University College of Medicine,0.795,md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,0.648,review,below_safe_threshold,review source match
aamc_msar_community_college_coursework.csv,121,Pennsylvania State University College of Medicine,PA,MD,md_drexel_university_college_of_medicine_philadelphia_pennsylvania,Drexel University College of Medicine,0.75,md_penn_state_college_of_medicine_hershey_pennsylvania,Penn State College of Medicine,0.74,review,ambiguous_match_gap,review source match
aamc_msar_community_college_coursework.csv,122,Perelman School of Medicine at the University of Pennsylvania,PA,MD,md_raymond_and_ruth_perelman_school_of_medicine_at_the_university_of_pennsylvania_p,Raymond and Ruth Perelman School of Medicine at the University of Pennsylvania,0.881,md_university_of_pittsburgh_school_of_medicine_pittsburgh_pennsylvania,University of Pittsburgh School of Medicine,0.706,review,below_safe_threshold,review source match
aamc_msar_community_college_coursework.csv,125,Ponce Health Sciences University School of Medicine,PR,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_community_college_coursework.csv,126,San Juan Bautista School of Medicine,PR,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_community_college_coursework.csv,127,Universidad Central del Caribe School of Medicine,PR,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_community_college_coursework.csv,128,University of Puerto Rico School of Medicine,PR,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_community_college_coursework.csv,131,University of South Carolina School of Medicine Columbia,SC,MD,md_university_of_south_carolina_school_of_medicine_greenville_greenville_south_caro,"University of South Carolina School of Medicine, Greenville",0.843,md_medical_university_of_south_carolina_college_of_medicine_charleston_south_caroli,Medical University of South Carolina College of Medicine,0.82,review,ambiguous_match_gap,review source match
aamc_msar_community_college_coursework.csv,135,Meharry Medical College,TN,MD,md_meharry_medical_college_school_of_medicine_nashville_tennessee,Meharry Medical College School of Medicine,0.742,md_thomas_f_frist_jr_college_of_medicine_at_belmont_university_nashville_tennessee,"Thomas F. Frist, Jr. College of Medicine at Belmont University",0.474,no_match,low_match_score,review source match
aamc_msar_community_college_coursework.csv,139,Anne Burnett Marion School of Medicine at TCU,TX,MD,md_anne_burnett_marion_school_of_medicine_at_texas_christian_university_fort_worth_,Anne Burnett Marion School of Medicine at Texas Christian University,0.772,md_baylor_college_of_medicine_school_of_medicine_houston_texas,Baylor College of Medicine School of Medicine,0.551,review,below_safe_threshold,review source match
aamc_msar_community_college_coursework.csv,140,Baylor College of Medicine,TX,MD,md_baylor_college_of_medicine_school_of_medicine_houston_texas,Baylor College of Medicine School of Medicine,0.868,md_the_university_of_texas_at_tyler_school_of_medicine_tyler_texas,The University of Texas at Tyler School of Medicine,0.557,review,below_safe_threshold,review source match
aamc_msar_community_college_coursework.csv,141,McGovern Medical School at the University of Texas Health Science Center at Houston,TX,MD,md_texas_tech_university_health_sciences_center_school_of_medicine_lubbock_texas,Texas Tech University Health Sciences Center School of Medicine,0.785,md_mcgovern_medical_school_at_uthealth_houston_houston_texas,McGovern Medical School at UTHealth Houston,0.727,review,below_safe_threshold,review source match
aamc_msar_community_college_coursework.csv,142,Texas A&M University School of Medicine,TX,MD,md_the_university_of_texas_at_tyler_school_of_medicine_tyler_texas,The University of Texas at Tyler School of Medicine,0.865,md_dell_medical_school_university_of_texas_at_austin_austin_texas,Dell Medical School – University of Texas at Austin,0.81,review,below_safe_threshold,review source match
aamc_msar_community_college_coursework.csv,146,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,TX,MD,md_the_university_of_texas_at_san_antonio_joe_r_and_teresa_lozano_long_school_of_me,The University of Texas at San Antonio Joe R. and Teresa Lozano Long School of Medicine,0.863,md_texas_tech_university_health_sciences_center_school_of_medicine_lubbock_texas,Texas Tech University Health Sciences Center School of Medicine,0.755,review,below_safe_threshold,review source match
aamc_msar_community_college_coursework.csv,153,Eastern Virginia Medical School,VA,MD,md_virginia_tech_carilion_school_of_medicine_roanoke_virginia,Virginia Tech Carilion School of Medicine,0.725,md_eastern_virginia_medical_school_at_old_dominion_university_norfolk_virginia,Eastern Virginia Medical School at Old Dominion University,0.721,no_match,low_match_score,review source match
aamc_msar_community_college_coursework.csv,164,University of British Columbia Faculty of Medicine,BC,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_community_college_coursework.csv,165,"Max Rady College of Medicine, Rady Faculty of Health Sciences, University of Manitoba",MB,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_community_college_coursework.csv,166,Memorial University of Newfoundland Faculty of Medicine,NL,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_community_college_coursework.csv,167,Dalhousie University Faculty of Medicine,NS,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_community_college_coursework.csv,168,McMaster University Michael G. DeGroote School of Medicine,ON,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_community_college_coursework.csv,169,Northern Ontario School of Medicine,ON,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_community_college_coursework.csv,17,"University of California, Los Angeles David Geffen School of Medicine",CA,MD,md_university_of_california_san_diego_school_of_medicine_san_diego_california,"University of California, San Diego School of Medicine",0.826,md_university_of_california_davis_school_of_medicine_davis_california,"University of California, Davis School of Medicine",0.819,review,ambiguous_match_gap,review source match
aamc_msar_community_college_coursework.csv,170,Queen's University Faculty of Health Sciences,ON,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_community_college_coursework.csv,171,The University of Western Ontario - Schulich School of Medicine & Dentistry,ON,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_community_college_coursework.csv,173,University of Ottawa Faculty of Medicine,ON,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_community_college_coursework.csv,174,University of Toronto Temerty Faculty of Medicine,ON,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_community_college_coursework.csv,175,Universite de Montreal Faculty of Medicine,QC,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_community_college_coursework.csv,176,University of Saskatchewan College of Medicine,SK,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_community_college_coursework.csv,5,Arizona State University School of Medicine and Advanced Medical Engineering (SOMME),AZ,MD,md_arizona_state_university_john_shufeldt_school_of_medicine_and_medical_engineerin,Arizona State University John Shufeldt School of Medicine and Medical Engineering,0.846,md_university_of_arizona_college_of_medicine_tucson_tucson_arizona,University of Arizona College of Medicine - Tucson,0.598,review,below_safe_threshold,review source match
aamc_msar_community_college_coursework.csv,55,Louisiana State University School of Medicine in New Orleans,LA,MD,md_louisiana_state_university_school_of_medicine_in_shreveport_shreveport_louisiana,Louisiana State University School of Medicine in Shreveport,0.867,md_tulane_university_school_of_medicine_new_orleans_louisiana,Tulane University School of Medicine,0.689,review,below_safe_threshold,review source match
aamc_msar_community_college_coursework.csv,6,University of Arizona College of Medicine,AZ,MD,md_university_of_arizona_college_of_medicine_tucson_tucson_arizona,University of Arizona College of Medicine - Tucson,0.909,md_university_of_arizona_college_of_medicine_phoenix_phoenix_arizona,University of Arizona College of Medicine - Phoenix,0.897,review,ambiguous_match_gap,review source match
aamc_msar_community_college_coursework.csv,65,Central Michigan University College of Medicine,MI,MD,md_covenant_healthcare_college_of_medicine_at_central_michigan_university_mount_ple,Covenant HealthCare College of Medicine at Central Michigan University,0.815,md_michigan_state_university_college_of_human_medicine_east_lansing_michigan,Michigan State University College of Human Medicine,0.783,review,below_safe_threshold,review source match
aamc_msar_community_college_coursework.csv,81,University of North Carolina at Chapel Hill School of Medicine,NC,MD,md_university_of_north_carolina_school_of_medicine_chapel_hill_north_carolina,University of North Carolina School of Medicine,0.872,md_brody_school_of_medicine_at_east_carolina_university_greenville_north_carolina,Brody School of Medicine at East Carolina University,0.747,review,below_safe_threshold,review source match
aamc_msar_daca_policies.csv,121,Pennsylvania State University College of Medicine,PA,MD,md_drexel_university_college_of_medicine_philadelphia_pennsylvania,Drexel University College of Medicine,0.75,md_penn_state_college_of_medicine_hershey_pennsylvania,Penn State College of Medicine,0.74,review,ambiguous_match_gap,review source match
aamc_msar_daca_policies.csv,122,Perelman School of Medicine at the University of Pennsylvania,PA,MD,md_raymond_and_ruth_perelman_school_of_medicine_at_the_university_of_pennsylvania_p,Raymond and Ruth Perelman School of Medicine at the University of Pennsylvania,0.881,md_university_of_pittsburgh_school_of_medicine_pittsburgh_pennsylvania,University of Pittsburgh School of Medicine,0.706,review,below_safe_threshold,review source match
aamc_msar_daca_policies.csv,125,Ponce Health Sciences University School of Medicine,PR,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_daca_policies.csv,126,San Juan Bautista School of Medicine,PR,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
aamc_msar_daca_policies.csv,135,Meharry Medical College,TN,MD,md_meharry_medical_college_school_of_medicine_nashville_tennessee,Meharry Medical College School of Medicine,0.742,md_thomas_f_frist_jr_college_of_medicine_at_belmont_university_nashville_tennessee,"Thomas F. Frist, Jr. College of Medicine at Belmont University",0.474,no_match,low_match_score,review source match
aamc_msar_daca_policies.csv,142,Texas A&M University School of Medicine,TX,MD,md_the_university_of_texas_at_tyler_school_of_medicine_tyler_texas,The University of Texas at Tyler School of Medicine,0.865,md_dell_medical_school_university_of_texas_at_austin_austin_texas,Dell Medical School – University of Texas at Austin,0.81,review,below_safe_threshold,review source match
aamc_msar_daca_policies.csv,146,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,TX,MD,md_the_university_of_texas_at_san_antonio_joe_r_and_teresa_lozano_long_school_of_me,The University of Texas at San Antonio Joe R. and Teresa Lozano Long School of Medicine,0.863,md_texas_tech_university_health_sciences_center_school_of_medicine_lubbock_texas,Texas Tech University Health Sciences Center School of Medicine,0.755,review,below_safe_threshold,review source match
aamc_msar_daca_policies.csv,17,"University of California, Los Angeles David Geffen School of Medicine",CA,MD,md_university_of_california_san_diego_school_of_medicine_san_diego_california,"University of California, San Diego School of Medicine",0.826,md_university_of_california_davis_school_of_medicine_davis_california,"University of California, Davis School of Medicine",0.819,review,ambiguous_match_gap,review source match
aamc_msar_daca_policies.csv,81,University of North Carolina at Chapel Hill School of Medicine,NC,MD,md_university_of_north_carolina_school_of_medicine_chapel_hill_north_carolina,University of North Carolina School of Medicine,0.872,md_brody_school_of_medicine_at_east_carolina_university_greenville_north_carolina,Brody School of Medicine at East Carolina University,0.747,review,below_safe_threshold,review source match
aamc_msar_deposit_information.csv,110,Northeast Ohio Medical University,OH,MD,md_northeast_ohio_medical_university_college_of_medicine_rootstown_ohio,Northeast Ohio Medical University College of Medicine,0.795,md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,0.648,review,below_safe_threshold,review source match
aamc_msar_deposit_information.csv,120,Pennsylvania State University College of Medicine,PA,MD,md_drexel_university_college_of_medicine_philadelphia_pennsylvania,Drexel University College of Medicine,0.75,md_penn_state_college_of_medicine_hershey_pennsylvania,Penn State College of Medicine,0.74,review,ambiguous_match_gap,review source match
aamc_msar_deposit_information.csv,121,Perelman School of Medicine at the University of Pennsylvania,PA,MD,md_raymond_and_ruth_perelman_school_of_medicine_at_the_university_of_pennsylvania_p,Raymond and Ruth Perelman School of Medicine at the University of Pennsylvania,0.881,md_university_of_pittsburgh_school_of_medicine_pittsburgh_pennsylvania,University of Pittsburgh School of Medicine,0.706,review,below_safe_threshold,review source match
aamc_msar_deposit_information.csv,124,Ponce Health Sciences University School of Medicine,PR,MD,,,0,,,0,no_match,no_compatible_active_school,review source match
