school_id,school_name,degree_type,candidate_source_url,candidate_source_title,candidate_source_type,source_host,official_domain_status,official_domain_score,fetch_status,extraction_status,review_status,review_reason,evidence_text,recommended_action,last_checked,notes
md_northwestern_university_feinberg_school_of_medicine_chicago_illinois,Northwestern University Feinberg School of Medicine,MD,http://www.feinberg.northwestern.edu/admissions/index.html,MD Admissions : MD Admissions: Feinberg School of Medicine,class_profile,feinberg.northwestern.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_oakland_university_william_beaumont_school_of_medicine_rochester_michigan,Oakland University William Beaumont School of Medicine,MD,https://www.oakland.edu/medicine/admissions/ouwb-class-profile/,Class Profile - Oakland University William Beaumont School of Medicine - Oakland University,class_profile,oakland.edu,official_school_domain_family,0.90,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_oakland_university_william_beaumont_school_of_medicine_rochester_michigan,Oakland University William Beaumont School of Medicine,MD,https://wwwp.oakland.edu/medicine/admissions/about/,Oakland University William Beaumont School of Medicine,admissions_page,wwwp.oakland.edu,official_school_domain,1.00,fetch_failed_http_500,fetch_failed_http_500,needs_review,fetch_failed_http_500,,Review source manually.,2026-06-08,HTTP Error 500: Internal Server Error
md_oregon_health_and_science_university_school_of_medicine_portland_oregon,Oregon Health & Science University School of Medicine,MD,http://www.ohsu.edu/xd/education/schools/school-of-medicine/education/future-students.cfm,Academic and Training Programs | OHSU OHSU Home Search icon OHSU flame logo in white OHSU Braille services OHSU sign language services OHSU interpreter services,school_homepage,ohsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found. Fetched official domain seed in less conservative mode.
md_oregon_health_and_science_university_school_of_medicine_portland_oregon,Oregon Health & Science University School of Medicine,MD,https://www.ohsu.edu/school-of-dentistry/dmd-program-entering-class-statistics,DMD Program Entering Class Statistics | OHSU OHSU Home Search icon OHSU flame logo in white OHSU Braille services OHSU sign language services OHSU interpreter services,class_profile,ohsu.edu,official_school_domain,1.00,fetched,rejected_minimum_requirement,needs_review,minimum_requirement_context,,Do not apply unless a reviewer verifies these are class profile values.,2026-06-08,Only rejected minimum/eligibility contexts found: science_or_bcpm_gpa_context.
md_oregon_health_and_science_university_school_of_medicine_portland_oregon,Oregon Health & Science University School of Medicine,MD,https://www.ohsu.edu/school-of-medicine/moore-institute/fun-facts-about-placenta,Fun Facts About the Placenta | OHSU OHSU Home Search icon OHSU flame logo in white OHSU Braille services OHSU sign language services OHSU interpreter services,school_homepage,ohsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_oregon_health_and_science_university_school_of_medicine_portland_oregon,Oregon Health & Science University School of Medicine,MD,https://www.ohsu.edu/school-of-medicine/physician-assistant/class-profiles,Class Profiles | OHSU OHSU Home Search icon OHSU flame logo in white OHSU Braille services OHSU sign language services OHSU interpreter services,class_profile,ohsu.edu,official_school_domain,1.00,fetched,rejected_non_md_program_context,needs_review,non_md_program_context,ience credits as a post-baccalaureate student. 2019 2020 2021 2022 2023 2024 Applicants 1694 1230 1396 1184 1322 1313 Interviews 160 150 144 136 175 153 Selected 42 41 30 32 41 41 Average GPA 3.42 3.47 3.53 3.54 3.52 3.66 Average HCE (years) 3.0 2.75 2.2 2.1 2.9 2.5 Average Age 29 29 27 26 27 25 OR Resident 27 25 15 12 13 16 Non-OR Resident 15 16 15 20 28 26 OHSU flame logo,Do not apply to MD admissions stats; source appears to describe another program.,2026-06-08,Rejected because the official source appears to describe a non-MD program.
md_paul_l_foster_school_of_medicine_texas_tech_university_health_sciences_center_at,Paul L. Foster School of Medicine Texas Tech University Health Sciences Center at El Paso,MD,http://elpaso.ttuhsc.edu/som/admissions/,Office of Admissions | Paul L. Foster School of Medicine | Texas Tech Health El Paso,annual_report,elpaso.ttuhsc.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found. Fetched official domain seed in less conservative mode.
md_paul_l_foster_school_of_medicine_texas_tech_university_health_sciences_center_at,Paul L. Foster School of Medicine Texas Tech University Health Sciences Center at El Paso,MD,http://elpaso.ttuhsc.edu/som/studentaffairs/incoming-student-resources/default.aspx,Incoming Class Student Resources | Texas Tech Health El Paso,annual_report,elpaso.ttuhsc.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_rutgers_new_jersey_medical_school_newark_new_jersey,Rutgers New Jersey Medical School,MD,http://njms.rutgers.edu/admissions/prospective/index.cfm,Rutgers New Jersey Medical School,admissions_page,njms.rutgers.edu,official_school_domain,1.00,fetch_failed_http_404,fetch_failed_http_404,needs_review,fetch_failed_http_404,,Review source manually.,2026-06-08,HTTP Error 404: Not Found
md_rutgers_robert_wood_johnson_medical_school_piscataway_new_jersey,"Rutgers, Robert Wood Johnson Medical School",MD,http://rwjms.rutgers.edu/education/admissions/index.html,Rutgers Robert Wood Johnson Medical School,admissions_page,rwjms.rutgers.edu,official_school_domain,1.00,fetch_failed_http_404,fetch_failed_http_404,needs_review,fetch_failed_http_404,,Review source manually.,2026-06-08,HTTP Error 404: Not Found
md_saint_louis_university_school_of_medicine_st_louis_missouri,Saint Louis University School of Medicine,MD,http://www.slu.edu/medicine/admissions,Saint Louis University School of Medicine,admissions_page,slu.edu,official_school_domain,1.00,fetch_failed_http_404,fetch_failed_http_404,needs_review,fetch_failed_http_404,,Review source manually.,2026-06-08,HTTP Error 404: Not Found
md_saint_louis_university_school_of_medicine_st_louis_missouri,Saint Louis University School of Medicine,MD,https://www.slu.edu/medicine/about/-pdf/slu-24-annual-report.pdf,slu-24-annual-report.pdf,class_profile,slu.edu,official_school_domain,1.00,fetched,needs_review_partial_stats,needs_review,partial_stats,"MY: 13 MS, 2 PHD MEDICAL ANATOMY & PHYSIOLOGY POST-BACCALAUREATE PROGRAM:14 3.89 63% STUDENTS ARE FROM CENTRAL U.S.A. 46% STUDENTS ARE FROM MISSOURI OR ILLINOIS 5,809 APPLICATIONS 513 AVERAGE MCAT 176 STUDENTS 55% ARE MALE 45% ARE FEMALE 2024 BY THE NUMBERS UNDERGRADUATE OVERALL GPA GRADUATE MEDICAL EDUCATION: SSM HEALTH/SAINT LOUIS UNIVERSITY RESIDENCY PROGRAMS TRAINED 686",Review source manually; accepted rows require both MCAT and GPA.,2026-06-08,Only one MCAT/GPA value was extracted or source is below official-domain threshold.
md_saint_louis_university_school_of_medicine_st_louis_missouri,Saint Louis University School of Medicine,MD,https://www.slu.edu/medicine/ignatian-mission/-pdf/covid-19-vaccine-facts-for-the-community-and-faith-based-organizations.pdf,covid-19-vaccine-facts-for-the-community-and-faith-based-organizations.pdf,annual_report,slu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_saint_louis_university_school_of_medicine_st_louis_missouri,Saint Louis University School of Medicine,MD,https://www.slu.edu/medicine/strategic-plan/-img/sp-annual-report-cover.jpg,Sitemap stats-like URL,annual_report,slu.edu,official_school_domain,1.00,image_ocr_text_empty,image_ocr_text_empty,needs_review,image_ocr_text_empty,,Review image manually; OCR produced no text.,2026-06-08,image_ocr_text_empty
md_saint_louis_university_school_of_medicine_st_louis_missouri,Saint Louis University School of Medicine,MD,https://www.slu.edu/medicine/strategic-plan/-pdf/slu--som-annual-report-2024.pdf,slu--som-annual-report-2024.pdf,class_profile,slu.edu,official_school_domain,1.00,fetched,needs_review_partial_stats,needs_review,partial_stats,"MY: 13 MS, 2 PHD MEDICAL ANATOMY & PHYSIOLOGY POST-BACCALAUREATE PROGRAM:14 3.89 63% STUDENTS ARE FROM CENTRAL U.S.A. 46% STUDENTS ARE FROM MISSOURI OR ILLINOIS 5,809 APPLICATIONS 513 AVERAGE MCAT 176 STUDENTS 55% ARE MALE 45% ARE FEMALE 2024 BY THE NUMBERS UNDERGRADUATE OVERALL GPA GRADUATE MEDICAL EDUCATION: SSM HEALTH/SAINT LOUIS UNIVERSITY RESIDENCY PROGRAMS TRAINED 686",Review source manually; accepted rows require both MCAT and GPA.,2026-06-08,Only one MCAT/GPA value was extracted or source is below official-domain threshold.
md_saint_louis_university_school_of_medicine_st_louis_missouri,Saint Louis University School of Medicine,MD,https://www.slu.edu/medicine/strategic-plan/-pdf/slu-annual-report-24-final.pdf,slu-annual-report-24-final.pdf,class_profile,slu.edu,official_school_domain,1.00,fetched,needs_review_partial_stats,needs_review,partial_stats,"MY: 13 MS, 2 PHD MEDICAL ANATOMY & PHYSIOLOGY POST-BACCALAUREATE PROGRAM:14 3.89 63% STUDENTS ARE FROM CENTRAL U.S.A. 46% STUDENTS ARE FROM MISSOURI OR ILLINOIS 5,809 APPLICATIONS 513 AVERAGE MCAT 176 STUDENTS 55% ARE MALE 45% ARE FEMALE 2024 BY THE NUMBERS UNDERGRADUATE OVERALL GPA GRADUATE MEDICAL EDUCATION: SSM HEALTH/SAINT LOUIS UNIVERSITY RESIDENCY PROGRAMS TRAINED 686",Review source manually; accepted rows require both MCAT and GPA.,2026-06-08,Only one MCAT/GPA value was extracted or source is below official-domain threshold.
md_saint_louis_university_school_of_medicine_st_louis_missouri,Saint Louis University School of Medicine,MD,https://www.slu.edu/medicine/strategic-plan/-pdf/som-annual-report.pdf,som-annual-report.pdf,class_profile,slu.edu,official_school_domain,1.00,fetched,needs_review_partial_stats,needs_review,partial_stats,accepted Med Scholars) 29.11% SLU SOM Applicant / Matriculant Average MCAT and GPA SLU 2025 5yr SLU average 5yr national average Applicant Avg MCAT 509.8 510.06 506.2 Matriculant Avg MCAT 509.8 510.06 506.2 Applicant Avg GPA 509.8 510.06 506.2 Matriculant Avg GPA 509.8 510.06 506.2 STRENGTH OF OUR ALUMNI NETWORK Our alumni play a critical role in elevating our profile an,Review source manually; accepted rows require both MCAT and GPA.,2026-06-08,Only one MCAT/GPA value was extracted or source is below official-domain threshold.
md_sidney_kimmel_medical_college_at_thomas_jefferson_university_philadelphia_pennsy,Sidney Kimmel Medical College at Thomas Jefferson University,MD,http://www.jefferson.edu/university/skmc/admissions.html,Sidney Kimmel Medical College at Thomas Jefferson University,admissions_page,jefferson.edu,official_school_domain,1.00,fetch_failed_http_404,fetch_failed_http_404,needs_review,fetch_failed_http_404,,Review source manually.,2026-06-08,HTTP Error 404: Not Found
md_southern_illinois_university_school_of_medicine_springfield_illinois,Southern Illinois University School of Medicine,MD,http://www.siumed.edu/studentaffairs/admissions/home.html,Southern Illinois University School of Medicine,admissions_page,siumed.edu,official_school_domain,1.00,fetch_failed_http_404,fetch_failed_http_404,needs_review,fetch_failed_http_404,,Review source manually.,2026-06-08,HTTP Error 404: Not Found
md_stanford_university_school_of_medicine_palo_alto_california,Stanford University School of Medicine,MD,http://med.stanford.edu/md-admissions.html,MD Admissions | MD Admissions | Stanford Medicine,class_profile,med.stanford.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found. Fetched official domain seed in less conservative mode.
md_stanford_university_school_of_medicine_palo_alto_california,Stanford University School of Medicine,MD,https://med.stanford.edu/md-admissions/facts-and-figures.html,Facts and Figures | MD Admissions | Stanford Medicine,annual_report,med.stanford.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_stanford_university_school_of_medicine_palo_alto_california,Stanford University School of Medicine,MD,https://med.stanford.edu/school/facts.html,Facts & Figures | School of Medicine | Stanford Medicine,school_homepage,med.stanford.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_texas_tech_university_health_sciences_center_school_of_medicine_lubbock_texas,Texas Tech University Health Sciences Center School of Medicine,MD,http://www.ttuhsc.edu/som/admissions/,Texas Tech University Health Sciences Center School of Medicine - Lubbock,admissions_page,ttuhsc.edu,official_school_domain,1.00,fetch_failed_http_404,fetch_failed_http_404,needs_review,fetch_failed_http_404,,Review source manually.,2026-06-08,HTTP Error 404: Not Found
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/about-us/fast-facts,Leaders in Transforming Health,annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report,ENT Annual Report | Ohio State College of Medicine,annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/3d-surgical-modeling,Study aims to expand access to 3D surgical modeling | Ohio State College of Medicine,annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/aerodigestive-research-core-lab,Aerodigestive Research Lab expands impact | Ohio State College of Medicine,annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/department-self-study,ENT department strategic growth | Ohio State College of Medicine,annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/elliana-devore,"Elliana DeVore, MD, joins the Division of Laryngology | Ohio State College of Medicine",annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/esophageal-disorders-conference,Monthly Esophageal Disorders Conference | Ohio State College of Medicine,annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/expanded-vestibular-research-laboratory,Expanded vestibular research laboratory | Ohio State College of Medicine,annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/immunotherapy,Innovation in Immunotherapy and Allergy Care| Ohio State College of Medicine,annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/jeffrey-steitz,"Jeffrey Steitz, MD, joins division of facial plastic and reconstruction surgery | Ohio State College of Medicine",annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/lateral-skull-base-surgery,Enhanced lateral skull base surgery | Ohio State College of Medicine,annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/liquid-biomarkers,Using liquid biomarkers to improve outcomes for HPV-related HNSCC | Ohio State College of Medicine,annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/message-from-chair,ENT Annual Report – Message from the Chair | Ohio State College of Medicine,annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/pediatric-ent-collaboration,Expanding pediatric ENT care in Toledo | Ohio State College of Medicine,annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/rekha-raveendran,"Rekha Raveendran, MD, named Division Director of Allergy and Immunology | Ohio State College of Medicine",annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/resident-and-fellow-endowment-fund,ENT-Head and Neck Surgery launches resident and fellow endowment fund | Ohio State College of Medicine,annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/robert-macielak,"Robert Macielak, MD, joins Division of Otology | Ohio State College of Medicine",annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/top-ranked-otolaryngology-residency-program,ENT residency program leverages advanced technology | Ohio State College of Medicine,annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/vestibular-schwannoma-surgery,Restoring hearing after vestibular schwannoma surgery | Ohio State College of Medicine,annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/victoria-nguyen,"Victoria Nguyen, DO, joins the Division of Allergy | Ohio State College of Medicine",annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/education/md/admissions,MD Program Admissions | Ohio State College of Medicine,school_homepage,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found. Fetched official domain seed in less conservative mode.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/education/md/admissions/before-you-apply/facts,"Medical School Curriculum, Culture & Facts | Ohio State College of Medicine",class_profile,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_the_warren_alpert_medical_school_of_brown_university_providence_rhode_island,The Warren Alpert Medical School of Brown University,MD,https://www.brown.edu/academics/medical/admission/,Admissions | Medical School | Brown University,class_profile,brown.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_tufts_university_school_of_medicine_boston_massachusetts,Tufts University School of Medicine,MD,http://medicine.tufts.edu/Admissions.aspx,Tufts University School of Medicine,admissions_page,medicine.tufts.edu,official_school_domain,1.00,fetch_failed_http_404,fetch_failed_http_404,needs_review,fetch_failed_http_404,,Review source manually.,2026-06-08,HTTP Error 404: Not Found
md_tulane_university_school_of_medicine_new_orleans_louisiana,Tulane University School of Medicine,MD,http://www2.tulane.edu/som/admissions/index.cfm,Tulane University School of Medicine,admissions_page,www2.tulane.edu,official_school_domain,1.00,fetch_failed_http_404,fetch_failed_http_404,needs_review,fetch_failed_http_404,,Review source manually.,2026-06-08,HTTP Error 404: Not Found
md_uniformed_services_university_of_the_health_sciences_f_edward_h_bert_school_of_m,"Uniformed Services University of the Health Sciences, F. Edward Hébert School of Medicine",MD,https://medschool.usuhs.edu/admissions/application-requirements,"Medschool, Admissions, Application Requirements",annual_report,medschool.usuhs.edu,official_school_domain,1.00,fetched,rejected_minimum_requirement,needs_review,minimum_requirement_context,,Do not apply unless a reviewer verifies these are class profile values.,2026-06-08,Only rejected minimum/eligibility contexts found: minimum_requirement_context:eligible; minimum_requirement_context:minimum; science_or_bcpm_gpa_context.
md_uniformed_services_university_of_the_health_sciences_f_edward_h_bert_school_of_m,"Uniformed Services University of the Health Sciences, F. Edward Hébert School of Medicine",MD,https://medschool.usuhs.edu/sur/research/murtha-cancer-center/annual-reports,"MEDSCHOOL, SUR, Research, Murtha Cancer Center, Annual Reports",annual_report,medschool.usuhs.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_university_of_arizona_college_of_medicine_phoenix_phoenix_arizona,University of Arizona College of Medicine - Phoenix,MD,http://phoenixmed.arizona.edu/admissions,MD Admissions | The University of Arizona College of Medicine – Phoenix uofA_logo uofA_logo,annual_report,phoenixmed.arizona.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found. Fetched official domain seed in less conservative mode.
md_university_of_arizona_college_of_medicine_tucson_tucson_arizona,University of Arizona College of Medicine - Tucson,MD,http://medicine.arizona.edu/admissions,Admissions | College of Medicine - Tucson,annual_report,medicine.arizona.edu,official_school_domain,1.00,fetched,rejected_minimum_requirement,needs_review,minimum_requirement_context,,Do not apply unless a reviewer verifies these are class profile values.,2026-06-08,Only rejected minimum/eligibility contexts found: minimum_requirement_context:must have; science_or_bcpm_gpa_context. Fetched official domain seed in less conservative mode.
md_university_of_arkansas_for_medical_sciences_college_of_medicine_little_rock_arka,University of Arkansas for Medical Sciences College of Medicine,MD,http://medicine.uams.edu/for-medical-school-applicants/,For Medical School Applicants | UAMS College of Medicine,annual_report,medicine.uams.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found. Fetched official domain seed in less conservative mode.
md_university_of_arkansas_for_medical_sciences_college_of_medicine_little_rock_arka,University of Arkansas for Medical Sciences College of Medicine,MD,https://medicine.uams.edu/about/fast-facts/,Fast Facts | UAMS College of Medicine,school_homepage,medicine.uams.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_university_of_arkansas_for_medical_sciences_college_of_medicine_little_rock_arka,University of Arkansas for Medical Sciences College of Medicine,MD,https://medicine.uams.edu/blog/dfpm-reds-tips-team-releases-public-annual-report/,DFPM-RED’s TIPS team releases public Annual Report | UAMS College of Medicine,annual_report,medicine.uams.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_university_of_california_davis_school_of_medicine_davis_california,"University of California, Davis School of Medicine",MD,http://www.ucdmc.ucdavis.edu/mdprogram/admissions/index.html,Admission Overview | M.D. Programs | UC Davis School of Medicine,annual_report,ucdmc.ucdavis.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found. Fetched official domain seed in less conservative mode.
md_university_of_california_irvine_school_of_medicine_irvine_california,"University of California, Irvine School of Medicine",MD,http://www.meded.uci.edu/admissions/class-statistics/,Medical Education | UC Irvine School of Medicine Open Menu Close Menu,annual_report,meded.uci.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_university_of_california_irvine_school_of_medicine_irvine_california,"University of California, Irvine School of Medicine",MD,http://www.meded.uci.edu/admissions/entering-class-statistics/,Medical Education | UC Irvine School of Medicine Open Menu Close Menu,annual_report,meded.uci.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_university_of_california_irvine_school_of_medicine_irvine_california,"University of California, Irvine School of Medicine",MD,http://www.meded.uci.edu/admissions/index.asp,Medical Education | UC Irvine School of Medicine Open Menu Close Menu,annual_report,meded.uci.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found. Fetched official domain seed in less conservative mode.
