school_id,school_name,degree_type,candidate_source_url,candidate_source_title,candidate_source_type,source_host,official_domain_status,official_domain_score,fetch_status,extraction_status,review_status,review_reason,evidence_text,recommended_action,last_checked,notes
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,https://med.fsu.edu/newspubs/publications/2015-annual-report,2015 annual report | College of Medicine,annual_report,med.fsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,https://med.fsu.edu/newspubs/publications/2016-annual-report,2016 annual report | College of Medicine,annual_report,med.fsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,https://med.fsu.edu/newspubs/publications/2017-annual-report-0,2017 annual report | College of Medicine,annual_report,med.fsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,https://med.fsu.edu/newspubs/publications/2018-annual-report,2018 Annual Report | College of Medicine,annual_report,med.fsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,https://med.fsu.edu/orlando/directory/student-profiles,Student Profiles | College of Medicine,class_profile,med.fsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,https://med.fsu.edu/pensacola/directory/student-profiles,Student Profiles | College of Medicine,class_profile,med.fsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,https://med.fsu.edu/sarasota/directory/student-profiles,Student Profiles | College of Medicine,class_profile,med.fsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,https://med.fsu.edu/studentaffairs/student-profiles,Student Profiles | College of Medicine,class_profile,med.fsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,https://med.fsu.edu/tallahassee/directory/student-profiles,Student Profiles | College of Medicine,class_profile,med.fsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,https://med.fsu.edu/thomasvilleprogram/student-profiles,Student Profiles | College of Medicine,class_profile,med.fsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_frank_h_netter_md_school_of_medicine_at_quinnipiac_university_north_haven_connec,Frank H. Netter MD School of Medicine at Quinnipiac University,MD,https://www.qu.edu/schools/medicine/admissions.html,Apply for Admission | Frank H. Netter MD School of Medicine Quinnipiac University,class_profile,qu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_geisel_school_of_medicine_at_dartmouth_hanover_new_hampshire,Geisel School of Medicine at Dartmouth,MD,http://geiselmed.dartmouth.edu/admissions/,MD Admissions,school_homepage,geiselmed.dartmouth.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found. Fetched official domain seed in less conservative mode.
md_geisinger_commonwealth_school_of_medicine_scranton_pennsylvania,Geisinger Commonwealth School of Medicine,MD,https://tcmc.edu/admissions/md-admissions/,Geisinger Commonwealth School of Medicine,admissions_page,tcmc.edu,official_school_domain,1.00,fetch_failed_url_error,fetch_failed_url_error,needs_review,fetch_failed_url_error,,Review source manually.,2026-06-08,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1016)
md_geisinger_commonwealth_school_of_medicine_scranton_pennsylvania,Geisinger Commonwealth School of Medicine,MD,https://www.geisinger.edu/education/admissions/md-admissions/application-process,Letter requirement URL from normalized source table,admissions_page,geisinger.edu,official_school_domain,1.00,fetch_failed_url_error,fetch_failed_url_error,needs_review,fetch_failed_url_error,,Review source manually.,2026-06-08,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1016)
md_george_washington_university_school_of_medicine_and_health_sciences_washington_d,George Washington University School of Medicine and Health Sciences,MD,http://smhs.gwu.edu/academics/md-program/admissions,Admissions | School of Medicine and Health Sciences,class_profile,smhs.gwu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found. Fetched official domain seed in less conservative mode.
md_george_washington_university_school_of_medicine_and_health_sciences_washington_d,George Washington University School of Medicine and Health Sciences,MD,http://smhs.gwu.edu/academics/md-program/admissions/student-profile,Student Profile | School of Medicine and Health Sciences,class_profile,smhs.gwu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_george_washington_university_school_of_medicine_and_health_sciences_washington_d,George Washington University School of Medicine and Health Sciences,MD,https://smhs.gwu.edu/academics/md-program/admissions/student-profile,Student Profile | School of Medicine and Health Sciences,class_profile,smhs.gwu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_george_washington_university_school_of_medicine_and_health_sciences_washington_d,George Washington University School of Medicine and Health Sciences,MD,https://smhs.gwu.edu/academics/md-program/admissions/student-profile/abdelrhman-elnasseh,Youmna Jalkh | School of Medicine and Health Sciences,class_profile,smhs.gwu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_george_washington_university_school_of_medicine_and_health_sciences_washington_d,George Washington University School of Medicine and Health Sciences,MD,https://smhs.gwu.edu/academics/md-program/admissions/student-profile/andrew-garcia,Thomas Hong | School of Medicine and Health Sciences,class_profile,smhs.gwu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_george_washington_university_school_of_medicine_and_health_sciences_washington_d,George Washington University School of Medicine and Health Sciences,MD,https://smhs.gwu.edu/academics/md-program/admissions/student-profile/elizabeth-ghandakly,Trinity Rico | School of Medicine and Health Sciences,class_profile,smhs.gwu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_george_washington_university_school_of_medicine_and_health_sciences_washington_d,George Washington University School of Medicine and Health Sciences,MD,https://smhs.gwu.edu/academics/md-program/admissions/student-profile/philip-parel,Philip Parel | School of Medicine and Health Sciences,class_profile,smhs.gwu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_george_washington_university_school_of_medicine_and_health_sciences_washington_d,George Washington University School of Medicine and Health Sciences,MD,https://smhs.gwu.edu/academics/md-program/admissions/student-profile/tyler-bahoravitch,Avi Abrams | School of Medicine and Health Sciences,class_profile,smhs.gwu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_george_washington_university_school_of_medicine_and_health_sciences_washington_d,George Washington University School of Medicine and Health Sciences,MD,https://smhs.gwu.edu/academics/md-program/admissions/student-profile/walters-aji-tebung,Tabitha Demmissie | School of Medicine and Health Sciences,class_profile,smhs.gwu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_hackensack_meridian_school_of_medicine_nutley_new_jersey,Hackensack Meridian School of Medicine,MD,https://www.hmsom.org/admissions/requirements/,Letter requirement URL from normalized source table,admissions_page,hmsom.org,official_school_domain,1.00,fetch_failed_http_404,fetch_failed_http_404,needs_review,fetch_failed_http_404,,Review source manually.,2026-06-08,HTTP Error 404: Not Found
md_harvard_medical_school_boston_massachusetts,Harvard Medical School,MD,https://hms.harvard.edu/departments/admissions,Harvard Medical School,admissions_page,hms.harvard.edu,official_school_domain,1.00,fetch_failed_url_error,fetch_failed_url_error,needs_review,fetch_failed_url_error,,Review source manually.,2026-06-08,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1016)
md_harvard_medical_school_boston_massachusetts,Harvard Medical School,MD,https://meded.hms.harvard.edu/admissions-letters-evaluation,Letter requirement URL from normalized source table,admissions_page,meded.hms.harvard.edu,official_school_domain,1.00,fetch_failed_url_error,fetch_failed_url_error,needs_review,fetch_failed_url_error,,Review source manually.,2026-06-08,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1016)
md_harvard_medical_school_boston_massachusetts,Harvard Medical School,MD,https://www.hms.harvard.edu/md_phd/admissions/process.html,Harvard/MIT MDPhD Program,unknown,hms.harvard.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found. Fetched official domain seed in less conservative mode.
md_howard_university_college_of_medicine_washington_district_of_columbia,Howard University College of Medicine,MD,http://medicine.howard.edu/resources/drug-facts-cigarettes,Drug Facts - Cigarettes | Howard University College of Medicine,school_homepage,medicine.howard.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_howard_university_college_of_medicine_washington_district_of_columbia,Howard University College of Medicine,MD,http://medicine.howard.edu/resources/drug-facts-marijuana,Drug Facts - Marijuana | Howard University College of Medicine,school_homepage,medicine.howard.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_howard_university_college_of_medicine_washington_district_of_columbia,Howard University College of Medicine,MD,http://medicine.howard.edu/resources/drug-facts-marijuana-0,drug facts-marijuana | Howard University College of Medicine,school_homepage,medicine.howard.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_howard_university_college_of_medicine_washington_district_of_columbia,Howard University College of Medicine,MD,http://medicine.howard.edu/resources/drug-factscigarettes,drug facts_cigarettes | Howard University College of Medicine,school_homepage,medicine.howard.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_howard_university_college_of_medicine_washington_district_of_columbia,Howard University College of Medicine,MD,http://medicine.howard.edu/resources/smoking-facts,Smoking Facts | Howard University College of Medicine,school_homepage,medicine.howard.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_howard_university_college_of_medicine_washington_district_of_columbia,Howard University College of Medicine,MD,http://medicine.howard.edu/resources/tobacco-facts,Tobacco Facts | Howard University College of Medicine,school_homepage,medicine.howard.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_howard_university_college_of_medicine_washington_district_of_columbia,Howard University College of Medicine,MD,http://medicine.howard.edu/resources/tobacco-facts-0,Tobacco Facts | Howard University College of Medicine,school_homepage,medicine.howard.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_howard_university_college_of_medicine_washington_district_of_columbia,Howard University College of Medicine,MD,https://medicine.howard.edu/admissions,Admission & Aid | Howard University College of Medicine,class_profile,medicine.howard.edu,official_school_domain,1.00,fetched,rejected_minimum_requirement,needs_review,minimum_requirement_context,,Do not apply unless a reviewer verifies these are class profile values.,2026-06-08,Only rejected minimum/eligibility contexts found: minimum_requirement_context:eligibility; minimum_requirement_context:requirements; science_or_bcpm_gpa_context.
md_icahn_school_of_medicine_at_mount_sinai_new_york_new_york,Icahn School of Medicine at Mount Sinai,MD,http://icahn.mssm.edu/education/medical/admissions,Icahn School of Medicine at Mount Sinai,admissions_page,icahn.mssm.edu,official_school_domain,1.00,fetch_failed_http_403,fetch_failed_http_403,needs_review,fetch_failed_http_403,,Review source manually.,2026-06-08,HTTP Error 403: Forbidden
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,https://medicine.iu.edu/blogs/spirit-of-medicine/doctors-share-facts-to-promote-low-vision-awareness,Doctors share facts to promote low vision awareness Indiana University School of Medicine Contact Us Facebook Instagram LinkedIn Twitter Indiana University School of Medicine,school_homepage,medicine.iu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,https://medicine.iu.edu/blogs/student-life/fast-facts-top-reasons-to-love-all-nine-campuses,Fast facts: Top reasons to love all nine campuses Indiana University School of Medicine Contact Us Facebook Instagram LinkedIn Twitter Indiana University School of Medicine,school_homepage,medicine.iu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,https://medicine.iu.edu/education/md/admissions/,MD Admissions | MD Program | IU School of Medicine Indiana University School of Medicine Contact Us Facebook Instagram LinkedIn Twitter Indiana University School of Medicine,school_homepage,medicine.iu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,https://medicine.iu.edu/internal-medicine/annual-report,Annual Report | Internal Medicine | IU School of Medicine Indiana University School of Medicine Contact Us Facebook Instagram LinkedIn Twitter Indiana University School of Medicine,annual_report,medicine.iu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,https://medicine.iu.edu/magazine/uncovering-the-stone-cold-facts,Uncovering the Stone Cold Facts Indiana University School of Medicine Facebook Instagram LinkedIn Twitter Indiana University School of Medicine,school_homepage,medicine.iu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,https://medicine.iu.edu/news/2009/01/medical-myths-and-facts-spelled-out-in-mini-medical-school,Medical Myths and Facts Spelled Out in Mini Medical School Indiana University School of Medicine Contact Us Facebook Instagram LinkedIn Twitter Indiana University School of Medicine,school_homepage,medicine.iu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,https://medicine.iu.edu/news/2013/03/ctsi-annual-report-announcement-2013,Indiana CTSI releases progress report to highlight growth Indiana University School of Medicine Contact Us Facebook Instagram LinkedIn Twitter Indiana University School of Medicine,annual_report,medicine.iu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,https://medicine.iu.edu/ophthalmology/news-events/annual-report,Annual Report | Ophthalmology | IU School of Medicine Indiana University School of Medicine Contact Us Facebook Instagram LinkedIn Twitter Indiana University School of Medicine,annual_report,medicine.iu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,https://medicine.iu.edu/orthopaedic-surgery/news-events/annual-report,Annual Report | Orthopaedic Surgery | IU School of Medicine Indiana University School of Medicine Contact Us Facebook Instagram LinkedIn Twitter Indiana University School of Medicine,annual_report,medicine.iu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,https://medicine.iu.edu/orthopaedic-surgery/news-events/annual-report/clinical-care,Clinical Care Update | Annual Report | Orthopaedic Surgery | IU School of Medicine Indiana University School of Medicine Contact Us Facebook Instagram LinkedIn Twitter Indiana University School of Medicine,annual_report,medicine.iu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,https://medicine.iu.edu/orthopaedic-surgery/news-events/annual-report/education,Education Update | Annual Report | Orthopaedic Surgery | IU School of Medicine Indiana University School of Medicine Contact Us Facebook Instagram LinkedIn Twitter Indiana University School of Medicine,annual_report,medicine.iu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,https://medicine.iu.edu/orthopaedic-surgery/news-events/annual-report/research,Research Update | Annual Report | Orthopaedic Surgery | IU School of Medicine Indiana University School of Medicine Contact Us Facebook Instagram LinkedIn Twitter Indiana University School of Medicine,annual_report,medicine.iu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_jacobs_school_of_medicine_and_biomedical_sciences_at_the_university_at_buffalo_b,Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo,MD,http://medicine.buffalo.edu/education/md/admissions.html,Admissions - Jacobs School of Medicine and Biomedical Sciences - University at Buffalo,annual_report,medicine.buffalo.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found. Fetched official domain seed in less conservative mode.
md_john_a_burns_school_of_medicine_university_of_hawaii_at_manoa_honolulu_hawaii,John A. Burns School of Medicine University of Hawaii at Manoa,MD,http://jabsom.hawaii.edu/ed-programs/md-program/admissions-program/,University of Hawaii John A. Burns School of Medicine,admissions_page,jabsom.hawaii.edu,official_school_domain,1.00,fetch_failed_http_404,fetch_failed_http_404,needs_review,fetch_failed_http_404,,Review source manually.,2026-06-08,HTTP Error 404: Not Found
md_johns_hopkins_university_school_of_medicine_baltimore_maryland,Johns Hopkins University School of Medicine,MD,http://www.hopkinsmedicine.org/som/admissions/md/,Johns Hopkins University School of Medicine,admissions_page,hopkinsmedicine.org,official_school_domain,1.00,fetch_failed_http_403,fetch_failed_http_403,needs_review,fetch_failed_http_403,,Review source manually.,2026-06-08,HTTP Error 403: Forbidden
md_keck_school_of_medicine_of_the_university_of_southern_california_los_angeles_cal,Keck School of Medicine of the University of Southern California,MD,http://keck.usc.edu/education/md-program/admissions/,MD Program - MD Program,annual_report,keck.usc.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found. Fetched official domain seed in less conservative mode.
md_lewis_katz_school_of_medicine_at_temple_university_philadelphia_pennsylvania,Lewis Katz School of Medicine at Temple University,MD,https://medicine.temple.edu/admissions,Admissions | Lewis Katz School of Medicine,school_homepage,medicine.temple.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found. Fetched official domain seed in less conservative mode.
md_loma_linda_university_school_of_medicine_loma_linda_california,Loma Linda University School of Medicine,MD,http://medicine.llu.edu/admissions,Admissions | School of Medicine,school_homepage,medicine.llu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found. Fetched official domain seed in less conservative mode.
md_louisiana_state_university_school_of_medicine_in_shreveport_shreveport_louisiana,Louisiana State University School of Medicine in Shreveport,MD,https://www.lsuhs.edu/our-schools/school-of-medicine,LSU Health Shreveport School of Medicine,annual_report,lsuhs.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found. Fetched official domain seed in less conservative mode.
md_loyola_university_chicago_stritch_school_of_medicine_maywood_illinois,Loyola University Chicago Stritch School of Medicine,MD,http://ssom.luc.edu/admission/,How to Apply | Loyola University Chicago,school_homepage,ssom.luc.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found. Fetched official domain seed in less conservative mode.
md_marshall_university_joan_c_edwards_school_of_medicine_huntington_west_virginia,Marshall University Joan C. Edwards School of Medicine,MD,http://jcesom.marshall.edu/admissions/,MD Admissions,annual_report,jcesom.marshall.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found. Fetched official domain seed in less conservative mode.
md_medical_college_of_georgia_at_augusta_university_augusta_georgia,Medical College of Georgia at Augusta University,MD,http://www.augusta.edu/mcg/admissions/,MCG Admissions,class_profile,augusta.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found. Fetched official domain seed in less conservative mode.
md_medical_college_of_wisconsin_milwaukee_wisconsin,Medical College of Wisconsin,MD,http://www.mcw.edu/Medical-School/Admissions.htm,Admissions | Medical School | Medical College of Wisconsin,class_profile,mcw.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found.
md_medical_college_of_wisconsin_milwaukee_wisconsin,Medical College of Wisconsin,MD,https://www.mcw.edu/education/medical-school/prospective-students/admissions,Admissions | Medical School | Medical College of Wisconsin,class_profile,mcw.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found. Fetched official domain seed in less conservative mode.
md_medical_college_of_wisconsin_milwaukee_wisconsin,Medical College of Wisconsin,MD,https://www.mcw.edu/education/medical-scientist-training-program/admissions,Admissions | Medical Scientist Training Program | Medical College of Wisconsin,school_homepage,mcw.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found. Fetched official domain seed in less conservative mode.
md_medical_university_of_south_carolina_college_of_medicine_charleston_south_caroli,Medical University of South Carolina College of Medicine,MD,http://academicdepartments.musc.edu/com/education/admissions/,MUSC | The Medical University of South Carolina,unknown,academicdepartments.musc.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found. Fetched official domain seed in less conservative mode.
md_meharry_medical_college_school_of_medicine_nashville_tennessee,Meharry Medical College School of Medicine,MD,http://www.mmc.edu/prospectivestudents/admissions/school-of-medicine/index.html,Meharry Home - Meharry Medical College,school_homepage,mmc.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found. Fetched official domain seed in less conservative mode.
md_mercer_university_school_of_medicine_macon_georgia,Mercer University School of Medicine,MD,http://medicine.mercer.edu/admissions/md/,Mercer University School of Medicine,admissions_page,medicine.mercer.edu,official_school_domain,1.00,fetch_failed_http_404,fetch_failed_http_404,needs_review,fetch_failed_http_404,,Review source manually.,2026-06-08,HTTP Error 404: Not Found
md_michigan_state_university_college_of_human_medicine_east_lansing_michigan,Michigan State University College of Human Medicine,MD,http://mdadmissions.msu.edu/ApplicationProcess/future/default2.htm,Michigan State University College of Human Medicine,admissions_page,mdadmissions.msu.edu,official_school_domain,1.00,fetch_failed_http_404,fetch_failed_http_404,needs_review,fetch_failed_http_404,,Review source manually.,2026-06-08,HTTP Error 404: Not Found
md_morehouse_school_of_medicine_atlanta_georgia,Morehouse School of Medicine,MD,http://www.msm.edu/Admissions/doctorofmedicine.php,Doctor of Medicine - Morehouse School of Medicine - MSM | Morehouse School of Medicine,annual_report,msm.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found. Fetched official domain seed in less conservative mode.
md_morehouse_school_of_medicine_atlanta_georgia,Morehouse School of Medicine,MD,https://www.msm.edu/Admissions/doctor-of-medicine/admissions-requirements.php,Admissions Requirements | Morehouse School of Medicine,class_profile,msm.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,needs_review,stats_not_found,,Review source manually or keep as official source missing.,2026-06-08,No class-profile MCAT/GPA values found. Fetched official domain seed in less conservative mode.
md_new_york_medical_college_valhalla_new_york,New York Medical College,MD,http://www.nymc.edu/future-students/admission-offices/,New York Medical College,admissions_page,nymc.edu,official_school_domain,1.00,fetch_failed_http_404,fetch_failed_http_404,needs_review,fetch_failed_http_404,,Review source manually.,2026-06-08,HTTP Error 404: Not Found
md_new_york_medical_college_valhalla_new_york,New York Medical College,MD,https://www.nymc.edu/graduate-school-of-basic-medical-sciences-gsbms/admissions--financial-aid/admission-requirements/,Letter requirement URL from normalized source table,admissions_page,nymc.edu,official_school_domain,1.00,fetch_failed_http_404,fetch_failed_http_404,needs_review,fetch_failed_http_404,,Review source manually.,2026-06-08,HTTP Error 404: Not Found
