review_id,review_status,review_reason,source_table,source_row_number,source_school_name,source_state,source_degree_type,school_id,school_name,match_score,second_match_score,recommended_action,created_date,resolved_date,resolution_notes
cycletrack_lor_links_csv_197_pennsylvania_state_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,197,Pennsylvania State University,,MD,md_wayne_state_university_school_of_medicine_detroit_michigan,Wayne State University School of Medicine,0.627,0.597,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_199_university_of_pennsylvania_low_match_score,open,low_match_score,cycletrack_lor_links.csv,199,University of Pennsylvania,,MD,md_tulane_university_school_of_medicine_new_orleans_louisiana,Tulane University School of Medicine,0.607,0.586,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_19_belmont_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,19,Belmont University,,MD,md_university_of_minnesota_medical_school_minneapolis_minnesota,University of Minnesota Medical School,0.604,0.6,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_1_university_of_alabama_at_birmingham_low_match_score,open,low_match_score,cycletrack_lor_links.csv,1,University of Alabama at Birmingham,,MD,md_university_of_alabama_at_birmingham_marnix_e_heersink_school_of_medicine_birming,University of Alabama at Birmingham Marnix E. Heersink School of Medicine,0.63,0.606,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_201_university_of_pittsburgh_low_match_score,open,low_match_score,cycletrack_lor_links.csv,201,University of Pittsburgh,,MD,md_university_of_pittsburgh_school_of_medicine_pittsburgh_pennsylvania,University of Pittsburgh School of Medicine,0.724,0.566,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_202_university_of_pittsburgh_low_match_score,open,low_match_score,cycletrack_lor_links.csv,202,University of Pittsburgh,,MD,md_university_of_pittsburgh_school_of_medicine_pittsburgh_pennsylvania,University of Pittsburgh School of Medicine,0.724,0.566,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_203_ponce_health_sciences_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,203,Ponce Health Sciences University,,MD,md_oregon_health_and_science_university_school_of_medicine_portland_oregon,Oregon Health & Science University School of Medicine,0.725,0.667,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_205_quinnipiac_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,205,Quinnipiac University,,MD,md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,0.582,0.577,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_207_university_of_rochester_low_match_score,open,low_match_score,cycletrack_lor_links.csv,207,University of Rochester,,MD,md_the_university_of_texas_at_tyler_school_of_medicine_tyler_texas,The University of Texas at Tyler School of Medicine,0.621,0.618,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_208_university_of_rochester_low_match_score,open,low_match_score,cycletrack_lor_links.csv,208,University of Rochester,,MD,md_the_university_of_texas_at_tyler_school_of_medicine_tyler_texas,The University of Texas at Tyler School of Medicine,0.621,0.618,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_209_rosalind_franklin_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,209,Rosalind Franklin University,,MD,md_roseman_university_college_of_medicine_las_vegas_nevada,Roseman University College of Medicine,0.635,0.603,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_210_rosalind_franklin_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,210,Rosalind Franklin University,,MD,md_roseman_university_college_of_medicine_las_vegas_nevada,Roseman University College of Medicine,0.635,0.603,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_213_rush_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,213,Rush University,,MD,md_duke_university_school_of_medicine_durham_north_carolina,Duke University School of Medicine,0.609,0.596,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_215_rutgers_university_new_jersey__low_match_score,open,low_match_score,cycletrack_lor_links.csv,215,Rutgers University (New Jersey),,MD,md_rutgers_new_jersey_medical_school_newark_new_jersey,Rutgers New Jersey Medical School,0.645,0.623,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_217_rutgers_university_robert_wood_johnson__low_match_score,open,low_match_score,cycletrack_lor_links.csv,217,Rutgers University (Robert Wood Johnson),,MD,md_rutgers_robert_wood_johnson_medical_school_piscataway_new_jersey,"Rutgers, Robert Wood Johnson Medical School",0.725,0.558,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_218_rutgers_university_robert_wood_johnson__low_match_score,open,low_match_score,cycletrack_lor_links.csv,218,Rutgers University (Robert Wood Johnson),,MD,md_rutgers_robert_wood_johnson_medical_school_piscataway_new_jersey,"Rutgers, Robert Wood Johnson Medical School",0.725,0.558,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_219_state_university_of_new_york_downstate_health_sciences_university_below_safe_threshold,open,below_safe_threshold,cycletrack_lor_links.csv,219,State University of New York Downstate Health Sciences University,,MD,md_suny_downstate_health_sciences_university_college_of_medicine_brooklyn_new_york,SUNY Downstate Health Sciences University College of Medicine,0.752,0.649,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_21_boston_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,21,Boston University,,MD,md_stanford_university_school_of_medicine_palo_alto_california,Stanford University School of Medicine,0.577,0.571,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_220_state_university_of_new_york_downstate_health_sciences_university_below_safe_threshold,open,below_safe_threshold,cycletrack_lor_links.csv,220,State University of New York Downstate Health Sciences University,,MD,md_suny_downstate_health_sciences_university_college_of_medicine_brooklyn_new_york,SUNY Downstate Health Sciences University College of Medicine,0.752,0.649,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_221_state_university_of_new_york_upstate_medical_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,221,State University of New York Upstate Medical University,,MD,md_state_university_of_new_york_upstate_medical_university_alan_and_marlene_norton_,State University of New York Upstate Medical University Alan and Marlene Norton College of Medicine,0.738,0.684,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_222_state_university_of_new_york_upstate_medical_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,222,State University of New York Upstate Medical University,,MD,md_state_university_of_new_york_upstate_medical_university_alan_and_marlene_norton_,State University of New York Upstate Medical University Alan and Marlene Norton College of Medicine,0.738,0.684,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_223_saint_louis_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,223,Saint Louis University,,MD,md_saint_louis_university_school_of_medicine_st_louis_missouri,Saint Louis University School of Medicine,0.733,0.621,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_224_saint_louis_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,224,Saint Louis University,,MD,md_saint_louis_university_school_of_medicine_st_louis_missouri,Saint Louis University School of Medicine,0.733,0.621,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_225_san_juan_bautista_school_of_medicine_low_match_score,open,low_match_score,cycletrack_lor_links.csv,225,San Juan Bautista School of Medicine,,MD,md_nyu_grossman_school_of_medicine_new_york_new_york,NYU Grossman School of Medicine,0.689,0.679,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_227_university_of_south_alabama_low_match_score,open,low_match_score,cycletrack_lor_links.csv,227,University of South Alabama,,MD,md_university_of_maryland_school_of_medicine_baltimore_maryland,University of Maryland School of Medicine,0.61,0.61,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_229_university_of_south_carolina_low_match_score,open,low_match_score,cycletrack_lor_links.csv,229,University of South Carolina,,MD,md_university_of_north_carolina_school_of_medicine_chapel_hill_north_carolina,University of North Carolina School of Medicine,0.697,0.667,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_22_boston_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,22,Boston University,,MD,md_stanford_university_school_of_medicine_palo_alto_california,Stanford University School of Medicine,0.577,0.571,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_231_university_of_south_carolina_low_match_score,open,low_match_score,cycletrack_lor_links.csv,231,University of South Carolina,,MD,md_university_of_north_carolina_school_of_medicine_chapel_hill_north_carolina,University of North Carolina School of Medicine,0.697,0.667,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_233_university_of_south_dakota_low_match_score,open,low_match_score,cycletrack_lor_links.csv,233,University of South Dakota,,MD,md_university_of_south_dakota_sanford_school_of_medicine_vermillion_south_dakota,University of South Dakota Sanford School of Medicine,0.657,0.655,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_234_university_of_south_dakota_low_match_score,open,low_match_score,cycletrack_lor_links.csv,234,University of South Dakota,,MD,md_university_of_south_dakota_sanford_school_of_medicine_vermillion_south_dakota,University of South Dakota Sanford School of Medicine,0.657,0.655,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_235_southern_illinois_university_below_safe_threshold,open,below_safe_threshold,cycletrack_lor_links.csv,235,Southern Illinois University,,MD,md_southern_illinois_university_school_of_medicine_springfield_illinois,Southern Illinois University School of Medicine,0.778,0.688,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_237_stanford_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,237,Stanford University,,MD,md_stanford_university_school_of_medicine_palo_alto_california,Stanford University School of Medicine,0.704,0.577,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_238_stanford_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,238,Stanford University,,MD,md_stanford_university_school_of_medicine_palo_alto_california,Stanford University School of Medicine,0.704,0.577,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_239_stony_brook_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,239,Stony Brook University,,MD,md_renaissance_school_of_medicine_at_stony_brook_university_stony_brook_new_york,Renaissance School of Medicine at Stony Brook University,0.611,0.596,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_23_brown_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,23,Brown University,,MD,md_georgetown_university_school_of_medicine_washington_district_of_columbia,Georgetown University School of Medicine,0.566,0.56,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_241_temple_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,241,Temple University,,MD,md_duke_university_school_of_medicine_durham_north_carolina,Duke University School of Medicine,0.583,0.571,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_242_temple_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,242,Temple University,,MD,md_duke_university_school_of_medicine_durham_north_carolina,Duke University School of Medicine,0.583,0.571,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_243_university_of_tennessee_low_match_score,open,low_match_score,cycletrack_lor_links.csv,243,University of Tennessee,,MD,md_university_of_minnesota_medical_school_minneapolis_minnesota,University of Minnesota Medical School,0.618,0.615,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_245_texas_a_m_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,245,Texas A&M University,,MD,md_dell_medical_school_university_of_texas_at_austin_austin_texas,Dell Medical School – University of Texas at Austin,0.635,0.621,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_246_texas_a_m_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,246,Texas A&M University,,MD,md_dell_medical_school_university_of_texas_at_austin_austin_texas,Dell Medical School – University of Texas at Austin,0.635,0.621,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_247_texas_christian_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,247,Texas Christian University,,MD,md_university_of_texas_southwestern_medical_school_dallas_texas,University of Texas Southwestern Medical School,0.629,0.609,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_249_texas_tech_university_foster__low_match_score,open,low_match_score,cycletrack_lor_links.csv,249,Texas Tech University (Foster),,MD,md_dell_medical_school_university_of_texas_at_austin_austin_texas,Dell Medical School – University of Texas at Austin,0.676,0.611,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_24_brown_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,24,Brown University,,MD,md_georgetown_university_school_of_medicine_washington_district_of_columbia,Georgetown University School of Medicine,0.566,0.56,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_253_university_of_toledo_low_match_score,open,low_match_score,cycletrack_lor_links.csv,253,University of Toledo,,MD,md_duke_university_school_of_medicine_durham_north_carolina,Duke University School of Medicine,0.625,0.615,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_254_university_of_toledo_low_match_score,open,low_match_score,cycletrack_lor_links.csv,254,University of Toledo,,MD,md_duke_university_school_of_medicine_durham_north_carolina,Duke University School of Medicine,0.625,0.615,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_255_tufts_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,255,Tufts University,,MD,md_tufts_university_school_of_medicine_boston_massachusetts,Tufts University School of Medicine,0.667,0.556,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_257_tulane_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,257,Tulane University,,MD,md_tulane_university_school_of_medicine_new_orleans_louisiana,Tulane University School of Medicine,0.68,0.588,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_259_uniformed_services_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,259,Uniformed Services University,,MD,md_stanford_university_school_of_medicine_palo_alto_california,Stanford University School of Medicine,0.688,0.625,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_25_university_at_buffalo_low_match_score,open,low_match_score,cycletrack_lor_links.csv,25,University at Buffalo,,MD,md_university_of_michigan_medical_school_ann_arbor_michigan,University of Michigan Medical School,0.538,0.531,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_261_university_of_california_davis__below_safe_threshold,open,below_safe_threshold,cycletrack_lor_links.csv,261,University of California (Davis),,MD,md_university_of_california_davis_school_of_medicine_davis_california,"University of California, Davis School of Medicine",0.771,0.704,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_262_university_of_california_davis__below_safe_threshold,open,below_safe_threshold,cycletrack_lor_links.csv,262,University of California (Davis),,MD,md_university_of_california_davis_school_of_medicine_davis_california,"University of California, Davis School of Medicine",0.771,0.704,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_263_university_of_california_irvine__below_safe_threshold,open,below_safe_threshold,cycletrack_lor_links.csv,263,University of California (Irvine),,MD,md_university_of_california_irvine_school_of_medicine_irvine_california,"University of California, Irvine School of Medicine",0.778,0.732,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_265_university_of_california_los_angeles__low_match_score,open,low_match_score,cycletrack_lor_links.csv,265,University of California (Los Angeles),,MD,md_university_of_california_san_diego_school_of_medicine_san_diego_california,"University of California, San Diego School of Medicine",0.7,0.684,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_266_university_of_california_los_angeles__low_match_score,open,low_match_score,cycletrack_lor_links.csv,266,University of California (Los Angeles),,MD,md_university_of_california_san_diego_school_of_medicine_san_diego_california,"University of California, San Diego School of Medicine",0.7,0.684,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_267_university_of_california_riverside__below_safe_threshold,open,below_safe_threshold,cycletrack_lor_links.csv,267,University of California (Riverside),,MD,md_university_of_california_riverside_school_of_medicine_riverside_california,"University of California, Riverside School of Medicine",0.795,0.747,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_269_university_of_california_san_diego__below_safe_threshold,open,below_safe_threshold,cycletrack_lor_links.csv,269,University of California (San Diego),,MD,md_university_of_california_san_diego_school_of_medicine_san_diego_california,"University of California, San Diego School of Medicine",0.795,0.737,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_26_university_at_buffalo_low_match_score,open,low_match_score,cycletrack_lor_links.csv,26,University at Buffalo,,MD,md_university_of_michigan_medical_school_ann_arbor_michigan,University of Michigan Medical School,0.538,0.531,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_270_university_of_california_san_diego__below_safe_threshold,open,below_safe_threshold,cycletrack_lor_links.csv,270,University of California (San Diego),,MD,md_university_of_california_san_diego_school_of_medicine_san_diego_california,"University of California, San Diego School of Medicine",0.795,0.737,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_271_university_of_california_san_francisco__below_safe_threshold,open,below_safe_threshold,cycletrack_lor_links.csv,271,University of California (San Francisco),,MD,md_university_of_california_san_francisco_school_of_medicine_san_francisco_californ,"University of California, San Francisco School of Medicine",0.814,0.734,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_272_university_of_california_san_francisco__below_safe_threshold,open,below_safe_threshold,cycletrack_lor_links.csv,272,University of California (San Francisco),,MD,md_university_of_california_san_francisco_school_of_medicine_san_francisco_californ,"University of California, San Francisco School of Medicine",0.814,0.734,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_273_university_of_central_florida_below_safe_threshold,open,below_safe_threshold,cycletrack_lor_links.csv,273,University of Central Florida,,MD,md_university_of_central_florida_college_of_medicine_orlando_florida,University of Central Florida College of Medicine,0.754,0.689,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_274_university_of_central_florida_below_safe_threshold,open,below_safe_threshold,cycletrack_lor_links.csv,274,University of Central Florida,,MD,md_university_of_central_florida_college_of_medicine_orlando_florida,University of Central Florida College of Medicine,0.754,0.689,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_275_university_of_nevada_las_vegas_low_match_score,open,low_match_score,cycletrack_lor_links.csv,275,University of Nevada Las Vegas,,MD,md_university_of_nevada_reno_school_of_medicine_reno_nevada,"University of Nevada, Reno School of Medicine",0.646,0.603,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_277_university_of_puerto_rico_low_match_score,open,low_match_score,cycletrack_lor_links.csv,277,University of Puerto Rico,,MD,md_georgetown_university_school_of_medicine_washington_district_of_columbia,Georgetown University School of Medicine,0.644,0.642,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_279_university_of_south_florida_low_match_score,open,low_match_score,cycletrack_lor_links.csv,279,University of South Florida,,MD,md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,0.646,0.644,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_27_california_northstate_university_below_safe_threshold,open,below_safe_threshold,cycletrack_lor_links.csv,27,California Northstate University,,MD,md_california_northstate_university_college_of_medicine_elk_grove_california,California Northstate University College of Medicine,0.79,0.685,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_280_university_of_south_florida_low_match_score,open,low_match_score,cycletrack_lor_links.csv,280,University of South Florida,,MD,md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,0.646,0.644,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_281_university_of_southern_california_low_match_score,open,low_match_score,cycletrack_lor_links.csv,281,University of Southern California,,MD,md_keck_school_of_medicine_of_the_university_of_southern_california_los_angeles_cal,Keck School of Medicine of the University of Southern California,0.741,0.693,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_282_university_of_southern_california_low_match_score,open,low_match_score,cycletrack_lor_links.csv,282,University of Southern California,,MD,md_keck_school_of_medicine_of_the_university_of_southern_california_los_angeles_cal,Keck School of Medicine of the University of Southern California,0.741,0.693,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_286_university_of_texas_houston__low_match_score,open,low_match_score,cycletrack_lor_links.csv,286,University of Texas (Houston),,MD,md_the_university_of_texas_at_tyler_school_of_medicine_tyler_texas,The University of Texas at Tyler School of Medicine,0.677,0.676,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_287_university_of_texas_medical_branch__low_match_score,open,low_match_score,cycletrack_lor_links.csv,287,University of Texas (Medical Branch),,MD,md_dell_medical_school_university_of_texas_at_austin_austin_texas,Dell Medical School – University of Texas at Austin,0.73,0.727,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_288_university_of_texas_medical_branch__low_match_score,open,low_match_score,cycletrack_lor_links.csv,288,University of Texas (Medical Branch),,MD,md_dell_medical_school_university_of_texas_at_austin_austin_texas,Dell Medical School – University of Texas at Austin,0.73,0.727,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_289_university_of_texas_rio_grande__low_match_score,open,low_match_score,cycletrack_lor_links.csv,289,University of Texas (Rio Grande),,MD,md_university_of_texas_rio_grande_valley_school_of_medicine_edinburg_texas,University of Texas Rio Grande Valley School of Medicine,0.701,0.686,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_292_university_of_texas_san_antonio__low_match_score,open,low_match_score,cycletrack_lor_links.csv,292,University of Texas (San Antonio),,MD,md_university_of_texas_southwestern_medical_school_dallas_texas,University of Texas Southwestern Medical School,0.639,0.62,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_294_university_of_texas_southwestern__below_safe_threshold,open,below_safe_threshold,cycletrack_lor_links.csv,294,University of Texas (Southwestern),,MD,md_university_of_texas_southwestern_medical_school_dallas_texas,University of Texas Southwestern Medical School,0.795,0.627,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_297_university_of_utah_low_match_score,open,low_match_score,cycletrack_lor_links.csv,297,University of Utah,,MD,md_university_of_minnesota_medical_school_minneapolis_minnesota,University of Minnesota Medical School,0.56,0.542,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_298_university_of_utah_low_match_score,open,low_match_score,cycletrack_lor_links.csv,298,University of Utah,,MD,md_university_of_minnesota_medical_school_minneapolis_minnesota,University of Minnesota Medical School,0.56,0.542,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_299_vanderbilt_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,299,Vanderbilt University,,MD,md_vanderbilt_university_school_of_medicine_nashville_tennessee,Vanderbilt University School of Medicine,0.724,0.519,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_29_california_university_of_science_and_medicine_below_safe_threshold,open,below_safe_threshold,cycletrack_lor_links.csv,29,California University of Science and Medicine,,MD,md_california_university_of_science_and_medicine_school_of_medicine_colton_californ,California University of Science and Medicine - School of Medicine,0.916,0.815,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_2_university_of_alabama_at_birmingham_low_match_score,open,low_match_score,cycletrack_lor_links.csv,2,University of Alabama at Birmingham,,MD,md_university_of_alabama_at_birmingham_marnix_e_heersink_school_of_medicine_birming,University of Alabama at Birmingham Marnix E. Heersink School of Medicine,0.63,0.606,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_300_vanderbilt_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,300,Vanderbilt University,,MD,md_vanderbilt_university_school_of_medicine_nashville_tennessee,Vanderbilt University School of Medicine,0.724,0.519,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_301_university_of_vermont_low_match_score,open,low_match_score,cycletrack_lor_links.csv,301,University of Vermont,,MD,md_university_of_georgia_school_of_medicine_athens_georgia,University of Georgia School of Medicine,0.577,0.556,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_303_university_of_virginia_low_match_score,open,low_match_score,cycletrack_lor_links.csv,303,University of Virginia,,MD,md_university_of_virginia_school_of_medicine_charlottesville_virginia,University of Virginia School of Medicine,0.704,0.644,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_304_university_of_virginia_low_match_score,open,low_match_score,cycletrack_lor_links.csv,304,University of Virginia,,MD,md_university_of_virginia_school_of_medicine_charlottesville_virginia,University of Virginia School of Medicine,0.704,0.644,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_305_virginia_commonwealth_university_below_safe_threshold,open,below_safe_threshold,cycletrack_lor_links.csv,305,Virginia Commonwealth University,,MD,md_virginia_commonwealth_university_school_of_medicine_richmond_virginia,Virginia Commonwealth University School of Medicine,0.8,0.716,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_307_virginia_tech_low_match_score,open,low_match_score,cycletrack_lor_links.csv,307,Virginia Tech,,MD,md_virginia_tech_carilion_school_of_medicine_roanoke_virginia,Virginia Tech Carilion School of Medicine,0.51,0.5,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_309_wake_forest_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,309,Wake Forest University,,MD,md_wake_forest_university_school_of_medicine_winston_salem_north_carolina,Wake Forest University School of Medicine,0.733,0.6,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_311_university_of_washington_low_match_score,open,low_match_score,cycletrack_lor_links.csv,311,University of Washington,,MD,md_university_of_washington_school_of_medicine_seattle_washington,University of Washington School of Medicine,0.724,0.6,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_312_university_of_washington_low_match_score,open,low_match_score,cycletrack_lor_links.csv,312,University of Washington,,MD,md_university_of_washington_school_of_medicine_seattle_washington,University of Washington School of Medicine,0.724,0.6,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_313_washington_state_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,313,Washington State University,,MD,md_university_of_washington_school_of_medicine_seattle_washington,University of Washington School of Medicine,0.719,0.635,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_315_washington_university_saint_louis_below_safe_threshold,open,below_safe_threshold,cycletrack_lor_links.csv,315,Washington University Saint Louis,,MD,md_washington_university_in_st_louis_school_of_medicine_st_louis_missouri,Washington University in St. Louis School of Medicine,0.756,0.714,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_316_washington_university_saint_louis_below_safe_threshold,open,below_safe_threshold,cycletrack_lor_links.csv,316,Washington University Saint Louis,,MD,md_washington_university_in_st_louis_school_of_medicine_st_louis_missouri,Washington University in St. Louis School of Medicine,0.756,0.714,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_317_wayne_state_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,317,Wayne State University,,MD,md_wayne_state_university_school_of_medicine_detroit_michigan,Wayne State University School of Medicine,0.733,0.6,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_318_wayne_state_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,318,Wayne State University,,MD,md_wayne_state_university_school_of_medicine_detroit_michigan,Wayne State University School of Medicine,0.733,0.6,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_319_west_virginia_university_below_safe_threshold,open,below_safe_threshold,cycletrack_lor_links.csv,319,West Virginia University,,MD,md_west_virginia_university_school_of_medicine_morgantown_west_virginia,West Virginia University School of Medicine,0.75,0.644,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_31_universidad_central_del_caribe_low_match_score,open,low_match_score,cycletrack_lor_links.csv,31,Universidad Central del Caribe,,MD,md_university_of_central_florida_college_of_medicine_orlando_florida,University of Central Florida College of Medicine,0.603,0.571,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_320_west_virginia_university_below_safe_threshold,open,below_safe_threshold,cycletrack_lor_links.csv,320,West Virginia University,,MD,md_west_virginia_university_school_of_medicine_morgantown_west_virginia,West Virginia University School of Medicine,0.75,0.644,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_321_western_michigan_university_low_match_score,open,low_match_score,cycletrack_lor_links.csv,321,Western Michigan University,,MD,md_university_of_washington_school_of_medicine_seattle_washington,University of Washington School of Medicine,0.625,0.623,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_323_university_of_wisconsin_low_match_score,open,low_match_score,cycletrack_lor_links.csv,323,University of Wisconsin,,MD,md_university_of_new_mexico_school_of_medicine_albuquerque_new_mexico,University of New Mexico School of Medicine,0.632,0.632,review LOR link match,2026-06-05,,
cycletrack_lor_links_csv_324_university_of_wisconsin_low_match_score,open,low_match_score,cycletrack_lor_links.csv,324,University of Wisconsin,,MD,md_university_of_new_mexico_school_of_medicine_albuquerque_new_mexico,University of New Mexico School of Medicine,0.632,0.632,review LOR link match,2026-06-05,,
